,windscreen_male,windscreen_female,tuple,average_male,average_female,female-male
0,0.256108,0.17992148,"('unsociable', 'sociable')",0.256108,0.1799215,-0.0761865
1,-0.21612678,-0.5076443,"('unfriendly', 'friendly')",-0.2161268,-0.5076443,-0.2915175
2,0.21154644,0.2359909,"('unlikable', 'likable')",0.2115464,0.2359909,0.0244445
3,-0.4642655,-0.38539958,"('repellent', 'pleasant')",-0.4642655,-0.3853996,0.0788659
4,-1.6291008,-1.6087693,"('disliked', 'liked')",-1.6291008,-1.6087693,0.0203315
5,-1.079077,-1.2346247,"('distant', 'outgoing')",-1.079077,-1.2346247,-0.1555477
6,-1.674704,-1.8595682,"('distant', 'open')",-1.674704,-1.8595682,-0.1848642
7,0.5020679,0.5987544,"('insensitive', 'sensitive')",0.5020679,0.5987544,0.0966865
8,-0.6110845,-0.8964527,"('unaffectionate', 'affectionate')",-0.6110845,-0.8964527,-0.2853682
9,0.062340677,-0.19640085,"('unaffectionate', 'caring')",0.0623407,-0.1964009,-0.2587416
10,0.17636427,0.027579635,"('unsympathetic', 'sympathetic')",0.1763643,0.0275796,-0.1487847
11,1.1133143,1.0264868,"('unhelpful', 'helpful')",1.1133143,1.0264868,-0.0868275
12,-0.17683633,-0.26625144,"('unsupportive', 'supportive')",-0.1768363,-0.2662514,-0.0894151
13,0.9698819,0.834448,"('impolite', 'polite')",0.9698819,0.834448,-0.1354339
14,0.37672332,0.49636889,"('antisocial', 'social')",0.3767233,0.4963689,0.1196456
15,1.191642,0.99342495,"('boring', 'funny')",1.191642,0.993425,-0.198217
16,-0.049436174,-0.031628188,"('unpopular', 'popular')",-0.0494362,-0.0316282,0.017808
17,-0.23134527,-0.15300679,"('nasty', 'nice')",-0.2313453,-0.1530068,0.0783385
18,-1.1602869,-1.1425786,"('disagreeable', 'welcoming')",-1.1602869,-1.1425786,0.0177083
19,-1.7286578,-1.9116971,"('inhospitable', 'hospitable')",-1.7286578,-1.9116971,-0.1830393
20,-0.04030044,0.0056322142,"('rough', 'thoughtful')",-0.0403004,0.0056322,0.0459326
21,0.4185224,0.44876382,"('immoral', 'moral')",0.4185224,0.4487638,0.0302414
22,-0.49441534,-0.4757335,"('untrustworthy', 'trustworthy')",-0.4944153,-0.4757335,0.0186818
23,2.1996067,2.1470375,"('insincere', 'sincere')",2.1996067,2.1470375,-0.0525692
24,-0.32284713,-0.41898036,"('dishonest', 'honest')",-0.3228471,-0.4189804,-0.0961333
25,-0.35801435,-0.42577899,"('egoistic', 'altruistic')",-0.3580143,-0.425779,-0.0677647
26,-0.055918895,-0.28993684,"('hardhearted', 'benevolent')",-0.0559189,-0.2899368,-0.2340179
27,-0.055901483,-0.20697084,"('hardhearted', 'softhearted')",-0.0559015,-0.2069708,-0.1510693
28,-0.42767283,-0.56823564,"('disloyal', 'loyal')",-0.4276728,-0.5682356,-0.1405628
29,-0.05141799,-0.16637006,"('unfair', 'fair')",-0.051418,-0.1663701,-0.1149521
30,1.3801128,1.380094,"('intolerant', 'tolerant')",1.3801128,1.3800941,-1.87e-05
31,-1.6757534,-1.6706504,"('evil', 'good')",-1.6757534,-1.6706504,0.005103
32,0.17600113,-0.02764171,"('unkind', 'kind')",0.1760011,-0.0276417,-0.2036428
33,0.3693183,0.30239132,"('wrong', 'right')",0.3693183,0.3023913,-0.066927
34,1.8017364,1.8930315,"('mean', 'honorable')",1.8017364,1.8930315,0.0912951
35,-0.19736432,-0.42363775,"('corrupt', 'incorrupt')",-0.1973643,-0.4236377,-0.2262734
36,-0.7971477,-0.91622305,"('hostile', 'amicable')",-0.7971477,-0.916223,-0.1190753
37,0.40896395,0.2503981,"('fake', 'genuine')",0.4089639,0.2503981,-0.1585658
38,0.9334861,0.78510386,"('untruthful', 'truthful')",0.9334861,0.7851039,-0.1483822
39,0.20257393,0.33572605,"('exploitative', 'cooperative')",0.2025739,0.3357261,0.1331522
40,-1.1922983,-1.1784539,"('stingy', 'generous')",-1.1922983,-1.1784539,0.0138444
41,-0.3308671,-0.43549213,"('unforgiving', 'forgiving')",-0.3308671,-0.4354921,-0.104625
42,-1.3621339,-1.3020291,"('unreliable', 'reliable')",-1.3621339,-1.3020291,0.0601048
43,0.49609214,0.3183022,"('irresponsible', 'responsible')",0.4960921,0.3183022,-0.1777899
44,-1.266934,-1.2461115,"('prejudiced', 'unprejudiced')",-1.266934,-1.2461115,0.0208225
45,0.10199184,0.082369536,"('incompetent', 'competent')",0.1019918,0.0823695,-0.0196223
46,0.51837945,0.49998873,"('uncompetitive', 'competitive')",0.5183794,0.4999887,-0.0183907
47,2.1389542,2.2025688,"('stupid', 'smart')",2.1389542,2.2025688,0.0636146
48,0.5025447,0.32555225,"('unintelligent', 'intelligent')",0.5025447,0.3255523,-0.1769924
