,oleo_male,oleo_female,tuple,average_male,average_female,female-male
0,-0.20069128,-0.43381456,"('unsociable', 'sociable')",-0.2006913,-0.4338146,-0.2331233
1,-0.30577716,-0.32516986,"('unfriendly', 'friendly')",-0.3057772,-0.3251699,-0.0193927
2,0.81670195,0.91541886,"('unlikable', 'likable')",0.8167019,0.9154189,0.098717
3,0.4615961,0.5409333,"('repellent', 'pleasant')",0.4615961,0.5409333,0.0793372
4,-2.5558226,-2.6341455,"('disliked', 'liked')",-2.5558226,-2.6341455,-0.0783229
5,-1.1001402,-0.97292256,"('distant', 'outgoing')",-1.1001402,-0.9729226,0.1272176
6,-1.4382669,-1.2639984,"('distant', 'open')",-1.4382669,-1.2639984,0.1742685
7,0.37524694,0.3375688,"('insensitive', 'sensitive')",0.3752469,0.3375688,-0.0376781
8,-0.47788897,-0.47615853,"('unaffectionate', 'affectionate')",-0.477889,-0.4761585,0.0017305
9,-0.2713622,-0.26130807,"('unaffectionate', 'caring')",-0.2713622,-0.2613081,0.0100541
10,0.16247635,0.09229016,"('unsympathetic', 'sympathetic')",0.1624763,0.0922902,-0.0701861
11,1.4266294,1.3439815,"('unhelpful', 'helpful')",1.4266294,1.3439815,-0.0826479
12,-0.8885611,-0.90077704,"('unsupportive', 'supportive')",-0.8885611,-0.900777,-0.0122159
13,0.7470375,0.63051885,"('impolite', 'polite')",0.7470375,0.6305189,-0.1165186
14,0.22145127,0.046322577,"('antisocial', 'social')",0.2214513,0.0463226,-0.1751287
15,0.4255115,0.36474532,"('boring', 'funny')",0.4255115,0.3647453,-0.0607662
16,-0.19070916,-0.21796736,"('unpopular', 'popular')",-0.1907092,-0.2179674,-0.0272582
17,-0.21700715,-0.19595654,"('nasty', 'nice')",-0.2170071,-0.1959565,0.0210506
18,-0.8519496,-0.8573827,"('disagreeable', 'welcoming')",-0.8519496,-0.8573827,-0.0054331
19,-0.6924111,-0.592973,"('inhospitable', 'hospitable')",-0.6924111,-0.592973,0.0994381
20,-0.23255543,-0.2879312,"('rough', 'thoughtful')",-0.2325554,-0.2879312,-0.0553758
21,0.7132011,0.61762,"('immoral', 'moral')",0.7132011,0.61762,-0.0955811
22,-0.6768711,-0.73965377,"('untrustworthy', 'trustworthy')",-0.6768711,-0.7396538,-0.0627827
23,2.6198673,2.5743904,"('insincere', 'sincere')",2.6198673,2.5743904,-0.0454769
24,0.2773293,0.259798,"('dishonest', 'honest')",0.2773293,0.259798,-0.0175313
25,-0.31669468,-0.27823234,"('egoistic', 'altruistic')",-0.3166947,-0.2782323,0.0384624
26,0.4506673,0.3429508,"('hardhearted', 'benevolent')",0.4506673,0.3429508,-0.1077165
27,-0.14172474,-0.034734324,"('hardhearted', 'softhearted')",-0.1417247,-0.0347343,0.1069904
28,0.20428862,0.057469413,"('disloyal', 'loyal')",0.2042886,0.0574694,-0.1468192
29,-1.3593975,-1.3401105,"('unfair', 'fair')",-1.3593975,-1.3401105,0.019287
30,0.9616088,0.83823735,"('intolerant', 'tolerant')",0.9616088,0.8382373,-0.1233715
31,-1.7755041,-1.5869833,"('evil', 'good')",-1.7755041,-1.5869833,0.1885208
32,0.66230404,0.48547325,"('unkind', 'kind')",0.662304,0.4854732,-0.1768308
33,-0.43521369,-0.4799284,"('wrong', 'right')",-0.4352137,-0.4799284,-0.0447147
34,2.4070415,2.5730274,"('mean', 'honorable')",2.4070415,2.5730274,0.1659859
35,-1.1504078,-1.1101066,"('corrupt', 'incorrupt')",-1.1504078,-1.1101066,0.0403012
36,-0.9101851,-0.86580324,"('hostile', 'amicable')",-0.9101851,-0.8658032,0.0443819
37,-0.27137345,-0.25402138,"('fake', 'genuine')",-0.2713735,-0.2540214,0.0173521
38,0.1632236,0.15898882,"('untruthful', 'truthful')",0.1632236,0.1589888,-0.0042348
39,0.007571973,-0.053943478,"('exploitative', 'cooperative')",0.007572,-0.0539435,-0.0615155
