,metaphor_male,metaphor_female,tuple,average_male,average_female,female-male
0,0.15724367,0.13348079,"('unsociable', 'sociable')",0.1572437,0.1334808,-0.0237629
1,1.6440125,1.627838,"('unfriendly', 'friendly')",1.6440125,1.627838,-0.0161745
2,0.2805484,0.39688194,"('unlikable', 'likable')",0.2805484,0.3968819,0.1163335
3,1.111204,1.1395464,"('repellent', 'pleasant')",1.111204,1.1395464,0.0283424
4,-6.99422,-6.9455,"('disliked', 'liked')",-6.9942198,-6.9454999,0.0487199
5,0.14925298,0.29723734,"('distant', 'outgoing')",0.149253,0.2972373,0.1479843
6,0.48611143,0.5880002,"('distant', 'open')",0.4861114,0.5880002,0.1018888
7,1.4541368,1.512326,"('insensitive', 'sensitive')",1.4541368,1.512326,0.0581892
8,1.1701602,1.2085975,"('unaffectionate', 'affectionate')",1.1701602,1.2085975,0.0384373
9,1.6730382,1.768747,"('unaffectionate', 'caring')",1.6730382,1.768747,0.0957088
10,1.1105852,1.202641,"('unsympathetic', 'sympathetic')",1.1105852,1.202641,0.0920558
11,2.0046406,2.0825703,"('unhelpful', 'helpful')",2.0046406,2.0825703,0.0779297
12,-1.032373,-0.78242433,"('unsupportive', 'supportive')",-1.032373,-0.7824243,0.2499487
13,0.17371196,0.050819136,"('impolite', 'polite')",0.173712,0.0508191,-0.1228929
14,-0.060503814,-0.106857836,"('antisocial', 'social')",-0.0605038,-0.1068578,-0.046354
15,0.43860108,0.42161852,"('boring', 'funny')",0.4386011,0.4216185,-0.0169826
16,-0.37547207,-0.306347,"('unpopular', 'popular')",-0.3754721,-0.306347,0.0691251
17,-0.24476478,-0.13455734,"('nasty', 'nice')",-0.2447648,-0.1345573,0.1102075
18,-0.019062843,0.06178414,"('disagreeable', 'welcoming')",-0.0190628,0.0617841,0.0808469
19,-0.15484807,0.026974484,"('inhospitable', 'hospitable')",-0.1548481,0.0269745,0.1818226
20,0.5160994,0.39718264,"('rough', 'thoughtful')",0.5160994,0.3971826,-0.1189168
21,0.19237469,0.33544344,"('immoral', 'moral')",0.1923747,0.3354434,0.1430687
22,-0.064453706,-0.00782608,"('untrustworthy', 'trustworthy')",-0.0644537,-0.0078261,0.0566276
23,6.8301616,6.8627977,"('insincere', 'sincere')",6.8301616,6.8627977,0.0326361
24,2.214765,2.300718,"('dishonest', 'honest')",2.2147651,2.3007181,0.085953
25,0.85981673,0.7580543,"('egoistic', 'altruistic')",0.8598167,0.7580543,-0.1017624
26,0.3165213,0.2530907,"('hardhearted', 'benevolent')",0.3165213,0.2530907,-0.0634306
27,1.8827066,1.724875,"('hardhearted', 'softhearted')",1.8827066,1.724875,-0.1578316
28,1.1636086,1.1326809,"('disloyal', 'loyal')",1.1636086,1.1326809,-0.0309277
29,-0.5937152,-0.6300622,"('unfair', 'fair')",-0.5937152,-0.6300622,-0.036347
30,0.83862126,0.8521526,"('intolerant', 'tolerant')",0.8386213,0.8521526,0.0135313
31,-1.227715,-1.1728573,"('evil', 'good')",-1.227715,-1.1728573,0.0548577
32,1.4228158,1.3783263,"('unkind', 'kind')",1.4228158,1.3783263,-0.0444895
33,0.011846654,0.060443766,"('wrong', 'right')",0.0118467,0.0604438,0.0485971
34,4.8172617,4.9568863,"('mean', 'honorable')",4.8172617,4.9568863,0.1396246
35,-0.9091078,-0.9780653,"('corrupt', 'incorrupt')",-0.9091078,-0.9780653,-0.0689575
36,-1.1244792,-1.1760308,"('hostile', 'amicable')",-1.1244792,-1.1760308,-0.0515516
37,1.0279512,0.97663176,"('fake', 'genuine')",1.0279512,0.9766318,-0.0513194
38,0.14832263,0.22636351,"('untruthful', 'truthful')",0.1483226,0.2263635,0.0780409
39,0.28128394,0.26302487,"('exploitative', 'cooperative')",0.2812839,0.2630249,-0.018259
40,-0.668568,-0.77940995,"('stingy', 'generous')",-0.668568,-0.7794099,-0.1108419
41,-0.14656995,-0.14826946,"('unforgiving', 'forgiving')",-0.14657,-0.1482695,-0.0016995
42,-1.9068173,-1.88995,"('unreliable', 'reliable')",-1.9068173,-1.88995,0.0168673
43,1.1296288,1.1946546,"('irresponsible', 'responsible')",1.1296288,1.1946546,0.0650258
44,-1.7399328,-1.9136844,"('prejudiced', 'unprejudiced')",-1.7399328,-1.9136844,-0.1737516
45,0.34901148,0.37030682,"('incompetent', 'competent')",0.3490115,0.3703068,0.0212953
46,-0.56254786,-0.528792,"('uncompetitive', 'competitive')",-0.5625479,-0.528792,0.0337559
47,4.9170737,5.029934,"('stupid', 'smart')",4.9170737,5.0299339,0.1128602
48,0.57770634,0.58153176,"('unintelligent', 'intelligent')",0.5777063,0.5815318,0.0038255
49,0.30613902,0.42547083,"('unable', 'able')",0.306139,0.4254708,0.1193318
50,-0.08187075,0.01439701,"('clumsy', 'skillful')",-0.0818707,0.014397,0.0962677
51,1.0723863,1.0392863,"('uneducated', 'educated')",1.0723863,1.0392863,-0.0331
52,-0.09528673,-0.10195492,"('irrational', 'rational')",-0.0952867,-0.1019549,-0.0066682
53,-0.04378252,-0.024673901,"('uncreative', 'creative')",-0.0437825,-0.0246739,0.0191086
54,1.2745769,1.5640935,"('incapable', 'capable')",1.2745769,1.5640935,0.2895166
55,1.1326321,1.12987,"('incompetent', 'clever')",1.1326321,1.1298701,-0.002762
56,0.60717773,0.6702371,"('impractical', 'practical')",0.6071777,0.6702371,0.0630594
57,-2.2596831,-2.2365315,"('unimaginative', 'imaginative')",-2.2596831,-2.2365315,0.0231516
58,0.08250299,0.050157372,"('undiscriminating', 'discriminating')",0.082503,0.0501574,-0.0323456
59,-0.025122076,0.09407331,"('foolish', 'wise')",-0.0251221,0.0940733,0.1191954
60,0.6379271,0.6324569,"('inefficient', 'efficient')",0.6379271,0.6324569,-0.0054702
61,0.4361513,0.28931937,"('illogical', 'logical')",0.4361513,0.2893194,-0.1468319
62,1.4968615,1.6070272,"('incompetent', 'brilliant')",1.4968615,1.6070272,0.1101657
63,0.856478,1.0274081,"('unperceptive', 'insightful')",0.856478,1.0274081,0.1709301
64,-6.1090813,-5.8895984,"('shy', 'confident')",-6.1090813,-5.8895984,0.2194829
65,0.525077,0.5357529,"('insecure', 'secure')",0.525077,0.5357529,0.0106759
66,-0.42483604,-0.33442807,"('inactive', 'active')",-0.424836,-0.3344281,0.0904079
67,-0.9918768,-0.9288499,"('doubtful', 'determined')",-0.9918768,-0.9288499,0.0630269
68,-0.37397513,-0.3482609,"('dependent', 'independent')",-0.3739751,-0.3482609,0.0257142
69,-1.932751,-1.8647678,"('lazy', 'industrious')",-1.9327511,-1.8647678,0.0679833
70,1.6632969,1.7049648,"('lethargic', 'energetic')",1.6632969,1.7049648,0.0416679
71,0.65094733,0.7956157,"('diffident', 'self-confident')",0.6509473,0.7956157,0.1446684
72,1.1516429,1.2350119,"('unambitious', 'ambitious')",1.1516429,1.2350119,0.083369
73,-2.4169269,-2.3892348,"('helpless', 'self-reliant')",-2.4169269,-2.3892348,0.0276921
74,0.20336068,0.19851512,"('undedicated', 'dedicated')",0.2033607,0.1985151,-0.0048456
75,-0.84503955,-0.71169484,"('meek', 'impulsive')",-0.8450395,-0.7116948,0.1333447
76,0.49122447,0.46740308,"('anxious', 'daring')",0.4912245,0.4674031,-0.0238214
77,-1.3295494,-1.1383077,"('unmotivated', 'motivated')",-1.3295494,-1.1383077,0.1912417
78,-0.4999095,-0.3922996,"('nonresilient', 'resilient')",-0.4999095,-0.3922996,0.1076099
79,-0.19148134,-0.0826369,"('wavering', 'unwavering')",-0.1914813,-0.0826369,0.1088444
80,0.25123796,0.23375766,"('dominated', 'dominating')",0.251238,0.2337577,-0.0174803
81,-0.08804531,-0.024953421,"('submissive', 'aggressive')",-0.0880453,-0.0249534,0.0630919
82,6.365693,6.47833,"('poor', 'rich')",6.3656931,6.4783301,0.112637
83,-0.29281998,-0.24231303,"('powerless', 'powerful')",-0.29282,-0.242313,0.050507
84,0.01316433,0.028141724,"('inferior', 'superior')",0.0131643,0.0281417,0.0149774
85,-1.2205074,-1.2231584,"('insignificant', 'prestigious')",-1.2205074,-1.2231584,-0.002651
86,0.82117325,0.84270155,"('uninfluential', 'influential')",0.8211733,0.8427016,0.0215283
