,drum_male,drum_female,tuple,average_male,average_female,female-male
0,-0.88925546,-0.8695783,"('unsociable', 'sociable')",-0.8892555,-0.8695783,0.0196772
1,1.7680714,1.7784115,"('unfriendly', 'friendly')",1.7680714,1.7784115,0.0103401
2,-0.14456195,-0.07949438,"('unlikable', 'likable')",-0.1445619,-0.0794944,0.0650675
3,0.3852685,0.4487903,"('repellent', 'pleasant')",0.3852685,0.4487903,0.0635218
4,-7.276861,-7.39257,"('disliked', 'liked')",-7.2768612,-7.39257,-0.1157088
5,0.023138493,0.030929506,"('distant', 'outgoing')",0.0231385,0.0309295,0.007791
6,0.53470063,0.4910185,"('distant', 'open')",0.5347006,0.4910185,-0.0436821
7,0.36272395,0.43949145,"('insensitive', 'sensitive')",0.3627239,0.4394915,0.0767676
8,1.4715531,1.3757552,"('unaffectionate', 'affectionate')",1.4715531,1.3757552,-0.0957979
9,1.6280078,1.650004,"('unaffectionate', 'caring')",1.6280078,1.650004,0.0219962
10,-0.06345288,-0.007796509,"('unsympathetic', 'sympathetic')",-0.0634529,-0.0077965,0.0556564
11,0.8487567,0.9416096,"('unhelpful', 'helpful')",0.8487567,0.9416096,0.0928529
12,-2.1219165,-2.091513,"('unsupportive', 'supportive')",-2.1219165,-2.0915129,0.0304036
13,-1.1457568,-1.0983994,"('impolite', 'polite')",-1.1457568,-1.0983994,0.0473574
14,-0.46204343,-0.45346117,"('antisocial', 'social')",-0.4620434,-0.4534612,0.0085822
15,0.4382901,0.41933465,"('boring', 'funny')",0.4382901,0.4193347,-0.0189554
16,-0.31737244,-0.3042305,"('unpopular', 'popular')",-0.3173724,-0.3042305,0.0131419
17,-0.040031783,-0.005969096,"('nasty', 'nice')",-0.0400318,-0.0059691,0.0340627
18,-0.550106,-0.5659499,"('disagreeable', 'welcoming')",-0.550106,-0.5659499,-0.0158439
19,-0.17786203,-0.1973603,"('inhospitable', 'hospitable')",-0.177862,-0.1973603,-0.0194983
20,0.65418035,0.60012645,"('rough', 'thoughtful')",0.6541803,0.6001264,-0.0540539
21,-1.2626437,-1.1313585,"('immoral', 'moral')",-1.2626437,-1.1313585,0.1312852
22,-1.0425241,-1.0186113,"('untrustworthy', 'trustworthy')",-1.0425241,-1.0186113,0.0239128
23,5.8541393,5.940119,"('insincere', 'sincere')",5.8541393,5.9401188,0.0859795
24,1.1790606,1.0994313,"('dishonest', 'honest')",1.1790606,1.0994313,-0.0796293
25,1.219261,1.1265702,"('egoistic', 'altruistic')",1.2192611,1.1265702,-0.0926909
26,1.3053825,1.2403688,"('hardhearted', 'benevolent')",1.3053825,1.2403688,-0.0650137
