,interject_male,interject_female,tuple,average_male,average_female,female-male
0,-0.23948802,-0.53864443,"('unsociable', 'sociable')",-0.239488,-0.5386444,-0.2991564
1,0.03536921,-0.16735491,"('unfriendly', 'friendly')",0.0353692,-0.1673549,-0.2027241
2,0.5282302,0.4916564,"('unlikable', 'likable')",0.5282302,0.4916564,-0.0365738
3,-0.2629527,-0.2525881,"('repellent', 'pleasant')",-0.2629527,-0.2525881,0.0103646
4,-4.0450654,-4.143667,"('disliked', 'liked')",-4.0450654,-4.1436672,-0.0986018
5,-0.7550515,-0.7396689,"('distant', 'outgoing')",-0.7550515,-0.7396689,0.0153826
6,-0.574865,-0.5523334,"('distant', 'open')",-0.574865,-0.5523334,0.0225316
7,0.15975505,0.24753246,"('insensitive', 'sensitive')",0.1597551,0.2475325,0.0877774
8,-0.28989634,-0.3818164,"('unaffectionate', 'affectionate')",-0.2898963,-0.3818164,-0.0919201
9,-0.046500005,-0.068223126,"('unaffectionate', 'caring')",-0.0465,-0.0682231,-0.0217231
10,-0.24564523,-0.18421191,"('unsympathetic', 'sympathetic')",-0.2456452,-0.1842119,0.0614333
11,1.5453466,1.5736841,"('unhelpful', 'helpful')",1.5453466,1.5736841,0.0283375
12,-1.2938222,-1.2072635,"('unsupportive', 'supportive')",-1.2938222,-1.2072635,0.0865587
13,-0.24329111,-0.379089,"('impolite', 'polite')",-0.2432911,-0.379089,-0.1357979
14,0.35650986,0.13593522,"('antisocial', 'social')",0.3565099,0.1359352,-0.2205747
15,0.37714162,0.23699465,"('boring', 'funny')",0.3771416,0.2369947,-0.1401469
16,-0.44562384,-0.5003856,"('unpopular', 'popular')",-0.4456238,-0.5003856,-0.0547618
17,-0.37716413,-0.425131,"('nasty', 'nice')",-0.3771641,-0.425131,-0.0479669
18,-0.2275431,-0.29819787,"('disagreeable', 'welcoming')",-0.2275431,-0.2981979,-0.0706548
19,-1.3691456,-1.354746,"('inhospitable', 'hospitable')",-1.3691456,-1.354746,0.0143996
20,0.67300326,0.6549401,"('rough', 'thoughtful')",0.6730033,0.6549401,-0.0180632
21,0.11895393,0.15361091,"('immoral', 'moral')",0.1189539,0.1536109,0.034657
22,-0.35425052,-0.37753972,"('untrustworthy', 'trustworthy')",-0.3542505,-0.3775397,-0.0232892
23,3.339038,3.301354,"('insincere', 'sincere')",3.3390379,3.3013539,-0.037684
24,0.79535735,0.7387557,"('dishonest', 'honest')",0.7953573,0.7387557,-0.0566016
25,0.41845953,0.15301329,"('egoistic', 'altruistic')",0.4184595,0.1530133,-0.2654462
26,0.77191436,0.3873278,"('hardhearted', 'benevolent')",0.7719144,0.3873278,-0.3845866
27,0.20576835,0.16224194,"('hardhearted', 'softhearted')",0.2057683,0.1622419,-0.0435264
