,racist_male,racist_female,tuple,average_male,average_female,female-male
0,0.0068581793,-0.015347272,"('unsociable', 'sociable')",0.0068582,-0.0153473,-0.0222055
1,1.2773657,1.1447707,"('unfriendly', 'friendly')",1.2773657,1.1447707,-0.132595
2,0.60883904,0.71301407,"('unlikable', 'likable')",0.608839,0.7130141,0.1041751
3,0.9269695,0.9704373,"('repellent', 'pleasant')",0.9269695,0.9704373,0.0434678
4,-7.168485,-7.0861607,"('disliked', 'liked')",-7.1684852,-7.0861607,0.0823245
5,-0.20303628,-0.15180229,"('distant', 'outgoing')",-0.2030363,-0.1518023,0.051234
6,0.104206875,0.086719096,"('distant', 'open')",0.1042069,0.0867191,-0.0174878
7,0.6073838,0.74122155,"('insensitive', 'sensitive')",0.6073838,0.7412215,0.1338377
8,0.99171597,0.9538932,"('unaffectionate', 'affectionate')",0.991716,0.9538932,-0.0378228
9,1.4345732,1.5070721,"('unaffectionate', 'caring')",1.4345732,1.5070721,0.0724989
10,1.2957922,1.4560288,"('unsympathetic', 'sympathetic')",1.2957922,1.4560288,0.1602366
11,1.9305763,2.0246253,"('unhelpful', 'helpful')",1.9305763,2.0246253,0.094049
12,-1.5874189,-1.4675832,"('unsupportive', 'supportive')",-1.5874189,-1.4675832,0.1198357
13,0.36625683,0.39029166,"('impolite', 'polite')",0.3662568,0.3902917,0.0240349
14,-0.32318348,-0.31204456,"('antisocial', 'social')",-0.3231835,-0.3120446,0.0111389
15,0.27754322,0.1904238,"('boring', 'funny')",0.2775432,0.1904238,-0.0871194
16,-0.3504871,-0.3632442,"('unpopular', 'popular')",-0.3504871,-0.3632442,-0.0127571
17,-0.1147634,-0.039359078,"('nasty', 'nice')",-0.1147634,-0.0393591,0.0754043
18,-0.58215886,-0.63797575,"('disagreeable', 'welcoming')",-0.5821589,-0.6379758,-0.0558169
19,-0.3287191,-0.24536481,"('inhospitable', 'hospitable')",-0.3287191,-0.2453648,0.0833543
20,0.73207134,0.56039953,"('rough', 'thoughtful')",0.7320713,0.5603995,-0.1716718
21,0.25543475,0.42366087,"('immoral', 'moral')",0.2554348,0.4236609,0.1682261
22,-0.3874786,-0.33031672,"('untrustworthy', 'trustworthy')",-0.3874786,-0.3303167,0.0571619
23,6.16924,6.1189885,"('insincere', 'sincere')",6.16924,6.1189885,-0.0502515
24,1.7838905,1.8242868,"('dishonest', 'honest')",1.7838905,1.8242868,0.0403963
25,0.3765706,0.24313602,"('egoistic', 'altruistic')",0.3765706,0.243136,-0.1334346
26,0.12114301,0.053963818,"('hardhearted', 'benevolent')",0.121143,0.0539638,-0.0671792
27,1.5797161,1.3914373,"('hardhearted', 'softhearted')",1.5797161,1.3914373,-0.1882788
28,1.1044742,1.1248507,"('disloyal', 'loyal')",1.1044742,1.1248507,0.0203765
29,-0.6648755,-0.7878444,"('unfair', 'fair')",-0.6648755,-0.7878444,-0.1229689
30,0.79020715,0.84621227,"('intolerant', 'tolerant')",0.7902071,0.8462123,0.0560052
31,-1.5110574,-1.5855589,"('evil', 'good')",-1.5110574,-1.5855589,-0.0745015
32,1.2724035,1.267361,"('unkind', 'kind')",1.2724035,1.267361,-0.0050425
33,-0.47915086,-0.4568374,"('wrong', 'right')",-0.4791509,-0.4568374,0.0223135
34,4.5296693,4.6454387,"('mean', 'honorable')",4.5296693,4.6454387,0.1157694
35,-1.1861745,-1.3618871,"('corrupt', 'incorrupt')",-1.1861745,-1.3618871,-0.1757126
36,-0.9269072,-1.0689697,"('hostile', 'amicable')",-0.9269072,-1.0689697,-0.1420625
37,1.0232446,1.0346711,"('fake', 'genuine')",1.0232446,1.0346711,0.0114265
38,-0.17294918,-0.03605026,"('untruthful', 'truthful')",-0.1729492,-0.0360503,0.1368989
39,0.068666056,0.09222217,"('exploitative', 'cooperative')",0.0686661,0.0922222,0.0235561
40,-1.539228,-1.6782758,"('stingy', 'generous')",-1.539228,-1.6782758,-0.1390478
41,-0.01166635,0.08145839,"('unforgiving', 'forgiving')",-0.0116664,0.0814584,0.0931248
42,-1.8903522,-1.8157042,"('unreliable', 'reliable')",-1.8903522,-1.8157042,0.074648
43,1.1311134,1.2266433,"('irresponsible', 'responsible')",1.1311134,1.2266433,0.0955299
44,-1.0077116,-1.1036079,"('prejudiced', 'unprejudiced')",-1.0077116,-1.1036079,-0.0958963
45,0.35692537,0.3865897,"('incompetent', 'competent')",0.3569254,0.3865897,0.0296643
46,-0.2648314,-0.16120335,"('uncompetitive', 'competitive')",-0.2648314,-0.1612034,0.103628
47,5.2224364,5.318471,"('stupid', 'smart')",5.2224364,5.318471,0.0960346
48,0.43910068,0.43504596,"('unintelligent', 'intelligent')",0.4391007,0.435046,-0.0040547
49,0.42057192,0.6059571,"('unable', 'able')",0.4205719,0.6059571,0.1853852
50,-0.0616214,-0.09454251,"('clumsy', 'skillful')",-0.0616214,-0.0945425,-0.0329211
51,0.4827027,0.54386276,"('uneducated', 'educated')",0.4827027,0.5438628,0.0611601
52,-0.3549507,-0.4711709,"('irrational', 'rational')",-0.3549507,-0.4711709,-0.1162202
53,-0.05513989,-0.11783613,"('uncreative', 'creative')",-0.0551399,-0.1178361,-0.0626962
54,1.0112648,1.2433407,"('incapable', 'capable')",1.0112648,1.2433407,0.2320759
55,0.686701,0.7213964,"('incompetent', 'clever')",0.686701,0.7213964,0.0346954
56,0.7258129,0.8032492,"('impractical', 'practical')",0.7258129,0.8032492,0.0774363
57,-2.3182998,-2.2031932,"('unimaginative', 'imaginative')",-2.3182998,-2.2031932,0.1151066
58,-0.0369315,-0.05694024,"('undiscriminating', 'discriminating')",-0.0369315,-0.0569402,-0.0200087
59,-0.12781417,-0.054360785,"('foolish', 'wise')",-0.1278142,-0.0543608,0.0734534
60,0.97482836,1.0655829,"('inefficient', 'efficient')",0.9748284,1.0655829,0.0907545
61,0.09877253,-0.07639363,"('illogical', 'logical')",0.0987725,-0.0763936,-0.1751661
62,1.1705871,1.3240225,"('incompetent', 'brilliant')",1.1705871,1.3240225,0.1534354
63,0.59686184,0.680961,"('unperceptive', 'insightful')",0.5968618,0.680961,0.0840992
64,-5.6481442,-5.402047,"('shy', 'confident')",-5.6481442,-5.4020472,0.246097
65,0.6055189,0.636609,"('insecure', 'secure')",0.6055189,0.636609,0.0310901
66,0.010101568,-0.05433272,"('inactive', 'active')",0.0101016,-0.0543327,-0.0644343
67,-0.3831667,-0.32743496,"('doubtful', 'determined')",-0.3831667,-0.327435,0.0557317
68,-0.30675247,-0.32061067,"('dependent', 'independent')",-0.3067525,-0.3206107,-0.0138582
69,-1.9137329,-1.8842587,"('lazy', 'industrious')",-1.9137329,-1.8842587,0.0294742
70,1.3687586,1.4664743,"('lethargic', 'energetic')",1.3687586,1.4664743,0.0977157
71,0.45192948,0.5031874,"('diffident', 'self-confident')",0.4519295,0.5031874,0.0512579
72,0.905812,1.0476738,"('unambitious', 'ambitious')",0.905812,1.0476738,0.1418618
73,-2.7452528,-2.7411373,"('helpless', 'self-reliant')",-2.7452528,-2.7411373,0.0041155
74,0.008000553,-0.09290213,"('undedicated', 'dedicated')",0.0080006,-0.0929021,-0.1009027
75,-0.56252533,-0.4682959,"('meek', 'impulsive')",-0.5625253,-0.4682959,0.0942294
76,0.66008866,0.6074369,"('anxious', 'daring')",0.6600887,0.6074369,-0.0526518
77,-1.1220375,-0.99550617,"('unmotivated', 'motivated')",-1.1220375,-0.9955062,0.1265313
78,-0.53137124,-0.59413743,"('nonresilient', 'resilient')",-0.5313712,-0.5941374,-0.0627662
79,-0.18754607,-0.12923127,"('wavering', 'unwavering')",-0.1875461,-0.1292313,0.0583148
80,-0.13621806,-0.13665931,"('dominated', 'dominating')",-0.1362181,-0.1366593,-0.0004412
81,0.27229604,0.42376143,"('submissive', 'aggressive')",0.272296,0.4237614,0.1514654
82,6.5144186,6.586986,"('poor', 'rich')",6.5144186,6.5869861,0.0725675
83,-0.31105608,-0.21859744,"('powerless', 'powerful')",-0.3110561,-0.2185974,0.0924587
84,0.08942783,0.16871445,"('inferior', 'superior')",0.0894278,0.1687144,0.0792866
85,-1.3570257,-1.4321352,"('insignificant', 'prestigious')",-1.3570257,-1.4321352,-0.0751095
86,0.43129724,0.5375396,"('uninfluential', 'influential')",0.4312972,0.5375396,0.1062424
87,-0.09680108,0.04422114,"('unsuccessful', 'successful')",-0.0968011,0.0442211,0.1410222
88,0.041612428,0.1649927,"('low', 'eminent')",0.0416124,0.1649927,0.1233803
