,medium_male,medium_female,tuple,average_male,average_female,female-male
0,0.081673965,-0.111415684,"('unsociable', 'sociable')",0.081674,-0.1114157,-0.1930897
1,1.1230271,1.028712,"('unfriendly', 'friendly')",1.1230271,1.028712,-0.0943151
2,0.28135228,0.40298513,"('unlikable', 'likable')",0.2813523,0.4029851,0.1216328
3,0.49702537,0.56396705,"('repellent', 'pleasant')",0.4970254,0.563967,0.0669416
4,-7.1122036,-7.0526414,"('disliked', 'liked')",-7.1122036,-7.0526414,0.0595622
5,-0.62083757,-0.6044449,"('distant', 'outgoing')",-0.6208376,-0.6044449,0.0163927
6,-0.16538101,-0.21388608,"('distant', 'open')",-0.165381,-0.2138861,-0.0485051
7,1.1145386,1.0349815,"('insensitive', 'sensitive')",1.1145386,1.0349815,-0.0795571
8,1.1533561,1.0664241,"('unaffectionate', 'affectionate')",1.1533561,1.0664241,-0.086932
9,1.3097348,1.2143712,"('unaffectionate', 'caring')",1.3097348,1.2143712,-0.0953636
10,1.1886952,1.11052,"('unsympathetic', 'sympathetic')",1.1886952,1.11052,-0.0781752
11,1.886809,1.7777098,"('unhelpful', 'helpful')",1.886809,1.7777098,-0.1090992
12,-1.476959,-1.4809812,"('unsupportive', 'supportive')",-1.476959,-1.4809812,-0.0040222
13,-0.2802861,-0.3082306,"('impolite', 'polite')",-0.2802861,-0.3082306,-0.0279445
14,-0.17078462,-0.1326398,"('antisocial', 'social')",-0.1707846,-0.1326398,0.0381448
15,0.5277475,0.48354882,"('boring', 'funny')",0.5277475,0.4835488,-0.0441987
16,-0.57834446,-0.47279453,"('unpopular', 'popular')",-0.5783445,-0.4727945,0.10555
17,0.05941683,0.06591522,"('nasty', 'nice')",0.0594168,0.0659152,0.0064984
18,-0.769377,-0.7341312,"('disagreeable', 'welcoming')",-0.769377,-0.7341312,0.0352458
19,-0.48627153,-0.514893,"('inhospitable', 'hospitable')",-0.4862715,-0.514893,-0.0286215
20,0.5758943,0.45163348,"('rough', 'thoughtful')",0.5758943,0.4516335,-0.1242608
21,-0.07430111,0.017397344,"('immoral', 'moral')",-0.0743011,0.0173973,0.0916984
22,-0.06845104,-0.09545626,"('untrustworthy', 'trustworthy')",-0.068451,-0.0954563,-0.0270053
