,assignment_male,assignment_female,tuple,average_male,average_female,female-male
0,0.27562824,0.046035934,"('unsociable', 'sociable')",0.2756282,0.0460359,-0.2295923
1,0.9284415,0.97795874,"('unfriendly', 'friendly')",0.9284415,0.9779587,0.0495172
2,0.3359375,0.4534282,"('unlikable', 'likable')",0.3359375,0.4534282,0.1174907
3,1.1607348,1.1191372,"('repellent', 'pleasant')",1.1607348,1.1191372,-0.0415976
4,-7.4918613,-7.177249,"('disliked', 'liked')",-7.4918613,-7.177249,0.3146123
5,-0.65754473,-0.50360674,"('distant', 'outgoing')",-0.6575447,-0.5036067,0.153938
6,-0.38626856,-0.2329671,"('distant', 'open')",-0.3862686,-0.2329671,0.1533015
7,0.9198417,1.025504,"('insensitive', 'sensitive')",0.9198417,1.025504,0.1056623
8,0.7325433,0.78845495,"('unaffectionate', 'affectionate')",0.7325433,0.7884549,0.0559116
9,1.4885452,1.6186479,"('unaffectionate', 'caring')",1.4885452,1.6186479,0.1301027
10,1.6783634,1.685718,"('unsympathetic', 'sympathetic')",1.6783634,1.6857181,0.0073547
11,2.4208813,2.463118,"('unhelpful', 'helpful')",2.4208813,2.4631181,0.0422368
12,-1.4179688,-1.3861431,"('unsupportive', 'supportive')",-1.4179688,-1.3861431,0.0318257
13,0.42780235,0.17267503,"('impolite', 'polite')",0.4278024,0.172675,-0.2551274
14,0.055858195,-0.12097221,"('antisocial', 'social')",0.0558582,-0.1209722,-0.1768304
15,-0.099942364,-0.21907291,"('boring', 'funny')",-0.0999424,-0.2190729,-0.1191305
16,-0.5289925,-0.43072,"('unpopular', 'popular')",-0.5289925,-0.43072,0.0982725
17,-0.48075965,-0.5350805,"('nasty', 'nice')",-0.4807597,-0.5350805,-0.0543208
18,-1.0046321,-1.1383204,"('disagreeable', 'welcoming')",-1.0046321,-1.1383204,-0.1336883
19,-0.89199626,-0.66219604,"('inhospitable', 'hospitable')",-0.8919963,-0.662196,0.2298003
20,1.0861862,0.953366,"('rough', 'thoughtful')",1.0861862,0.953366,-0.1328202
21,0.54143214,0.6078298,"('immoral', 'moral')",0.5414321,0.6078298,0.0663977
22,-0.570059,-0.6226471,"('untrustworthy', 'trustworthy')",-0.570059,-0.6226471,-0.0525881
23,6.861067,6.7633357,"('insincere', 'sincere')",6.8610668,6.7633357,-0.0977311
24,2.040819,2.0313497,"('dishonest', 'honest')",2.0408189,2.0313497,-0.0094692
25,0.079855405,0.022054128,"('egoistic', 'altruistic')",0.0798554,0.0220541,-0.0578013
26,0.20010948,0.16774485,"('hardhearted', 'benevolent')",0.2001095,0.1677448,-0.0323647
27,1.7224238,1.5851514,"('hardhearted', 'softhearted')",1.7224238,1.5851514,-0.1372724
28,1.137929,1.1736119,"('disloyal', 'loyal')",1.137929,1.1736119,0.0356829
29,-1.0256293,-1.2107928,"('unfair', 'fair')",-1.0256293,-1.2107928,-0.1851635
30,1.1993057,1.2397317,"('intolerant', 'tolerant')",1.1993057,1.2397317,0.040426
31,-2.089691,-1.9957751,"('evil', 'good')",-2.0896909,-1.9957751,0.0939158
32,1.7295437,1.6463414,"('unkind', 'kind')",1.7295437,1.6463414,-0.0832023
33,-0.70972973,-0.7273615,"('wrong', 'right')",-0.7097297,-0.7273615,-0.0176318
34,5.0629683,5.213262,"('mean', 'honorable')",5.0629683,5.2132621,0.1502938
35,-1.487222,-1.5520133,"('corrupt', 'incorrupt')",-1.487222,-1.5520133,-0.0647913
36,-1.32584,-1.2061777,"('hostile', 'amicable')",-1.32584,-1.2061777,0.1196623
37,0.9259718,0.9668641,"('fake', 'genuine')",0.9259718,0.9668641,0.0408923
38,0.015855365,0.22179028,"('untruthful', 'truthful')",0.0158554,0.2217903,0.2059349
39,-0.22305746,-0.27952662,"('exploitative', 'cooperative')",-0.2230575,-0.2795266,-0.0564691
40,-1.9561719,-2.169053,"('stingy', 'generous')",-1.9561719,-2.1690531,-0.2128812
41,0.13475378,0.15850781,"('unforgiving', 'forgiving')",0.1347538,0.1585078,0.023754
42,-2.4139876,-2.4654078,"('unreliable', 'reliable')",-2.4139876,-2.4654078,-0.0514202
43,1.5911263,1.6801023,"('irresponsible', 'responsible')",1.5911263,1.6801023,0.088976
44,-1.507562,-1.5686188,"('prejudiced', 'unprejudiced')",-1.507562,-1.5686188,-0.0610568
45,0.49592918,0.54688936,"('incompetent', 'competent')",0.4959292,0.5468894,0.0509602
46,-0.089852914,-0.062885664,"('uncompetitive', 'competitive')",-0.0898529,-0.0628857,0.0269672
47,5.4225607,5.4829407,"('stupid', 'smart')",5.4225607,5.4829407,0.06038
48,0.78288186,0.6343692,"('unintelligent', 'intelligent')",0.7828819,0.6343692,-0.1485127
49,0.33457896,0.51846665,"('unable', 'able')",0.334579,0.5184667,0.1838877
50,-0.39096224,-0.3940937,"('clumsy', 'skillful')",-0.3909622,-0.3940937,-0.0031315
51,0.6818841,0.64714235,"('uneducated', 'educated')",0.6818841,0.6471424,-0.0347417
52,-0.8588663,-0.8357285,"('irrational', 'rational')",-0.8588663,-0.8357285,0.0231378
53,0.06955239,0.24805942,"('uncreative', 'creative')",0.0695524,0.2480594,0.178507
54,0.84663993,1.0599111,"('incapable', 'capable')",0.8466399,1.0599111,0.2132712
55,0.9750941,0.89138997,"('incompetent', 'clever')",0.9750941,0.89139,-0.0837041
56,1.2170144,1.295335,"('impractical', 'practical')",1.2170144,1.2953351,0.0783207
57,-2.4789648,-2.3347945,"('unimaginative', 'imaginative')",-2.4789648,-2.3347945,0.1441703
58,0.10939135,0.123086885,"('undiscriminating', 'discriminating')",0.1093913,0.1230869,0.0136956
59,-0.6121773,-0.54665655,"('foolish', 'wise')",-0.6121773,-0.5466565,0.0655208
60,1.5819443,1.5287582,"('inefficient', 'efficient')",1.5819443,1.5287582,-0.0531861
61,0.38920227,0.16355151,"('illogical', 'logical')",0.3892023,0.1635515,-0.2256508
62,1.5710766,1.5358996,"('incompetent', 'brilliant')",1.5710766,1.5358996,-0.035177
63,0.8491296,0.8581014,"('unperceptive', 'insightful')",0.8491296,0.8581014,0.0089718
64,-5.9722667,-5.8477564,"('shy', 'confident')",-5.9722667,-5.8477564,0.1245103
65,0.6512433,0.38161203,"('insecure', 'secure')",0.6512433,0.381612,-0.2696313
66,-0.5117215,-0.55514467,"('inactive', 'active')",-0.5117215,-0.5551447,-0.0434232
67,-0.12444538,-0.08775111,"('doubtful', 'determined')",-0.1244454,-0.0877511,0.0366943
