,angle_male,angle_female,tuple,average_male,average_female,female-male
0,0.3237793,0.09350542,"('unsociable', 'sociable')",0.3237793,0.0935054,-0.2302739
1,1.6278626,1.8131866,"('unfriendly', 'friendly')",1.6278626,1.8131866,0.185324
2,0.8858282,1.0791345,"('unlikable', 'likable')",0.8858282,1.0791345,0.1933063
3,0.83460623,0.90117335,"('repellent', 'pleasant')",0.8346062,0.9011734,0.0665672
4,-6.7159133,-6.5655365,"('disliked', 'liked')",-6.7159133,-6.5655365,0.1503768
5,-0.29878238,-0.10574753,"('distant', 'outgoing')",-0.2987824,-0.1057475,0.1930349
6,0.04035589,0.19445872,"('distant', 'open')",0.0403559,0.1944587,0.1541028
7,1.7164483,1.6551907,"('insensitive', 'sensitive')",1.7164483,1.6551907,-0.0612576
8,1.0679289,1.0995618,"('unaffectionate', 'affectionate')",1.0679289,1.0995618,0.0316329
9,1.8787391,1.9206145,"('unaffectionate', 'caring')",1.8787391,1.9206145,0.0418754
10,1.6317537,1.6201334,"('unsympathetic', 'sympathetic')",1.6317537,1.6201334,-0.0116203
11,1.9801747,2.0317373,"('unhelpful', 'helpful')",1.9801747,2.0317373,0.0515626
12,-0.7875882,-0.7624198,"('unsupportive', 'supportive')",-0.7875882,-0.7624198,0.0251684
13,0.0827602,0.0066696256,"('impolite', 'polite')",0.0827602,0.0066696,-0.0760906
14,0.14683704,-0.014925463,"('antisocial', 'social')",0.146837,-0.0149255,-0.1617625
15,0.49346304,0.5664822,"('boring', 'funny')",0.493463,0.5664822,0.0730192
16,-0.5595584,-0.4553795,"('unpopular', 'popular')",-0.5595584,-0.4553795,0.1041789
17,-0.4127033,-0.37164158,"('nasty', 'nice')",-0.4127033,-0.3716416,0.0410617
18,-0.2903752,-0.29214567,"('disagreeable', 'welcoming')",-0.2903752,-0.2921457,-0.0017705
19,-0.16629823,-0.004502317,"('inhospitable', 'hospitable')",-0.1662982,-0.0045023,0.1617959
20,0.85673213,0.84487635,"('rough', 'thoughtful')",0.8567321,0.8448763,-0.0118558
21,0.42635417,0.3921698,"('immoral', 'moral')",0.4263542,0.3921698,-0.0341844
22,0.04406165,0.0952284,"('untrustworthy', 'trustworthy')",0.0440616,0.0952284,0.0511668
23,6.6287284,6.630451,"('insincere', 'sincere')",6.6287284,6.6304512,0.0017228
24,2.4442046,2.4345672,"('dishonest', 'honest')",2.4442046,2.4345672,-0.0096374
25,0.3234219,0.25356895,"('egoistic', 'altruistic')",0.3234219,0.2535689,-0.069853
26,0.29595363,0.3709524,"('hardhearted', 'benevolent')",0.2959536,0.3709524,0.0749988
27,1.8606646,1.7766688,"('hardhearted', 'softhearted')",1.8606646,1.7766688,-0.0839958
28,1.1239959,1.0828704,"('disloyal', 'loyal')",1.1239959,1.0828704,-0.0411255
29,-0.44649717,-0.48717692,"('unfair', 'fair')",-0.4464972,-0.4871769,-0.0406797
30,1.4470752,1.3391988,"('intolerant', 'tolerant')",1.4470752,1.3391988,-0.1078764
31,-1.2663686,-1.1574203,"('evil', 'good')",-1.2663686,-1.1574203,0.1089483
32,1.4274825,1.3837868,"('unkind', 'kind')",1.4274825,1.3837868,-0.0436957
33,-0.31195652,-0.34843135,"('wrong', 'right')",-0.3119565,-0.3484313,-0.0364748
34,4.66839,4.882618,"('mean', 'honorable')",4.6683898,4.882618,0.2142282
35,-0.9664024,-1.0029688,"('corrupt', 'incorrupt')",-0.9664024,-1.0029688,-0.0365664
36,-0.4668891,-0.38434428,"('hostile', 'amicable')",-0.4668891,-0.3843443,0.0825448
37,0.740404,0.67588836,"('fake', 'genuine')",0.740404,0.6758884,-0.0645156
38,0.35523418,0.33757967,"('untruthful', 'truthful')",0.3552342,0.3375797,-0.0176545
39,-0.12615089,-0.22425722,"('exploitative', 'cooperative')",-0.1261509,-0.2242572,-0.0981063
40,-1.2475059,-1.3740072,"('stingy', 'generous')",-1.2475059,-1.3740072,-0.1265013
41,0.13620311,0.13446325,"('unforgiving', 'forgiving')",0.1362031,0.1344633,-0.0017398
42,-1.447784,-1.4031616,"('unreliable', 'reliable')",-1.4477839,-1.4031616,0.0446223
43,1.6589719,1.5697415,"('irresponsible', 'responsible')",1.6589719,1.5697415,-0.0892304
44,-1.5622417,-1.6688184,"('prejudiced', 'unprejudiced')",-1.5622417,-1.6688184,-0.1065767
45,0.57344043,0.5334898,"('incompetent', 'competent')",0.5734404,0.5334898,-0.0399506
46,-0.21172069,-0.2145885,"('uncompetitive', 'competitive')",-0.2117207,-0.2145885,-0.0028678
47,5.4020247,5.5421968,"('stupid', 'smart')",5.4020247,5.5421968,0.1401721
48,1.2188299,1.124397,"('unintelligent', 'intelligent')",1.2188299,1.124397,-0.0944329
49,1.0474278,1.1829606,"('unable', 'able')",1.0474278,1.1829606,0.1355328
50,0.25548276,0.4056889,"('clumsy', 'skillful')",0.2554828,0.4056889,0.1502061
51,0.83487415,0.88348997,"('uneducated', 'educated')",0.8348742,0.88349,0.0486158
52,-0.27234605,-0.19388953,"('irrational', 'rational')",-0.272346,-0.1938895,0.0784565
53,0.5438089,0.6841801,"('uncreative', 'creative')",0.5438089,0.6841801,0.1403712
54,1.4967252,1.7544887,"('incapable', 'capable')",1.4967252,1.7544887,0.2577635
55,1.1411344,0.9934932,"('incompetent', 'clever')",1.1411344,0.9934932,-0.1476412
56,1.2793946,1.2193308,"('impractical', 'practical')",1.2793946,1.2193308,-0.0600638
57,-2.2393339,-2.114071,"('unimaginative', 'imaginative')",-2.2393339,-2.1140709,0.125263
58,0.066538505,0.13927323,"('undiscriminating', 'discriminating')",0.0665385,0.1392732,0.0727347
59,0.33321968,0.41259906,"('foolish', 'wise')",0.3332197,0.4125991,0.0793794
60,0.95371854,0.8084091,"('inefficient', 'efficient')",0.9537185,0.8084091,-0.1453094
61,0.76791036,0.6040881,"('illogical', 'logical')",0.7679104,0.6040881,-0.1638223
62,1.6130049,1.5861526,"('incompetent', 'brilliant')",1.6130049,1.5861526,-0.0268523
63,1.1972574,1.2072835,"('unperceptive', 'insightful')",1.1972574,1.2072835,0.0100261
64,-5.2859335,-5.3096704,"('shy', 'confident')",-5.2859335,-5.3096704,-0.0237369
65,1.0344038,0.9620017,"('insecure', 'secure')",1.0344038,0.9620017,-0.0724021
66,0.2515232,0.27875575,"('inactive', 'active')",0.2515232,0.2787558,0.0272326
67,-0.42624283,-0.48966122,"('doubtful', 'determined')",-0.4262428,-0.4896612,-0.0634184
68,0.25486183,0.2160725,"('dependent', 'independent')",0.2548618,0.2160725,-0.0387893
69,-1.0908835,-1.0576195,"('lazy', 'industrious')",-1.0908835,-1.0576195,0.033264
70,1.9095726,1.8945242,"('lethargic', 'energetic')",1.9095726,1.8945242,-0.0150484
71,0.7899206,0.84599257,"('diffident', 'self-confident')",0.7899206,0.8459926,0.056072
72,1.1310256,1.1768484,"('unambitious', 'ambitious')",1.1310256,1.1768484,0.0458228
73,-2.7734027,-2.7079525,"('helpless', 'self-reliant')",-2.7734027,-2.7079525,0.0654502
74,0.48803613,0.39770585,"('undedicated', 'dedicated')",0.4880361,0.3977059,-0.0903302
75,-0.80648017,-0.547108,"('meek', 'impulsive')",-0.8064802,-0.547108,0.2593722
76,0.515945,0.41401473,"('anxious', 'daring')",0.515945,0.4140147,-0.1019303
77,-0.7431723,-0.710569,"('unmotivated', 'motivated')",-0.7431723,-0.710569,0.0326033
78,-0.18522187,-0.22334751,"('nonresilient', 'resilient')",-0.1852219,-0.2233475,-0.0381256
79,-0.2617468,-0.07569955,"('wavering', 'unwavering')",-0.2617468,-0.0756996,0.1860472
80,0.13372615,0.055559907,"('dominated', 'dominating')",0.1337261,0.0555599,-0.0781662
81,0.4563771,0.41527024,"('submissive', 'aggressive')",0.4563771,0.4152702,-0.0411069
82,6.125673,6.3540053,"('poor', 'rich')",6.1256728,6.3540053,0.2283325
83,-0.02753871,-0.21252573,"('powerless', 'powerful')",-0.0275387,-0.2125257,-0.184987
84,0.16786939,0.15916604,"('inferior', 'superior')",0.1678694,0.159166,-0.0087034
85,-1.576033,-1.5100198,"('insignificant', 'prestigious')",-1.576033,-1.5100198,0.0660132
86,0.8998961,0.9679285,"('uninfluential', 'influential')",0.8998961,0.9679285,0.0680324
87,0.21264444,0.32903615,"('unsuccessful', 'successful')",0.2126444,0.3290361,0.1163917
88,0.009411312,0.14423531,"('low', 'eminent')",0.0094113,0.1442353,0.134824
