,generosity_male,generosity_female,tuple,average_male,average_female,female-male
0,0.25462964,0.091290325,"('unsociable', 'sociable')",0.2546296,0.0912903,-0.1633393
1,1.6385185,1.6910912,"('unfriendly', 'friendly')",1.6385185,1.6910912,0.0525727
2,-0.091421396,-0.027114589,"('unlikable', 'likable')",-0.0914214,-0.0271146,0.0643068
3,0.16398056,0.13969195,"('repellent', 'pleasant')",0.1639806,0.1396919,-0.0242887
4,-7.6062818,-7.613565,"('disliked', 'liked')",-7.6062818,-7.613565,-0.0072832
5,-0.77150977,-0.6820149,"('distant', 'outgoing')",-0.7715098,-0.6820149,0.0894949
6,-0.18116122,-0.096481025,"('distant', 'open')",-0.1811612,-0.096481,0.0846802
7,0.9310248,0.942916,"('insensitive', 'sensitive')",0.9310248,0.942916,0.0118912
8,1.3772296,1.3674626,"('unaffectionate', 'affectionate')",1.3772296,1.3674626,-0.009767
9,2.2195961,2.290993,"('unaffectionate', 'caring')",2.2195961,2.290993,0.0713969
10,0.9204139,0.8174495,"('unsympathetic', 'sympathetic')",0.9204139,0.8174495,-0.1029644
11,2.1063495,2.1529186,"('unhelpful', 'helpful')",2.1063495,2.1529186,0.0465691
12,-1.4154181,-1.4127543,"('unsupportive', 'supportive')",-1.4154181,-1.4127543,0.0026638
13,0.011250928,-0.12101205,"('impolite', 'polite')",0.0112509,-0.121012,-0.1322629
14,0.069296576,-0.09837134,"('antisocial', 'social')",0.0692966,-0.0983713,-0.1676679
15,0.1788371,0.14836471,"('boring', 'funny')",0.1788371,0.1483647,-0.0304724
16,-0.9557488,-0.88696814,"('unpopular', 'popular')",-0.9557488,-0.8869681,0.0687807
17,-0.1806579,-0.15242189,"('nasty', 'nice')",-0.1806579,-0.1524219,0.028236
18,-0.33213487,-0.36326176,"('disagreeable', 'welcoming')",-0.3321349,-0.3632618,-0.0311269
19,-0.6876142,-0.6320307,"('inhospitable', 'hospitable')",-0.6876142,-0.6320307,0.0555835
20,1.3342524,1.2586013,"('rough', 'thoughtful')",1.3342524,1.2586013,-0.0756511
21,-0.34390804,-0.420115,"('immoral', 'moral')",-0.343908,-0.420115,-0.076207
22,-0.5246664,-0.59037745,"('untrustworthy', 'trustworthy')",-0.5246664,-0.5903774,-0.065711
23,7.1561975,7.15121,"('insincere', 'sincere')",7.1561975,7.1512098,-0.0049877
24,1.8714973,1.7292296,"('dishonest', 'honest')",1.8714973,1.7292296,-0.1422677
25,1.2703155,1.2654761,"('egoistic', 'altruistic')",1.2703155,1.2654761,-0.0048394
26,0.98198944,1.0244207,"('hardhearted', 'benevolent')",0.9819894,1.0244207,0.0424313
27,1.709979,1.5881754,"('hardhearted', 'softhearted')",1.7099791,1.5881754,-0.1218037
28,1.659991,1.663731,"('disloyal', 'loyal')",1.659991,1.663731,0.00374
29,-0.8644345,-0.9269555,"('unfair', 'fair')",-0.8644345,-0.9269555,-0.062521
30,1.2267399,1.0771649,"('intolerant', 'tolerant')",1.2267399,1.0771649,-0.149575
31,-1.7456344,-1.5797677,"('evil', 'good')",-1.7456344,-1.5797677,0.1658667
32,1.2898046,1.248642,"('unkind', 'kind')",1.2898046,1.248642,-0.0411626
33,-0.31655335,-0.35718307,"('wrong', 'right')",-0.3165534,-0.3571831,-0.0406297
34,5.254296,5.3582315,"('mean', 'honorable')",5.2542958,5.3582315,0.1039357
35,-0.87227994,-0.9282464,"('corrupt', 'incorrupt')",-0.8722799,-0.9282464,-0.0559665
36,-0.35727525,-0.31216702,"('hostile', 'amicable')",-0.3572752,-0.312167,0.0451082
37,1.1247312,1.0532787,"('fake', 'genuine')",1.1247312,1.0532787,-0.0714525
38,0.33200276,0.35026133,"('untruthful', 'truthful')",0.3320028,0.3502613,0.0182585
39,0.82249594,0.77494985,"('exploitative', 'cooperative')",0.8224959,0.7749498,-0.0475461
40,-1.4819809,-1.5877277,"('stingy', 'generous')",-1.4819809,-1.5877277,-0.1057468
41,0.33083794,0.28194532,"('unforgiving', 'forgiving')",0.3308379,0.2819453,-0.0488926
42,-2.8520846,-2.9027925,"('unreliable', 'reliable')",-2.8520846,-2.9027925,-0.0507079
43,1.3399482,1.3079181,"('irresponsible', 'responsible')",1.3399482,1.3079181,-0.0320301
