,gamebird_male,gamebird_female,tuple,average_male,average_female,female-male
0,0.32787117,0.21197201,"('unsociable', 'sociable')",0.3278712,0.211972,-0.1158992
1,0.54683423,0.486227,"('unfriendly', 'friendly')",0.5468342,0.486227,-0.0606072
2,-0.37491587,-0.30903563,"('unlikable', 'likable')",-0.3749159,-0.3090356,0.0658803
3,-0.14558145,-0.07987932,"('repellent', 'pleasant')",-0.1455815,-0.0798793,0.0657022
4,-4.189881,-4.3470006,"('disliked', 'liked')",-4.1898808,-4.3470006,-0.1571198
5,-0.2910569,-0.24073906,"('distant', 'outgoing')",-0.2910569,-0.2407391,0.0503178
6,-0.4491967,-0.38992584,"('distant', 'open')",-0.4491967,-0.3899258,0.0592709
7,0.11860118,0.2656582,"('insensitive', 'sensitive')",0.1186012,0.2656582,0.147057
8,0.4403342,0.3863743,"('unaffectionate', 'affectionate')",0.4403342,0.3863743,-0.0539599
9,1.0865413,1.0804008,"('unaffectionate', 'caring')",1.0865413,1.0804008,-0.0061405
10,-0.39274678,-0.31532738,"('unsympathetic', 'sympathetic')",-0.3927468,-0.3153274,0.0774194
11,1.1943108,1.2997415,"('unhelpful', 'helpful')",1.1943108,1.2997415,0.1054307
12,-1.0174638,-0.9859362,"('unsupportive', 'supportive')",-1.0174638,-0.9859362,0.0315276
13,-0.12711842,-0.20146167,"('impolite', 'polite')",-0.1271184,-0.2014617,-0.0743433
14,0.17437774,0.2267415,"('antisocial', 'social')",0.1743777,0.2267415,0.0523638
15,0.46377248,0.3996062,"('boring', 'funny')",0.4637725,0.3996062,-0.0641663
16,-0.6405213,-0.6359524,"('unpopular', 'popular')",-0.6405213,-0.6359524,0.0045689
17,-0.33624133,-0.26004073,"('nasty', 'nice')",-0.3362413,-0.2600407,0.0762006
18,-0.63392246,-0.6290522,"('disagreeable', 'welcoming')",-0.6339225,-0.6290522,0.0048703
19,-0.70081896,-0.7023897,"('inhospitable', 'hospitable')",-0.700819,-0.7023897,-0.0015707
20,-0.18184654,-0.12133491,"('rough', 'thoughtful')",-0.1818465,-0.1213349,0.0605116
21,0.08134756,0.1406926,"('immoral', 'moral')",0.0813476,0.1406926,0.059345
22,-0.7916253,-0.8043931,"('untrustworthy', 'trustworthy')",-0.7916253,-0.8043931,-0.0127678
23,3.4396152,3.529871,"('insincere', 'sincere')",3.4396152,3.529871,0.0902558
24,0.55643773,0.59005123,"('dishonest', 'honest')",0.5564377,0.5900512,0.0336135
25,0.83383465,0.82474047,"('egoistic', 'altruistic')",0.8338346,0.8247405,-0.0090941
26,0.48638308,0.33911827,"('hardhearted', 'benevolent')",0.4863831,0.3391183,-0.1472648
27,0.6002174,0.6868511,"('hardhearted', 'softhearted')",0.6002174,0.6868511,0.0866337
28,1.0794492,1.0026215,"('disloyal', 'loyal')",1.0794492,1.0026215,-0.0768277
29,-0.32359424,-0.341857,"('unfair', 'fair')",-0.3235942,-0.341857,-0.0182628
30,0.7259417,0.7273872,"('intolerant', 'tolerant')",0.7259417,0.7273872,0.0014455
31,-1.4664881,-1.4491504,"('evil', 'good')",-1.4664881,-1.4491504,0.0173377
32,0.7967794,0.7407135,"('unkind', 'kind')",0.7967794,0.7407135,-0.0560659
33,-0.20008487,-0.20047495,"('wrong', 'right')",-0.2000849,-0.2004749,-0.00039
34,1.8525683,2.1026907,"('mean', 'honorable')",1.8525683,2.1026907,0.2501224
35,-0.42072183,-0.4753062,"('corrupt', 'incorrupt')",-0.4207218,-0.4753062,-0.0545844
36,-1.1223722,-1.2042627,"('hostile', 'amicable')",-1.1223722,-1.2042627,-0.0818905
37,0.0031138211,0.032470033,"('fake', 'genuine')",0.0031138,0.03247,0.0293562
38,-0.41682205,-0.37729427,"('untruthful', 'truthful')",-0.416822,-0.3772943,0.0395277
39,0.5802199,0.590755,"('exploitative', 'cooperative')",0.5802199,0.590755,0.0105351
40,-1.6255502,-1.6236861,"('stingy', 'generous')",-1.6255502,-1.6236861,0.0018641
41,0.0009469837,-0.060799524,"('unforgiving', 'forgiving')",0.000947,-0.0607995,-0.0617465
42,-2.4096837,-2.3831816,"('unreliable', 'reliable')",-2.4096837,-2.3831816,0.0265021
43,0.2797855,0.36421198,"('irresponsible', 'responsible')",0.2797855,0.364212,0.0844265
44,-1.4145955,-1.3794671,"('prejudiced', 'unprejudiced')",-1.4145955,-1.3794671,0.0351284
45,-0.36207658,-0.33417246,"('incompetent', 'competent')",-0.3620766,-0.3341725,0.0279041
46,-0.49954447,-0.46600372,"('uncompetitive', 'competitive')",-0.4995445,-0.4660037,0.0335408
47,2.0755959,2.2684383,"('stupid', 'smart')",2.0755959,2.2684383,0.1928424
48,0.7553849,0.7815462,"('unintelligent', 'intelligent')",0.7553849,0.7815462,0.0261613
49,0.35367507,0.47975683,"('unable', 'able')",0.3536751,0.4797568,0.1260817
50,-0.41957223,-0.41521472,"('clumsy', 'skillful')",-0.4195722,-0.4152147,0.0043575
51,-0.21919242,-0.25329438,"('uneducated', 'educated')",-0.2191924,-0.2532944,-0.034102
52,-0.23158914,-0.32411906,"('irrational', 'rational')",-0.2315891,-0.3241191,-0.09253
53,-0.006446412,-0.040593594,"('uncreative', 'creative')",-0.0064464,-0.0405936,-0.0341472
54,0.8707318,0.87614393,"('incapable', 'capable')",0.8707318,0.8761439,0.0054121
55,0.5812425,0.6885873,"('incompetent', 'clever')",0.5812425,0.6885873,0.1073448
56,0.59492534,0.5985914,"('impractical', 'practical')",0.5949253,0.5985914,0.0036661
57,-1.6884749,-1.7295898,"('unimaginative', 'imaginative')",-1.6884749,-1.7295898,-0.0411149
58,-0.31837487,-0.32162902,"('undiscriminating', 'discriminating')",-0.3183749,-0.321629,-0.0032541
59,-0.12043993,-0.10528721,"('foolish', 'wise')",-0.1204399,-0.1052872,0.0151527
60,0.77379596,0.893002,"('inefficient', 'efficient')",0.773796,0.893002,0.119206
61,0.41432318,0.37511337,"('illogical', 'logical')",0.4143232,0.3751134,-0.0392098
62,0.48087472,0.6352161,"('incompetent', 'brilliant')",0.4808747,0.6352161,0.1543414
63,0.11063923,0.21870936,"('unperceptive', 'insightful')",0.1106392,0.2187094,0.1080702
64,-3.3495784,-3.4249432,"('shy', 'confident')",-3.3495784,-3.4249432,-0.0753648
65,-0.0043985434,0.035774805,"('insecure', 'secure')",-0.0043985,0.0357748,0.0401733
66,-1.3937923,-1.3685538,"('inactive', 'active')",-1.3937923,-1.3685538,0.0252385
67,0.24932867,0.24836588,"('doubtful', 'determined')",0.2493287,0.2483659,-0.0009628
68,-0.66070116,-0.5659166,"('dependent', 'independent')",-0.6607012,-0.5659166,0.0947846
69,-1.3868756,-1.3211157,"('lazy', 'industrious')",-1.3868756,-1.3211157,0.0657599
70,-0.4474642,-0.40101498,"('lethargic', 'energetic')",-0.4474642,-0.401015,0.0464492
71,0.60165435,0.65592784,"('diffident', 'self-confident')",0.6016544,0.6559278,0.0542734
72,-0.36097065,-0.30626148,"('unambitious', 'ambitious')",-0.3609706,-0.3062615,0.0547091
73,-1.8777139,-1.8713269,"('helpless', 'self-reliant')",-1.8777139,-1.8713269,0.006387
74,-0.10204426,-0.12606162,"('undedicated', 'dedicated')",-0.1020443,-0.1260616,-0.0240173
75,-0.99203354,-0.9918547,"('meek', 'impulsive')",-0.9920335,-0.9918547,0.0001788
76,-0.23854347,-0.1701965,"('anxious', 'daring')",-0.2385435,-0.1701965,0.068347
77,-0.5163648,-0.46590984,"('unmotivated', 'motivated')",-0.5163648,-0.4659098,0.050455
78,-0.17087786,-0.12392084,"('nonresilient', 'resilient')",-0.1708779,-0.1239208,0.0469571
79,-0.8584373,-0.8667383,"('wavering', 'unwavering')",-0.8584373,-0.8667383,-0.008301
80,-0.18349528,-0.1570203,"('dominated', 'dominating')",-0.1834953,-0.1570203,0.026475
81,-0.34778252,-0.25139624,"('submissive', 'aggressive')",-0.3477825,-0.2513962,0.0963863
82,2.5882976,2.7084665,"('poor', 'rich')",2.5882976,2.7084665,0.1201689
83,-0.17836148,-0.15455677,"('powerless', 'powerful')",-0.1783615,-0.1545568,0.0238047
84,0.5899995,0.5818033,"('inferior', 'superior')",0.5899995,0.5818033,-0.0081962
85,-0.8206734,-0.86566114,"('insignificant', 'prestigious')",-0.8206734,-0.8656611,-0.0449877
86,-0.062017933,-0.20945169,"('uninfluential', 'influential')",-0.0620179,-0.2094517,-0.1474338
87,0.05128064,0.09672013,"('unsuccessful', 'successful')",0.0512806,0.0967201,0.0454395
88,-0.38644767,-0.4021746,"('low', 'eminent')",-0.3864477,-0.4021746,-0.0157269
