,breakthrough_male,breakthrough_female,tuple,average_male,average_female,female-male
0,0.38027203,0.2497276,"('unsociable', 'sociable')",0.380272,0.2497276,-0.1305444
1,1.2657053,1.1464032,"('unfriendly', 'friendly')",1.2657053,1.1464032,-0.1193021
2,-0.02693837,0.11553174,"('unlikable', 'likable')",-0.0269384,0.1155317,0.1424701
3,0.6244496,0.708261,"('repellent', 'pleasant')",0.6244496,0.708261,0.0838114
4,-7.033066,-7.1194677,"('disliked', 'liked')",-7.0330658,-7.1194677,-0.0864019
5,-0.03373902,-0.13130324,"('distant', 'outgoing')",-0.033739,-0.1313032,-0.0975642
6,0.32014763,0.20303047,"('distant', 'open')",0.3201476,0.2030305,-0.1171171
7,0.8409716,0.8502937,"('insensitive', 'sensitive')",0.8409716,0.8502937,0.0093221
8,0.598036,0.562575,"('unaffectionate', 'affectionate')",0.598036,0.562575,-0.035461
9,2.0160635,2.0186813,"('unaffectionate', 'caring')",2.0160635,2.0186813,0.0026178
10,0.9992579,1.0643073,"('unsympathetic', 'sympathetic')",0.9992579,1.0643073,0.0650494
11,2.6697469,2.7768118,"('unhelpful', 'helpful')",2.6697469,2.7768118,0.1070649
12,-0.972929,-1.0107536,"('unsupportive', 'supportive')",-0.972929,-1.0107536,-0.0378246
13,0.0823558,0.046101734,"('impolite', 'polite')",0.0823558,0.0461017,-0.0362541
14,-0.10974615,-0.15339008,"('antisocial', 'social')",-0.1097462,-0.1533901,-0.0436439
15,0.12374014,0.16467932,"('boring', 'funny')",0.1237401,0.1646793,0.0409392
16,-0.81470835,-0.85604453,"('unpopular', 'popular')",-0.8147084,-0.8560445,-0.0413361
17,-0.6611668,-0.6877765,"('nasty', 'nice')",-0.6611668,-0.6877765,-0.0266097
18,-0.59475493,-0.6883569,"('disagreeable', 'welcoming')",-0.5947549,-0.6883569,-0.093602
19,-0.86680824,-0.88632226,"('inhospitable', 'hospitable')",-0.8668082,-0.8863223,-0.0195141
20,1.0726719,0.95399594,"('rough', 'thoughtful')",1.0726719,0.9539959,-0.118676
21,0.24362954,0.25331682,"('immoral', 'moral')",0.2436295,0.2533168,0.0096873
22,-0.23631787,-0.18419364,"('untrustworthy', 'trustworthy')",-0.2363179,-0.1841936,0.0521243
23,6.6525846,6.7441807,"('insincere', 'sincere')",6.6525846,6.7441807,0.0915961
24,1.3600265,1.3580784,"('dishonest', 'honest')",1.3600265,1.3580784,-0.0019481
25,0.22601667,0.11146237,"('egoistic', 'altruistic')",0.2260167,0.1114624,-0.1145543
26,0.6227608,0.412556,"('hardhearted', 'benevolent')",0.6227608,0.412556,-0.2102048
27,1.4117686,1.2559605,"('hardhearted', 'softhearted')",1.4117686,1.2559605,-0.1558081
28,1.2339851,1.1550608,"('disloyal', 'loyal')",1.2339851,1.1550608,-0.0789243
29,-0.71900904,-0.7807316,"('unfair', 'fair')",-0.719009,-0.7807316,-0.0617226
30,0.6756059,0.6788992,"('intolerant', 'tolerant')",0.6756059,0.6788992,0.0032933
31,-1.7743777,-1.8135976,"('evil', 'good')",-1.7743777,-1.8135976,-0.0392199
32,1.1947308,1.1158317,"('unkind', 'kind')",1.1947308,1.1158317,-0.0788991
33,-0.031787883,-0.11552378,"('wrong', 'right')",-0.0317879,-0.1155238,-0.0837359
34,4.9301972,5.0665655,"('mean', 'honorable')",4.9301972,5.0665655,0.1363683
35,-1.1871936,-1.326429,"('corrupt', 'incorrupt')",-1.1871936,-1.326429,-0.1392354
36,-1.084216,-1.1625246,"('hostile', 'amicable')",-1.084216,-1.1625246,-0.0783086
37,0.50467664,0.5210071,"('fake', 'genuine')",0.5046766,0.5210071,0.0163305
38,1.1272066,1.1517982,"('untruthful', 'truthful')",1.1272066,1.1517982,0.0245916
39,0.64071894,0.5454146,"('exploitative', 'cooperative')",0.6407189,0.5454146,-0.0953043
40,-2.2711678,-2.4032626,"('stingy', 'generous')",-2.2711678,-2.4032626,-0.1320948
41,0.8366624,0.7500183,"('unforgiving', 'forgiving')",0.8366624,0.7500183,-0.0866441
42,-3.2198896,-3.054653,"('unreliable', 'reliable')",-3.2198896,-3.0546529,0.1652367
43,1.4518299,1.485421,"('irresponsible', 'responsible')",1.4518299,1.4854209,0.033591
44,-1.690871,-1.6339438,"('prejudiced', 'unprejudiced')",-1.690871,-1.6339438,0.0569272
45,0.34927112,0.36418748,"('incompetent', 'competent')",0.3492711,0.3641875,0.0149164
46,-0.12364741,-0.110515945,"('uncompetitive', 'competitive')",-0.1236474,-0.1105159,0.0131315
47,5.1605287,5.2743797,"('stupid', 'smart')",5.1605287,5.2743797,0.113851
48,1.2458714,1.1873323,"('unintelligent', 'intelligent')",1.2458714,1.1873323,-0.0585391
49,0.4745276,0.46533424,"('unable', 'able')",0.4745276,0.4653342,-0.0091934
