,teradyne_male,teradyne_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2568597,-1.1504388,"('unsociable', 'sociable')",-0.41121837,-0.5028842,-0.834039,-0.8266615,0.0073775
1,-0.83215475,-0.84459996,"('unfriendly', 'friendly')",1.5769297,1.2625642,0.3723875,0.2089821,-0.1634054
2,-0.031813473,-0.088891074,"('unlikable', 'likable')",0.86628985,0.85471076,0.4172382,0.3829098,-0.0343284
3,-1.0274522,-0.69029784,"('repellent', 'pleasant')",0.10625716,0.21829906,-0.4605975,-0.2359994,0.2245981
4,0.17652427,0.090669155,"('disliked', 'liked')",-6.1755166,-6.0074496,-2.9994962,-2.9583902,0.041106
5,0.011393679,-0.031405628,"('distant', 'outgoing')",-0.03498862,-0.12287943,-0.0117975,-0.0771425,-0.065345
6,-0.16469194,-0.18711227,"('distant', 'open')",0.43326285,0.23110458,0.1342854,0.0219962,-0.1122892
7,-1.5754211,-1.2994934,"('insensitive', 'sensitive')",0.97012633,0.91791964,-0.3026474,-0.1907869,0.1118605
8,0.019909889,-0.16189934,"('unaffectionate', 'affectionate')",0.7844448,0.5263955,0.4021773,0.1822481,-0.2199292
9,-0.44523668,-0.47652343,"('unaffectionate', 'caring')",1.2502393,1.1397719,0.4025013,0.3316243,-0.070877
10,-2.3119802,-1.9981499,"('unsympathetic', 'sympathetic')",-0.040992197,-0.08721544,-1.1764863,-1.0426826,0.1338037
11,-0.69810987,-0.7617916,"('unhelpful', 'helpful')",1.9631909,1.9503264,0.6325405,0.5942674,-0.0382731
12,-0.30680245,-0.25104406,"('unsupportive', 'supportive')",-1.1427628,-1.0208546,-0.7247826,-0.6359493,0.0888333
13,-1.7391903,-1.6800469,"('impolite', 'polite')",-0.2387326,-0.25809124,-0.9889615,-0.9690691,0.0198924
14,-0.9777514,-0.8011382,"('antisocial', 'social')",-0.31098226,-0.24022657,-0.6443668,-0.5206824,0.1236844
15,0.14770558,-0.06487264,"('boring', 'funny')",0.596079,0.43995437,0.3718923,0.1875409,-0.1843514
16,0.07892518,0.080320925,"('unpopular', 'popular')",0.3534515,0.4182056,0.2161883,0.2492633,0.033075
17,-0.8346553,-0.8782035,"('nasty', 'nice')",-0.4385743,-0.49151894,-0.6366148,-0.6848612,-0.0482464
18,-0.3366714,-0.42153606,"('disagreeable', 'welcoming')",-0.18113907,-0.2152023,-0.2589052,-0.3183692,-0.059464
19,-0.5905467,-0.4743461,"('inhospitable', 'hospitable')",-0.21975681,-0.30709776,-0.4051518,-0.3907219,0.0144299
20,-0.27651954,-0.22129664,"('rough', 'thoughtful')",1.0644046,0.8961097,0.3939425,0.3374065,-0.056536
