,brain_male,brain_female,tuple,average_male,average_female,female-male
0,0.1968033,0.1694845,"('unsociable', 'sociable')",0.1968033,0.1694845,-0.0273188
1,1.4993294,1.5457295,"('unfriendly', 'friendly')",1.4993294,1.5457295,0.0464001
2,0.23600669,0.3148451,"('unlikable', 'likable')",0.2360067,0.3148451,0.0788384
3,0.9645325,1.1592231,"('repellent', 'pleasant')",0.9645325,1.1592231,0.1946906
4,-7.160907,-7.1070085,"('disliked', 'liked')",-7.1609068,-7.1070085,0.0538983
5,-0.27656844,-0.031370897,"('distant', 'outgoing')",-0.2765684,-0.0313709,0.2451975
6,-0.050844327,0.18178073,"('distant', 'open')",-0.0508443,0.1817807,0.232625
7,1.2227073,1.400913,"('insensitive', 'sensitive')",1.2227073,1.400913,0.1782057
8,1.2280662,1.1818175,"('unaffectionate', 'affectionate')",1.2280662,1.1818175,-0.0462487
9,1.9361178,2.0306184,"('unaffectionate', 'caring')",1.9361178,2.0306184,0.0945006
10,1.2528071,1.2650754,"('unsympathetic', 'sympathetic')",1.2528071,1.2650754,0.0122683
11,2.311464,2.3355172,"('unhelpful', 'helpful')",2.3114641,2.3355172,0.0240531
12,-1.0581822,-0.88148797,"('unsupportive', 'supportive')",-1.0581822,-0.881488,0.1766942
13,0.24160716,0.20693216,"('impolite', 'polite')",0.2416072,0.2069322,-0.034675
14,0.22568642,0.08851361,"('antisocial', 'social')",0.2256864,0.0885136,-0.1371728
15,0.5048507,0.43730536,"('boring', 'funny')",0.5048507,0.4373054,-0.0675453
16,-0.50246906,-0.40993577,"('unpopular', 'popular')",-0.5024691,-0.4099358,0.0925333
17,-0.06636675,-0.04168239,"('nasty', 'nice')",-0.0663667,-0.0416824,0.0246843
18,-0.14703819,-0.16730094,"('disagreeable', 'welcoming')",-0.1470382,-0.1673009,-0.0202627
19,-0.42398646,-0.23345077,"('inhospitable', 'hospitable')",-0.4239865,-0.2334508,0.1905357
20,0.5635647,0.3704532,"('rough', 'thoughtful')",0.5635647,0.3704532,-0.1931115
21,0.14105098,0.24897371,"('immoral', 'moral')",0.141051,0.2489737,0.1079227
22,-0.48001778,-0.32932687,"('untrustworthy', 'trustworthy')",-0.4800178,-0.3293269,0.1506909
23,6.7402782,6.8719153,"('insincere', 'sincere')",6.7402782,6.8719153,0.1316371
24,1.9703348,2.0651762,"('dishonest', 'honest')",1.9703348,2.0651762,0.0948414
25,0.73572505,0.6531789,"('egoistic', 'altruistic')",0.735725,0.6531789,-0.0825461
26,0.59162927,0.22249271,"('hardhearted', 'benevolent')",0.5916293,0.2224927,-0.3691366
27,1.9547044,1.790796,"('hardhearted', 'softhearted')",1.9547044,1.790796,-0.1639084
