,arch_male,arch_female,tuple,average_male,average_female,female-male
0,-0.18153535,-0.34249002,"('unsociable', 'sociable')",-0.1815353,-0.34249,-0.1609547
1,1.5734534,1.6738302,"('unfriendly', 'friendly')",1.5734534,1.6738302,0.1003768
2,0.56194335,0.8329545,"('unlikable', 'likable')",0.5619434,0.8329545,0.2710111
3,0.64533365,0.88697433,"('repellent', 'pleasant')",0.6453336,0.8869743,0.2416407
4,-6.860393,-6.796847,"('disliked', 'liked')",-6.860393,-6.7968469,0.0635461
5,-0.02228323,0.18650196,"('distant', 'outgoing')",-0.0222832,0.186502,0.2087852
6,0.34869927,0.528692,"('distant', 'open')",0.3486993,0.528692,0.1799927
7,1.2865283,1.3248092,"('insensitive', 'sensitive')",1.2865283,1.3248092,0.0382809
8,1.3553424,1.3889273,"('unaffectionate', 'affectionate')",1.3553424,1.3889273,0.0335849
9,1.7344896,1.8873919,"('unaffectionate', 'caring')",1.7344896,1.8873919,0.1529023
10,0.86062413,0.9662854,"('unsympathetic', 'sympathetic')",0.8606241,0.9662854,0.1056613
11,2.1704667,2.17698,"('unhelpful', 'helpful')",2.1704667,2.17698,0.0065133
12,-1.1968951,-1.147879,"('unsupportive', 'supportive')",-1.1968951,-1.147879,0.0490161
13,0.03880679,-0.019236688,"('impolite', 'polite')",0.0388068,-0.0192367,-0.0580435
14,-0.083398424,-0.24975593,"('antisocial', 'social')",-0.0833984,-0.2497559,-0.1663575
15,0.44924933,0.49725422,"('boring', 'funny')",0.4492493,0.4972542,0.0480049
16,-0.50812745,-0.3537312,"('unpopular', 'popular')",-0.5081275,-0.3537312,0.1543963
17,-0.14651513,-0.06711773,"('nasty', 'nice')",-0.1465151,-0.0671177,0.0793974
18,-0.2629214,-0.22352022,"('disagreeable', 'welcoming')",-0.2629214,-0.2235202,0.0394012
19,-0.15739119,0.025966495,"('inhospitable', 'hospitable')",-0.1573912,0.0259665,0.1833577
20,0.78284436,0.6777048,"('rough', 'thoughtful')",0.7828444,0.6777048,-0.1051396
21,-0.014308594,0.11244279,"('immoral', 'moral')",-0.0143086,0.1124428,0.1267514
22,-0.113340355,-0.10857758,"('untrustworthy', 'trustworthy')",-0.1133404,-0.1085776,0.0047628
23,6.30491,6.4368153,"('insincere', 'sincere')",6.3049102,6.4368153,0.1319051
