,cat_male,cat_female,tuple,average_male,average_female,female-male
0,0.4524541,0.28543255,"('unsociable', 'sociable')",0.4524541,0.2854325,-0.1670216
1,1.1616337,1.1019452,"('unfriendly', 'friendly')",1.1616337,1.1019452,-0.0596885
2,0.034269147,0.19075222,"('unlikable', 'likable')",0.0342691,0.1907522,0.1564831
3,0.84033227,0.94544667,"('repellent', 'pleasant')",0.8403323,0.9454467,0.1051144
4,-6.985034,-7.2945046,"('disliked', 'liked')",-6.985034,-7.2945046,-0.3094706
5,-0.6056559,-0.6828314,"('distant', 'outgoing')",-0.6056559,-0.6828314,-0.0771755
6,-0.005157482,-0.15783934,"('distant', 'open')",-0.0051575,-0.1578393,-0.1526818
7,1.3540821,1.3174483,"('insensitive', 'sensitive')",1.3540821,1.3174483,-0.0366338
8,0.9372432,0.8299426,"('unaffectionate', 'affectionate')",0.9372432,0.8299426,-0.1073006
9,1.3170695,1.366294,"('unaffectionate', 'caring')",1.3170695,1.366294,0.0492245
10,1.1010442,1.115264,"('unsympathetic', 'sympathetic')",1.1010442,1.1152641,0.0142199
11,1.4816983,1.6608548,"('unhelpful', 'helpful')",1.4816983,1.6608548,0.1791565
12,-1.3416969,-1.3200234,"('unsupportive', 'supportive')",-1.3416969,-1.3200234,0.0216735
13,-0.2032568,-0.054299787,"('impolite', 'polite')",-0.2032568,-0.0542998,0.148957
14,0.34130138,0.36588433,"('antisocial', 'social')",0.3413014,0.3658843,0.0245829
15,0.821112,0.7621644,"('boring', 'funny')",0.821112,0.7621644,-0.0589476
16,-0.7436959,-0.7906203,"('unpopular', 'popular')",-0.7436959,-0.7906203,-0.0469244
17,-0.14994965,-0.14619404,"('nasty', 'nice')",-0.1499497,-0.146194,0.0037557
18,-0.64018166,-0.5711827,"('disagreeable', 'welcoming')",-0.6401817,-0.5711827,0.068999
19,-0.6703892,-0.58742917,"('inhospitable', 'hospitable')",-0.6703892,-0.5874292,0.08296
20,0.6355099,0.49478787,"('rough', 'thoughtful')",0.6355099,0.4947879,-0.140722
21,-0.21651624,0.05359658,"('immoral', 'moral')",-0.2165162,0.0535966,0.2701128
22,-0.049731992,-0.0287011,"('untrustworthy', 'trustworthy')",-0.049732,-0.0287011,0.0210309
23,5.8454423,6.195616,"('insincere', 'sincere')",5.8454423,6.1956158,0.3501735
24,1.36755,1.3971292,"('dishonest', 'honest')",1.36755,1.3971292,0.0295792
25,0.79436904,0.7908449,"('egoistic', 'altruistic')",0.794369,0.7908449,-0.0035241
26,1.3924043,1.0988141,"('hardhearted', 'benevolent')",1.3924043,1.0988141,-0.2935902
27,1.6653446,1.410295,"('hardhearted', 'softhearted')",1.6653446,1.410295,-0.2550496
28,1.1300807,0.94149905,"('disloyal', 'loyal')",1.1300807,0.9414991,-0.1885816
29,-0.3374238,-0.5097212,"('unfair', 'fair')",-0.3374238,-0.5097212,-0.1722974
30,0.96408844,1.012303,"('intolerant', 'tolerant')",0.9640884,1.012303,0.0482146
31,-1.1902481,-1.3901448,"('evil', 'good')",-1.1902481,-1.3901448,-0.1998967
32,1.0990696,0.9912714,"('unkind', 'kind')",1.0990696,0.9912714,-0.1077982
33,-0.35468885,-0.34760994,"('wrong', 'right')",-0.3546889,-0.3476099,0.007079
34,3.834931,4.176314,"('mean', 'honorable')",3.8349309,4.1763139,0.341383
35,-0.8988192,-1.276399,"('corrupt', 'incorrupt')",-0.8988192,-1.276399,-0.3775798
36,-0.5131193,-0.75499254,"('hostile', 'amicable')",-0.5131193,-0.7549925,-0.2418732
37,0.9556717,0.89269936,"('fake', 'genuine')",0.9556717,0.8926994,-0.0629723
38,-0.59192204,-0.44064867,"('untruthful', 'truthful')",-0.591922,-0.4406487,0.1512733
39,0.45804664,0.5805063,"('exploitative', 'cooperative')",0.4580466,0.5805063,0.1224597
40,-1.2102994,-1.4206595,"('stingy', 'generous')",-1.2102994,-1.4206595,-0.2103601
41,0.88122153,0.7336038,"('unforgiving', 'forgiving')",0.8812215,0.7336038,-0.1476177
42,-2.1574645,-2.3347685,"('unreliable', 'reliable')",-2.1574645,-2.3347685,-0.177304
43,1.1133158,1.2429931,"('irresponsible', 'responsible')",1.1133158,1.2429931,0.1296773
44,-1.3884034,-1.4579338,"('prejudiced', 'unprejudiced')",-1.3884034,-1.4579338,-0.0695304
45,0.5196931,0.32181644,"('incompetent', 'competent')",0.5196931,0.3218164,-0.1978767
46,-0.49483615,-0.5369415,"('uncompetitive', 'competitive')",-0.4948362,-0.5369415,-0.0421053
47,4.5688624,4.8866434,"('stupid', 'smart')",4.5688624,4.8866434,0.317781
48,0.27198568,0.35194665,"('unintelligent', 'intelligent')",0.2719857,0.3519467,0.079961
49,-0.3671949,-0.24143292,"('unable', 'able')",-0.3671949,-0.2414329,0.125762
50,-0.52108794,-0.5279625,"('clumsy', 'skillful')",-0.5210879,-0.5279625,-0.0068746
51,0.3046835,0.32273924,"('uneducated', 'educated')",0.3046835,0.3227392,0.0180557
52,-0.2527627,-0.38844842,"('irrational', 'rational')",-0.2527627,-0.3884484,-0.1356857
53,0.09581951,-0.021390662,"('uncreative', 'creative')",0.0958195,-0.0213907,-0.1172102
54,0.6700513,0.7746335,"('incapable', 'capable')",0.6700513,0.7746335,0.1045822
55,0.7782446,0.8737542,"('incompetent', 'clever')",0.7782446,0.8737542,0.0955096
56,0.33416095,0.4481908,"('impractical', 'practical')",0.334161,0.4481908,0.1140298
57,-1.545934,-1.8944936,"('unimaginative', 'imaginative')",-1.545934,-1.8944936,-0.3485596
58,0.5631506,0.45414063,"('undiscriminating', 'discriminating')",0.5631506,0.4541406,-0.10901
59,0.06002773,0.119368225,"('foolish', 'wise')",0.0600277,0.1193682,0.0593405
60,-0.074896865,0.265368,"('inefficient', 'efficient')",-0.0748969,0.265368,0.3402649
61,0.4055459,0.24802516,"('illogical', 'logical')",0.4055459,0.2480252,-0.1575207
62,0.34722048,0.5858187,"('incompetent', 'brilliant')",0.3472205,0.5858187,0.2385982
63,0.19471638,0.31010383,"('unperceptive', 'insightful')",0.1947164,0.3101038,0.1153874
64,-6.0784335,-6.0623083,"('shy', 'confident')",-6.0784335,-6.0623083,0.0161252
65,0.27608937,0.54755974,"('insecure', 'secure')",0.2760894,0.5475597,0.2714703
66,0.017507399,-0.20214584,"('inactive', 'active')",0.0175074,-0.2021458,-0.2196532
67,-0.8205124,-0.7268667,"('doubtful', 'determined')",-0.8205124,-0.7268667,0.0936457
68,-1.1879598,-1.0371959,"('dependent', 'independent')",-1.1879598,-1.0371959,0.1507639
69,-1.9770173,-2.1067274,"('lazy', 'industrious')",-1.9770173,-2.1067274,-0.1297101
70,1.4997367,1.3844594,"('lethargic', 'energetic')",1.4997367,1.3844594,-0.1152773
71,0.3075431,0.24855833,"('diffident', 'self-confident')",0.3075431,0.2485583,-0.0589848
72,0.6620876,0.8514415,"('unambitious', 'ambitious')",0.6620876,0.8514415,0.1893539
73,-2.7743595,-2.781441,"('helpless', 'self-reliant')",-2.7743595,-2.781441,-0.0070815
74,0.5106572,0.32768887,"('undedicated', 'dedicated')",0.5106572,0.3276889,-0.1829683
75,-0.760503,-0.82504886,"('meek', 'impulsive')",-0.760503,-0.8250489,-0.0645459
76,0.4107229,0.488168,"('anxious', 'daring')",0.4107229,0.488168,0.0774451
77,-1.3920151,-1.2119037,"('unmotivated', 'motivated')",-1.3920151,-1.2119037,0.1801114
78,-0.8201933,-0.9310424,"('nonresilient', 'resilient')",-0.8201933,-0.9310424,-0.1108491
79,-0.3641094,-0.46401516,"('wavering', 'unwavering')",-0.3641094,-0.4640152,-0.0999058
80,-0.024653895,-0.10074868,"('dominated', 'dominating')",-0.0246539,-0.1007487,-0.0760948
81,-0.1038298,0.033429615,"('submissive', 'aggressive')",-0.1038298,0.0334296,0.1372594
82,5.9466763,6.0718226,"('poor', 'rich')",5.9466763,6.0718226,0.1251463
83,-0.64949936,-0.66085714,"('powerless', 'powerful')",-0.6494994,-0.6608571,-0.0113577
84,0.40051252,0.373398,"('inferior', 'superior')",0.4005125,0.373398,-0.0271145
85,-1.098946,-1.1934668,"('insignificant', 'prestigious')",-1.098946,-1.1934668,-0.0945208
86,0.7773515,0.603794,"('uninfluential', 'influential')",0.7773515,0.603794,-0.1735575
87,0.003804449,0.048713885,"('unsuccessful', 'successful')",0.0038044,0.0487139,0.0449095
88,-0.21268952,-0.26666483,"('low', 'eminent')",-0.2126895,-0.2666648,-0.0539753
