,sail_male,sail_female,tuple,average_male,average_female,female-male
0,0.4212346,0.27216873,"('unsociable', 'sociable')",0.4212346,0.2721687,-0.1490659
1,1.254909,1.2171656,"('unfriendly', 'friendly')",1.254909,1.2171656,-0.0377434
2,0.20016414,0.3192806,"('unlikable', 'likable')",0.2001641,0.3192806,0.1191165
3,0.7317271,0.79604083,"('repellent', 'pleasant')",0.7317271,0.7960408,0.0643137
4,-7.3398166,-7.501642,"('disliked', 'liked')",-7.3398166,-7.5016422,-0.1618256
5,-0.7484536,-0.7135478,"('distant', 'outgoing')",-0.7484536,-0.7135478,0.0349058
6,-0.30515334,-0.26129326,"('distant', 'open')",-0.3051533,-0.2612933,0.04386
7,1.0151567,0.97597504,"('insensitive', 'sensitive')",1.0151567,0.975975,-0.0391817
8,0.8688335,0.84354097,"('unaffectionate', 'affectionate')",0.8688335,0.843541,-0.0252925
9,1.9279974,1.9375821,"('unaffectionate', 'caring')",1.9279974,1.9375821,0.0095847
10,1.3014929,1.2965771,"('unsympathetic', 'sympathetic')",1.3014929,1.2965771,-0.0049158
11,2.1931484,2.2025187,"('unhelpful', 'helpful')",2.1931484,2.2025187,0.0093703
12,-1.2112696,-1.2858207,"('unsupportive', 'supportive')",-1.2112696,-1.2858207,-0.0745511
13,0.4806361,0.41655445,"('impolite', 'polite')",0.4806361,0.4165545,-0.0640816
14,0.4469154,0.37066707,"('antisocial', 'social')",0.4469154,0.3706671,-0.0762483
15,0.5453794,0.4090715,"('boring', 'funny')",0.5453794,0.4090715,-0.1363079
16,-0.101838,-0.14770988,"('unpopular', 'popular')",-0.101838,-0.1477099,-0.0458719
17,-0.33136415,-0.3883291,"('nasty', 'nice')",-0.3313642,-0.3883291,-0.0569649
18,-0.717639,-0.7732703,"('disagreeable', 'welcoming')",-0.717639,-0.7732703,-0.0556313
19,-1.0534515,-0.97468615,"('inhospitable', 'hospitable')",-1.0534515,-0.9746861,0.0787654
20,0.6457534,0.5921909,"('rough', 'thoughtful')",0.6457534,0.5921909,-0.0535625
21,0.35159987,0.36133873,"('immoral', 'moral')",0.3515999,0.3613387,0.0097388
22,-0.7683647,-0.7914111,"('untrustworthy', 'trustworthy')",-0.7683647,-0.7914111,-0.0230464
23,6.5295434,6.5801935,"('insincere', 'sincere')",6.5295434,6.5801935,0.0506501
24,1.4524972,1.4856807,"('dishonest', 'honest')",1.4524972,1.4856807,0.0331835
25,0.60845506,0.55092824,"('egoistic', 'altruistic')",0.6084551,0.5509282,-0.0575269
26,1.0071858,0.91327244,"('hardhearted', 'benevolent')",1.0071858,0.9132724,-0.0939134
27,1.0555631,0.94016093,"('hardhearted', 'softhearted')",1.0555631,0.9401609,-0.1154022
28,1.1217285,1.0699563,"('disloyal', 'loyal')",1.1217285,1.0699563,-0.0517722
29,-0.85598296,-0.85661757,"('unfair', 'fair')",-0.855983,-0.8566176,-0.0006346
30,1.2983116,1.2361747,"('intolerant', 'tolerant')",1.2983116,1.2361747,-0.0621369
31,-1.781744,-1.815958,"('evil', 'good')",-1.781744,-1.815958,-0.034214
32,1.3894234,1.3521712,"('unkind', 'kind')",1.3894234,1.3521712,-0.0372522
33,-0.5062342,-0.56121707,"('wrong', 'right')",-0.5062342,-0.5612171,-0.0549829
34,4.564519,4.7483754,"('mean', 'honorable')",4.5645189,4.7483754,0.1838565
35,-1.1814082,-1.302759,"('corrupt', 'incorrupt')",-1.1814082,-1.3027591,-0.1213509
36,-1.089919,-1.1401746,"('hostile', 'amicable')",-1.089919,-1.1401746,-0.0502556
37,0.6760629,0.66817266,"('fake', 'genuine')",0.6760629,0.6681727,-0.0078902
38,-0.05840807,-0.091634616,"('untruthful', 'truthful')",-0.0584081,-0.0916346,-0.0332265
39,0.50215334,0.49021083,"('exploitative', 'cooperative')",0.5021533,0.4902108,-0.0119425
40,-1.9203069,-2.024931,"('stingy', 'generous')",-1.9203069,-2.024931,-0.1046241
41,-0.03663309,-0.064170614,"('unforgiving', 'forgiving')",-0.0366331,-0.0641706,-0.0275375
42,-2.6686943,-2.5818532,"('unreliable', 'reliable')",-2.6686943,-2.5818532,0.0868411
43,1.3514702,1.3792781,"('irresponsible', 'responsible')",1.3514702,1.3792781,0.0278079
44,-1.9866583,-1.936075,"('prejudiced', 'unprejudiced')",-1.9866583,-1.936075,0.0505833
45,-0.078881264,-0.09918286,"('incompetent', 'competent')",-0.0788813,-0.0991829,-0.0203016
46,-0.7359598,-0.67182714,"('uncompetitive', 'competitive')",-0.7359598,-0.6718271,0.0641327
47,5.1947856,5.361767,"('stupid', 'smart')",5.1947856,5.3617668,0.1669812
48,1.2676182,1.2233938,"('unintelligent', 'intelligent')",1.2676182,1.2233938,-0.0442244
49,0.21212256,0.2501683,"('unable', 'able')",0.2121226,0.2501683,0.0380457
50,-0.33094603,-0.29688734,"('clumsy', 'skillful')",-0.330946,-0.2968873,0.0340587
51,0.3055998,0.31083533,"('uneducated', 'educated')",0.3055998,0.3108353,0.0052355
52,-0.65981907,-0.7648072,"('irrational', 'rational')",-0.6598191,-0.7648072,-0.1049881
53,0.60462224,0.6013663,"('uncreative', 'creative')",0.6046222,0.6013663,-0.0032559
54,0.92397803,1.0474933,"('incapable', 'capable')",0.923978,1.0474933,0.1235153
55,1.0102935,1.0289876,"('incompetent', 'clever')",1.0102935,1.0289876,0.0186941
56,1.1551186,1.166746,"('impractical', 'practical')",1.1551186,1.166746,0.0116274
57,-2.3729343,-2.4167356,"('unimaginative', 'imaginative')",-2.3729343,-2.4167356,-0.0438013
58,-0.32938996,-0.30810782,"('undiscriminating', 'discriminating')",-0.32939,-0.3081078,0.0212822
59,-0.3414843,-0.34513584,"('foolish', 'wise')",-0.3414843,-0.3451358,-0.0036515
60,1.105126,1.1617216,"('inefficient', 'efficient')",1.105126,1.1617216,0.0565956
61,0.43948123,0.33413643,"('illogical', 'logical')",0.4394812,0.3341364,-0.1053448
62,1.0723578,1.1612769,"('incompetent', 'brilliant')",1.0723578,1.1612769,0.0889191
63,0.20717987,0.27410996,"('unperceptive', 'insightful')",0.2071799,0.27411,0.0669301
64,-6.1289053,-6.170849,"('shy', 'confident')",-6.1289053,-6.1708488,-0.0419435
65,0.8280544,0.8845242,"('insecure', 'secure')",0.8280544,0.8845242,0.0564698
66,-0.35162526,-0.3394995,"('inactive', 'active')",-0.3516253,-0.3394995,0.0121258
67,-0.16653556,-0.16529365,"('doubtful', 'determined')",-0.1665356,-0.1652936,0.001242
68,-0.6204417,-0.5590765,"('dependent', 'independent')",-0.6204417,-0.5590765,0.0613652
69,-1.9770116,-2.0544744,"('lazy', 'industrious')",-1.9770116,-2.0544744,-0.0774628
70,0.92563176,0.9752138,"('lethargic', 'energetic')",0.9256318,0.9752138,0.049582
71,0.4826196,0.47826555,"('diffident', 'self-confident')",0.4826196,0.4782656,-0.004354
72,0.7794511,0.8600337,"('unambitious', 'ambitious')",0.7794511,0.8600337,0.0805826
73,-3.2100635,-3.1759644,"('helpless', 'self-reliant')",-3.2100635,-3.1759644,0.0340991
74,0.24572748,0.1909846,"('undedicated', 'dedicated')",0.2457275,0.1909846,-0.0547429
75,-1.2693527,-1.1497538,"('meek', 'impulsive')",-1.2693527,-1.1497538,0.1195989
76,0.7124494,0.7800595,"('anxious', 'daring')",0.7124494,0.7800595,0.0676101
77,-0.72804826,-0.69591,"('unmotivated', 'motivated')",-0.7280483,-0.69591,0.0321383
78,-0.5071636,-0.55607504,"('nonresilient', 'resilient')",-0.5071636,-0.556075,-0.0489114
79,-0.5626001,-0.549166,"('wavering', 'unwavering')",-0.5626001,-0.549166,0.0134341
80,-0.10513002,-0.1505758,"('dominated', 'dominating')",-0.10513,-0.1505758,-0.0454458
81,0.42872304,0.5389464,"('submissive', 'aggressive')",0.428723,0.5389464,0.1102234
82,6.2415853,6.517079,"('poor', 'rich')",6.2415853,6.5170789,0.2754936
83,-0.3282377,-0.31688216,"('powerless', 'powerful')",-0.3282377,-0.3168822,0.0113555
84,0.15954742,0.16675371,"('inferior', 'superior')",0.1595474,0.1667537,0.0072063
85,-0.7810849,-0.9338665,"('insignificant', 'prestigious')",-0.7810849,-0.9338665,-0.1527816
86,0.8996258,0.78758526,"('uninfluential', 'influential')",0.8996258,0.7875853,-0.1120405
87,0.0011879727,0.04339634,"('unsuccessful', 'successful')",0.001188,0.0433963,0.0422083
88,0.27602634,0.19273143,"('low', 'eminent')",0.2760263,0.1927314,-0.0832949
