,goggles_male,goggles_female,tuple,average_male,average_female,female-male
0,0.035414368,-0.07728275,"('unsociable', 'sociable')",0.0354144,-0.0772827,-0.1126971
1,0.34903088,0.19462295,"('unfriendly', 'friendly')",0.3490309,0.1946229,-0.154408
2,0.053572543,0.023977455,"('unlikable', 'likable')",0.0535725,0.0239775,-0.029595
3,-0.70177025,-0.6609849,"('repellent', 'pleasant')",-0.7017702,-0.6609849,0.0407853
4,-3.484156,-3.6267493,"('disliked', 'liked')",-3.4841559,-3.6267493,-0.1425934
5,-0.5149563,-0.5469985,"('distant', 'outgoing')",-0.5149563,-0.5469985,-0.0320422
6,-0.7115924,-0.73840535,"('distant', 'open')",-0.7115924,-0.7384053,-0.0268129
7,-0.027170023,0.013603145,"('insensitive', 'sensitive')",-0.02717,0.0136031,0.0407731
8,0.28945178,0.16988456,"('unaffectionate', 'affectionate')",0.2894518,0.1698846,-0.1195672
9,0.5305561,0.48076075,"('unaffectionate', 'caring')",0.5305561,0.4807608,-0.0497953
10,-0.12278593,-0.1940249,"('unsympathetic', 'sympathetic')",-0.1227859,-0.1940249,-0.071239
11,1.220843,1.2706492,"('unhelpful', 'helpful')",1.220843,1.2706492,0.0498062
12,-1.0224215,-1.0266852,"('unsupportive', 'supportive')",-1.0224215,-1.0266852,-0.0042637
13,-0.34494272,-0.33764455,"('impolite', 'polite')",-0.3449427,-0.3376445,0.0072982
14,0.18985276,0.09026109,"('antisocial', 'social')",0.1898528,0.0902611,-0.0995917
15,0.17550966,0.11901869,"('boring', 'funny')",0.1755097,0.1190187,-0.056491
16,0.083217934,0.084474325,"('unpopular', 'popular')",0.0832179,0.0844743,0.0012564
17,-0.68710834,-0.62542224,"('nasty', 'nice')",-0.6871083,-0.6254222,0.0616861
18,-0.47686157,-0.47916603,"('disagreeable', 'welcoming')",-0.4768616,-0.479166,-0.0023044
19,-1.578742,-1.5809065,"('inhospitable', 'hospitable')",-1.578742,-1.5809065,-0.0021645
