,oleo_male,oleo_female,tuple,average_male,average_female,female-male
0,-0.22365864,-0.33938885,"('unsociable', 'sociable')",-0.2236586,-0.3393888,-0.1157302
1,-0.030387554,-0.10102772,"('unfriendly', 'friendly')",-0.0303876,-0.1010277,-0.0706401
2,0.65426797,0.68165755,"('unlikable', 'likable')",0.654268,0.6816576,0.0273896
3,0.34380978,0.4705684,"('repellent', 'pleasant')",0.3438098,0.4705684,0.1267586
4,-2.873932,-3.0510528,"('disliked', 'liked')",-2.8739319,-3.0510528,-0.1771209
5,-0.9376866,-0.8536268,"('distant', 'outgoing')",-0.9376866,-0.8536268,0.0840598
6,-1.073752,-0.972426,"('distant', 'open')",-1.073752,-0.972426,0.101326
7,0.45502126,0.448585,"('insensitive', 'sensitive')",0.4550213,0.448585,-0.0064363
8,-0.08809687,-0.07464793,"('unaffectionate', 'affectionate')",-0.0880969,-0.0746479,0.013449
9,-0.016594827,-0.0055907574,"('unaffectionate', 'caring')",-0.0165948,-0.0055908,0.011004
10,0.07989187,0.021383919,"('unsympathetic', 'sympathetic')",0.0798919,0.0213839,-0.058508
11,0.93664926,0.9168469,"('unhelpful', 'helpful')",0.9366493,0.9168469,-0.0198024
12,-0.78206366,-0.78285056,"('unsupportive', 'supportive')",-0.7820637,-0.7828506,-0.0007869
13,0.28311872,0.19287159,"('impolite', 'polite')",0.2831187,0.1928716,-0.0902471
14,0.32619324,0.14732137,"('antisocial', 'social')",0.3261932,0.1473214,-0.1788718
15,0.51417637,0.43531263,"('boring', 'funny')",0.5141764,0.4353126,-0.0788638
16,-0.585126,-0.5756805,"('unpopular', 'popular')",-0.585126,-0.5756805,0.0094455
17,-0.40920147,-0.3399237,"('nasty', 'nice')",-0.4092015,-0.3399237,0.0692778
18,-0.73062265,-0.7091131,"('disagreeable', 'welcoming')",-0.7306226,-0.7091131,0.0215095
19,-0.7953334,-0.65072095,"('inhospitable', 'hospitable')",-0.7953334,-0.650721,0.1446124
20,-0.26090777,-0.30001098,"('rough', 'thoughtful')",-0.2609078,-0.300011,-0.0391032
21,0.47282386,0.44240347,"('immoral', 'moral')",0.4728239,0.4424035,-0.0304204
22,-0.49670166,-0.5817941,"('untrustworthy', 'trustworthy')",-0.4967017,-0.5817941,-0.0850924
23,2.63503,2.6697915,"('insincere', 'sincere')",2.63503,2.6697915,0.0347615
