,assembly_male,assembly_female,tuple,average_male,average_female,female-male
0,0.37782392,0.13939616,"('unsociable', 'sociable')",0.3778239,0.1393962,-0.2384277
1,1.5327587,1.4447911,"('unfriendly', 'friendly')",1.5327587,1.4447911,-0.0879676
2,0.3927359,0.5541529,"('unlikable', 'likable')",0.3927359,0.5541529,0.161417
3,0.14874893,0.4152394,"('repellent', 'pleasant')",0.1487489,0.4152394,0.2664905
4,-7.0193152,-7.20316,"('disliked', 'liked')",-7.0193152,-7.2031598,-0.1838446
5,-0.29368642,-0.25241858,"('distant', 'outgoing')",-0.2936864,-0.2524186,0.0412678
6,0.09037181,0.07714528,"('distant', 'open')",0.0903718,0.0771453,-0.0132265
7,0.74040544,0.76647,"('insensitive', 'sensitive')",0.7404054,0.76647,0.0260646
8,1.383978,1.237378,"('unaffectionate', 'affectionate')",1.383978,1.237378,-0.1466
9,1.7174709,1.6969994,"('unaffectionate', 'caring')",1.7174709,1.6969994,-0.0204715
10,0.92166483,1.0975453,"('unsympathetic', 'sympathetic')",0.9216648,1.0975453,0.1758805
11,2.2542665,2.2286565,"('unhelpful', 'helpful')",2.2542665,2.2286565,-0.02561
12,-1.4261742,-1.5333025,"('unsupportive', 'supportive')",-1.4261742,-1.5333025,-0.1071283
13,0.19213718,0.18089989,"('impolite', 'polite')",0.1921372,0.1808999,-0.0112373
14,-0.03740739,-0.026205756,"('antisocial', 'social')",-0.0374074,-0.0262058,0.0112016
15,1.004973,0.8113666,"('boring', 'funny')",1.0049731,0.8113666,-0.1936065
16,0.026646942,-0.010862283,"('unpopular', 'popular')",0.0266469,-0.0108623,-0.0375092
17,0.016075809,0.048165325,"('nasty', 'nice')",0.0160758,0.0481653,0.0320895
18,-0.5775873,-0.6434159,"('disagreeable', 'welcoming')",-0.5775873,-0.6434159,-0.0658286
19,-0.1460442,-0.1703365,"('inhospitable', 'hospitable')",-0.1460442,-0.1703365,-0.0242923
20,0.63896674,0.5869532,"('rough', 'thoughtful')",0.6389667,0.5869532,-0.0520135
21,-0.25265172,0.049928393,"('immoral', 'moral')",-0.2526517,0.0499284,0.3025801
22,-1.0127628,-0.9029565,"('untrustworthy', 'trustworthy')",-1.0127628,-0.9029565,0.1098063
23,6.654108,6.716784,"('insincere', 'sincere')",6.654108,6.716784,0.062676
24,1.507261,1.6502118,"('dishonest', 'honest')",1.507261,1.6502118,0.1429508
25,0.69708574,0.58446336,"('egoistic', 'altruistic')",0.6970857,0.5844634,-0.1126223
26,1.3275115,1.0062547,"('hardhearted', 'benevolent')",1.3275115,1.0062547,-0.3212568
27,1.4580593,1.3314981,"('hardhearted', 'softhearted')",1.4580593,1.3314981,-0.1265612
28,1.3939954,1.3615041,"('disloyal', 'loyal')",1.3939954,1.3615041,-0.0324913
29,-0.6004638,-0.66770923,"('unfair', 'fair')",-0.6004638,-0.6677092,-0.0672454
30,1.0206293,1.0812649,"('intolerant', 'tolerant')",1.0206293,1.0812649,0.0606356
31,-1.2706375,-1.3820428,"('evil', 'good')",-1.2706375,-1.3820428,-0.1114053
32,1.4756832,1.3954738,"('unkind', 'kind')",1.4756832,1.3954738,-0.0802094
33,-0.4776071,-0.5533784,"('wrong', 'right')",-0.4776071,-0.5533784,-0.0757713
34,5.081582,5.290192,"('mean', 'honorable')",5.0815821,5.2901921,0.20861
35,-0.7545204,-0.9711336,"('corrupt', 'incorrupt')",-0.7545204,-0.9711336,-0.2166132
36,-0.5264079,-0.7582425,"('hostile', 'amicable')",-0.5264079,-0.7582425,-0.2318346
37,1.1600106,1.2100408,"('fake', 'genuine')",1.1600106,1.2100408,0.0500302
38,0.44961286,0.42585135,"('untruthful', 'truthful')",0.4496129,0.4258513,-0.0237616
39,-0.26431268,-0.16073708,"('exploitative', 'cooperative')",-0.2643127,-0.1607371,0.1035756
40,-2.0033543,-2.164375,"('stingy', 'generous')",-2.0033543,-2.1643751,-0.1610208
41,-0.1495685,-0.22001898,"('unforgiving', 'forgiving')",-0.1495685,-0.220019,-0.0704505
42,-2.875742,-2.7730331,"('unreliable', 'reliable')",-2.875742,-2.7730331,0.1027089
43,1.2007174,1.3493484,"('irresponsible', 'responsible')",1.2007174,1.3493484,0.148631
44,-1.250031,-1.218443,"('prejudiced', 'unprejudiced')",-1.250031,-1.218443,0.031588
45,0.39471614,0.40838027,"('incompetent', 'competent')",0.3947161,0.4083803,0.0136642
46,-0.920434,-0.81858766,"('uncompetitive', 'competitive')",-0.920434,-0.8185877,0.1018463
47,5.089456,5.3321466,"('stupid', 'smart')",5.0894561,5.3321466,0.2426905
48,0.68288404,0.68770856,"('unintelligent', 'intelligent')",0.682884,0.6877086,0.0048246
49,0.21641938,0.33407858,"('unable', 'able')",0.2164194,0.3340786,0.1176592
50,-0.311448,-0.35683143,"('clumsy', 'skillful')",-0.311448,-0.3568314,-0.0453834
51,0.10450272,0.12533438,"('uneducated', 'educated')",0.1045027,0.1253344,0.0208317
52,-0.08762073,-0.33701777,"('irrational', 'rational')",-0.0876207,-0.3370178,-0.2493971
53,0.1480885,0.14383416,"('uncreative', 'creative')",0.1480885,0.1438342,-0.0042543
54,1.1991725,1.2616568,"('incapable', 'capable')",1.1991725,1.2616568,0.0624843
55,0.5934476,0.7528916,"('incompetent', 'clever')",0.5934476,0.7528916,0.159444
56,0.9956065,1.0296084,"('impractical', 'practical')",0.9956065,1.0296084,0.0340019
57,-2.7010381,-2.705888,"('unimaginative', 'imaginative')",-2.7010381,-2.705888,-0.0048499
58,0.20999981,0.16477875,"('undiscriminating', 'discriminating')",0.2099998,0.1647788,-0.045221
59,0.19121478,0.101030394,"('foolish', 'wise')",0.1912148,0.1010304,-0.0901844
60,0.6676239,0.96514297,"('inefficient', 'efficient')",0.6676239,0.965143,0.2975191
61,0.44664663,0.32948494,"('illogical', 'logical')",0.4466466,0.3294849,-0.1171617
62,1.0837823,1.2715681,"('incompetent', 'brilliant')",1.0837823,1.2715681,0.1877858
63,0.43667418,0.49852324,"('unperceptive', 'insightful')",0.4366742,0.4985232,0.061849
64,-6.6238885,-6.5186777,"('shy', 'confident')",-6.6238885,-6.5186777,0.1052108
65,-0.16203901,0.11467297,"('insecure', 'secure')",-0.162039,0.114673,0.276712
66,0.18143895,0.036525697,"('inactive', 'active')",0.181439,0.0365257,-0.1449133
67,-0.058586773,-0.09517193,"('doubtful', 'determined')",-0.0585868,-0.0951719,-0.0365851
68,-0.7337109,-0.5677353,"('dependent', 'independent')",-0.7337109,-0.5677353,0.1659756
69,-1.5921049,-1.6983356,"('lazy', 'industrious')",-1.5921049,-1.6983356,-0.1062307
70,1.0458852,1.1422316,"('lethargic', 'energetic')",1.0458852,1.1422316,0.0963464
71,0.4775045,0.41133338,"('diffident', 'self-confident')",0.4775045,0.4113334,-0.0661711
72,0.94017494,1.0172838,"('unambitious', 'ambitious')",0.9401749,1.0172838,0.0771089
73,-3.1184452,-3.1064658,"('helpless', 'self-reliant')",-3.1184452,-3.1064658,0.0119794
74,0.27466723,0.119762026,"('undedicated', 'dedicated')",0.2746672,0.119762,-0.1549052
75,-0.9474442,-0.91095245,"('meek', 'impulsive')",-0.9474442,-0.9109524,0.0364918
76,-0.10287805,0.08762006,"('anxious', 'daring')",-0.102878,0.0876201,0.1904981
77,-1.5179609,-1.3211906,"('unmotivated', 'motivated')",-1.5179609,-1.3211906,0.1967703
78,-0.75336766,-0.84907895,"('nonresilient', 'resilient')",-0.7533677,-0.849079,-0.0957113
79,-0.19205828,-0.23741695,"('wavering', 'unwavering')",-0.1920583,-0.237417,-0.0453587
