,somersault_male,somersault_female,tuple,average_male,average_female,female-male
0,-1.4906969,-1.5868529,"('unsociable', 'sociable')",-1.4906969,-1.5868529,-0.096156
1,0.23141348,0.15237714,"('unfriendly', 'friendly')",0.2314135,0.1523771,-0.0790364
2,0.16701487,0.19081154,"('unlikable', 'likable')",0.1670149,0.1908115,0.0237966
3,-1.1038147,-1.0666788,"('repellent', 'pleasant')",-1.1038147,-1.0666788,0.0371359
4,-1.2336807,-1.2267445,"('disliked', 'liked')",-1.2336807,-1.2267445,0.0069362
5,0.67925346,0.6849062,"('distant', 'outgoing')",0.6792535,0.6849062,0.0056527
6,0.13096793,0.13893232,"('distant', 'open')",0.1309679,0.1389323,0.0079644
7,-1.2163825,-1.2275699,"('insensitive', 'sensitive')",-1.2163825,-1.2275699,-0.0111874
8,-0.26190788,-0.32810187,"('unaffectionate', 'affectionate')",-0.2619079,-0.3281019,-0.066194
9,-0.75332767,-0.8333494,"('unaffectionate', 'caring')",-0.7533277,-0.8333494,-0.0800217
10,-2.4383268,-2.4923568,"('unsympathetic', 'sympathetic')",-2.4383268,-2.4923568,-0.05403
11,-1.3649764,-1.3845268,"('unhelpful', 'helpful')",-1.3649764,-1.3845268,-0.0195504
12,-2.1557941,-2.1492546,"('unsupportive', 'supportive')",-2.1557941,-2.1492546,0.0065395
13,-1.3967161,-1.5321968,"('impolite', 'polite')",-1.3967161,-1.5321968,-0.1354807
14,-0.65813875,-0.72415274,"('antisocial', 'social')",-0.6581388,-0.7241527,-0.0660139
15,0.78698623,0.76828426,"('boring', 'funny')",0.7869862,0.7682843,-0.0187019
16,0.0992809,0.11749542,"('unpopular', 'popular')",0.0992809,0.1174954,0.0182145
17,0.13537942,0.12762769,"('nasty', 'nice')",0.1353794,0.1276277,-0.0077517
18,-0.4935784,-0.52170146,"('disagreeable', 'welcoming')",-0.4935784,-0.5217015,-0.0281231
19,-0.44884235,-0.45182672,"('inhospitable', 'hospitable')",-0.4488423,-0.4518267,-0.0029844
20,0.28374428,0.30296153,"('rough', 'thoughtful')",0.2837443,0.3029615,0.0192172
21,-1.4554111,-1.4503295,"('immoral', 'moral')",-1.4554111,-1.4503295,0.0050816
22,-0.5397093,-0.6077792,"('untrustworthy', 'trustworthy')",-0.5397093,-0.6077792,-0.0680699
23,0.42008102,0.30259302,"('insincere', 'sincere')",0.420081,0.302593,-0.117488
24,-1.394433,-1.517244,"('dishonest', 'honest')",-1.394433,-1.517244,-0.122811
25,1.5303613,1.5526791,"('egoistic', 'altruistic')",1.5303613,1.5526791,0.0223178
26,1.1568985,1.0869538,"('hardhearted', 'benevolent')",1.1568985,1.0869538,-0.0699447
27,0.56736934,0.47256434,"('hardhearted', 'softhearted')",0.5673693,0.4725643,-0.094805
28,-1.168705,-1.299176,"('disloyal', 'loyal')",-1.168705,-1.299176,-0.130471
29,-0.42517608,-0.46612346,"('unfair', 'fair')",-0.4251761,-0.4661235,-0.0409474
30,-0.70333225,-0.7554264,"('intolerant', 'tolerant')",-0.7033322,-0.7554264,-0.0520942
31,0.51983804,0.5835192,"('evil', 'good')",0.519838,0.5835192,0.0636812
32,-0.41256955,-0.5327396,"('unkind', 'kind')",-0.4125696,-0.5327396,-0.12017
33,0.19824333,0.15039426,"('wrong', 'right')",0.1982433,0.1503943,-0.047849
34,1.2341493,1.2940745,"('mean', 'honorable')",1.2341493,1.2940745,0.0599252
35,1.9485487,1.9520814,"('corrupt', 'incorrupt')",1.9485487,1.9520814,0.0035327
36,1.1407908,1.1386893,"('hostile', 'amicable')",1.1407908,1.1386893,-0.0021015
37,-0.35609812,-0.36004606,"('fake', 'genuine')",-0.3560981,-0.3600461,-0.003948
38,-0.6103695,-0.62397647,"('untruthful', 'truthful')",-0.6103695,-0.6239765,-0.013607
39,0.1201432,0.15302795,"('exploitative', 'cooperative')",0.1201432,0.153028,0.0328848
40,-0.4550269,-0.50185317,"('stingy', 'generous')",-0.4550269,-0.5018532,-0.0468263
41,-0.22210877,-0.32648182,"('unforgiving', 'forgiving')",-0.2221088,-0.3264818,-0.104373
42,-1.2822112,-1.228081,"('unreliable', 'reliable')",-1.2822112,-1.228081,0.0541302
43,-1.938706,-1.999408,"('irresponsible', 'responsible')",-1.938706,-1.999408,-0.060702
44,0.5164478,0.56487155,"('prejudiced', 'unprejudiced')",0.5164478,0.5648715,0.0484237
45,-1.3291898,-1.4062202,"('incompetent', 'competent')",-1.3291898,-1.4062202,-0.0770304
46,-2.060626,-2.0961199,"('uncompetitive', 'competitive')",-2.060626,-2.0961199,-0.0354939
47,1.2450479,1.2074965,"('stupid', 'smart')",1.2450479,1.2074965,-0.0375514
48,-0.25735655,-0.23456043,"('unintelligent', 'intelligent')",-0.2573566,-0.2345604,0.0227962
49,0.18116574,0.22671705,"('unable', 'able')",0.1811657,0.2267171,0.0455514
50,-0.014295127,-0.004223177,"('clumsy', 'skillful')",-0.0142951,-0.0042232,0.0100719
51,-1.3727174,-1.4120924,"('uneducated', 'educated')",-1.3727174,-1.4120924,-0.039375
52,0.010931583,-0.029630322,"('irrational', 'rational')",0.0109316,-0.0296303,-0.0405619
53,-0.113404475,-0.13626222,"('uncreative', 'creative')",-0.1134045,-0.1362622,-0.0228577
54,0.40327373,0.3769798,"('incapable', 'capable')",0.4032737,0.3769798,-0.0262939
55,-1.1935735,-1.2202874,"('incompetent', 'clever')",-1.1935735,-1.2202874,-0.0267139
56,-0.47729763,-0.49318063,"('impractical', 'practical')",-0.4772976,-0.4931806,-0.015883
57,-1.8332685,-1.8979509,"('unimaginative', 'imaginative')",-1.8332685,-1.8979509,-0.0646824
58,-0.34590557,-0.3834786,"('undiscriminating', 'discriminating')",-0.3459056,-0.3834786,-0.037573
59,0.26155776,0.28778112,"('foolish', 'wise')",0.2615578,0.2877811,0.0262233
60,-1.3178488,-1.2916993,"('inefficient', 'efficient')",-1.3178488,-1.2916993,0.0261495
61,-0.7646398,-0.8901863,"('illogical', 'logical')",-0.7646398,-0.8901863,-0.1255465
62,-0.8910665,-0.85329777,"('incompetent', 'brilliant')",-0.8910665,-0.8532978,0.0377687
63,-1.0486786,-1.0238756,"('unperceptive', 'insightful')",-1.0486786,-1.0238756,0.024803
64,-2.1950216,-2.186913,"('shy', 'confident')",-2.1950216,-2.186913,0.0081086
65,-0.9446579,-0.97805834,"('insecure', 'secure')",-0.9446579,-0.9780583,-0.0334004
66,0.14720665,0.15741435,"('inactive', 'active')",0.1472066,0.1574143,0.0102077
67,0.036064666,0.0357223,"('doubtful', 'determined')",0.0360647,0.0357223,-0.0003424
68,0.2067639,0.22527575,"('dependent', 'independent')",0.2067639,0.2252758,0.0185119
69,2.0088816,2.05012,"('lazy', 'industrious')",2.0088816,2.0501201,0.0412385
70,-1.5639828,-1.611096,"('lethargic', 'energetic')",-1.5639828,-1.611096,-0.0471132
71,0.5880537,0.6365718,"('diffident', 'self-confident')",0.5880537,0.6365718,0.0485181
72,-0.4087405,-0.39361495,"('unambitious', 'ambitious')",-0.4087405,-0.3936149,0.0151256
73,-0.038908504,0.0198596,"('helpless', 'self-reliant')",-0.0389085,0.0198596,0.0587681
74,-0.8758895,-0.93777686,"('undedicated', 'dedicated')",-0.8758895,-0.9377769,-0.0618874
75,0.89335215,0.96105856,"('meek', 'impulsive')",0.8933522,0.9610586,0.0677064
76,-0.5803772,-0.53959244,"('anxious', 'daring')",-0.5803772,-0.5395924,0.0407848
77,-1.2729877,-1.1670334,"('unmotivated', 'motivated')",-1.2729877,-1.1670334,0.1059543
78,-0.42724782,-0.41759303,"('nonresilient', 'resilient')",-0.4272478,-0.417593,0.0096548
79,-0.1580764,-0.16593796,"('wavering', 'unwavering')",-0.1580764,-0.165938,-0.0078616
80,-0.8955718,-0.87725943,"('dominated', 'dominating')",-0.8955718,-0.8772594,0.0183124
81,-1.1266832,-1.097355,"('submissive', 'aggressive')",-1.1266832,-1.097355,0.0293282
82,1.3608994,1.3355784,"('poor', 'rich')",1.3608994,1.3355784,-0.025321
83,-0.37176594,-0.34912252,"('powerless', 'powerful')",-0.3717659,-0.3491225,0.0226434
84,0.5916358,0.55312026,"('inferior', 'superior')",0.5916358,0.5531203,-0.0385155
85,1.1730773,1.2177588,"('insignificant', 'prestigious')",1.1730773,1.2177588,0.0446815
86,-1.9074712,-2.01493,"('uninfluential', 'influential')",-1.9074712,-2.01493,-0.1074588
87,0.1015511,0.097113095,"('unsuccessful', 'successful')",0.1015511,0.0971131,-0.004438
88,-0.2500636,-0.2585755,"('low', 'eminent')",-0.2500636,-0.2585755,-0.0085119
