,genocide_male,genocide_female,tuple,average_male,average_female,female-male
0,0.31156716,0.27309105,"('unsociable', 'sociable')",0.3115672,0.273091,-0.0384762
1,0.7252865,0.7526985,"('unfriendly', 'friendly')",0.7252865,0.7526985,0.027412
2,0.14309506,0.30009493,"('unlikable', 'likable')",0.1430951,0.3000949,0.1569998
3,1.1221088,1.1830068,"('repellent', 'pleasant')",1.1221088,1.1830068,0.060898
4,-7.187854,-7.421362,"('disliked', 'liked')",-7.1878538,-7.4213619,-0.2335081
5,-0.7770624,-0.7066486,"('distant', 'outgoing')",-0.7770624,-0.7066486,0.0704138
6,-0.30613407,-0.32919812,"('distant', 'open')",-0.3061341,-0.3291981,-0.023064
7,1.3339642,1.424683,"('insensitive', 'sensitive')",1.3339642,1.424683,0.0907188
8,0.62107795,0.607313,"('unaffectionate', 'affectionate')",0.621078,0.607313,-0.013765
9,0.9596784,1.0775615,"('unaffectionate', 'caring')",0.9596784,1.0775615,0.1178831
10,1.3604193,1.4118954,"('unsympathetic', 'sympathetic')",1.3604193,1.4118954,0.0514761
11,1.4035113,1.5394439,"('unhelpful', 'helpful')",1.4035113,1.5394439,0.1359326
12,-1.4833728,-1.41165,"('unsupportive', 'supportive')",-1.4833728,-1.4116499,0.0717229
13,0.23303086,0.3526094,"('impolite', 'polite')",0.2330309,0.3526094,0.1195785
14,0.42847276,0.38566303,"('antisocial', 'social')",0.4284728,0.385663,-0.0428098
15,0.19387338,0.15470341,"('boring', 'funny')",0.1938734,0.1547034,-0.03917
16,-0.8832862,-0.84243166,"('unpopular', 'popular')",-0.8832862,-0.8424317,0.0408545
17,-0.0782084,-0.065006204,"('nasty', 'nice')",-0.0782084,-0.0650062,0.0132022
18,-0.3345858,-0.24753869,"('disagreeable', 'welcoming')",-0.3345858,-0.2475387,0.0870471
19,-0.96296656,-0.8571713,"('inhospitable', 'hospitable')",-0.9629666,-0.8571713,0.1057953
20,0.570067,0.4692286,"('rough', 'thoughtful')",0.570067,0.4692286,-0.1008384
21,0.22130042,0.4204092,"('immoral', 'moral')",0.2213004,0.4204092,0.1991088
22,0.15669242,0.16448966,"('untrustworthy', 'trustworthy')",0.1566924,0.1644897,0.0077973
23,5.8357234,6.118384,"('insincere', 'sincere')",5.8357234,6.1183839,0.2826605
