,tracksuit_male,tracksuit_female,tuple,average_male,average_female,female-male
0,0.32154405,0.24113016,"('unsociable', 'sociable')",0.3215441,0.2411302,-0.0804139
1,0.7554445,0.63663894,"('unfriendly', 'friendly')",0.7554445,0.6366389,-0.1188056
2,0.07357794,0.08718048,"('unlikable', 'likable')",0.0735779,0.0871805,0.0136026
3,0.30589852,0.35566297,"('repellent', 'pleasant')",0.3058985,0.355663,0.0497645
4,-3.937985,-3.9873312,"('disliked', 'liked')",-3.9379849,-3.9873312,-0.0493463
5,-1.0270733,-1.0631672,"('distant', 'outgoing')",-1.0270733,-1.0631672,-0.0360939
6,-0.5045453,-0.5749441,"('distant', 'open')",-0.5045453,-0.5749441,-0.0703988
7,0.95660836,0.99283123,"('insensitive', 'sensitive')",0.9566084,0.9928312,0.0362228
8,0.2676022,0.18465446,"('unaffectionate', 'affectionate')",0.2676022,0.1846545,-0.0829477
9,0.8222314,0.76794916,"('unaffectionate', 'caring')",0.8222314,0.7679492,-0.0542822
10,0.37556508,0.38110742,"('unsympathetic', 'sympathetic')",0.3755651,0.3811074,0.0055423
11,0.7793663,0.7791621,"('unhelpful', 'helpful')",0.7793663,0.7791621,-0.0002042
12,-0.9897088,-0.99513793,"('unsupportive', 'supportive')",-0.9897088,-0.9951379,-0.0054291
13,-0.116281524,-0.1203888,"('impolite', 'polite')",-0.1162815,-0.1203888,-0.0041073
14,0.5701162,0.5386942,"('antisocial', 'social')",0.5701162,0.5386942,-0.031422
15,0.2546992,0.21746522,"('boring', 'funny')",0.2546992,0.2174652,-0.037234
16,-0.53165317,-0.5239748,"('unpopular', 'popular')",-0.5316532,-0.5239748,0.0076784
17,-0.36793,-0.33159703,"('nasty', 'nice')",-0.36793,-0.331597,0.036333
18,-0.38145941,-0.4361853,"('disagreeable', 'welcoming')",-0.3814594,-0.4361853,-0.0547259
19,-1.7550735,-1.7641433,"('inhospitable', 'hospitable')",-1.7550735,-1.7641433,-0.0090698
20,0.20298053,0.18788663,"('rough', 'thoughtful')",0.2029805,0.1878866,-0.0150939
21,0.32535493,0.32320246,"('immoral', 'moral')",0.3253549,0.3232025,-0.0021524
22,0.271061,0.21438996,"('untrustworthy', 'trustworthy')",0.271061,0.21439,-0.056671
23,3.5811884,3.562929,"('insincere', 'sincere')",3.5811884,3.5629289,-0.0182595
24,0.85888237,0.7747575,"('dishonest', 'honest')",0.8588824,0.7747575,-0.0841249
25,0.72326255,0.64622843,"('egoistic', 'altruistic')",0.7232625,0.6462284,-0.0770341
26,0.7247107,0.70759296,"('hardhearted', 'benevolent')",0.7247107,0.707593,-0.0171177
27,0.35407293,0.27374718,"('hardhearted', 'softhearted')",0.3540729,0.2737472,-0.0803257
28,0.88716537,0.7482405,"('disloyal', 'loyal')",0.8871654,0.7482405,-0.1389249
29,0.03387078,-0.058223214,"('unfair', 'fair')",0.0338708,-0.0582232,-0.092094
30,0.9197015,0.8849776,"('intolerant', 'tolerant')",0.9197015,0.8849776,-0.0347239
31,-1.1304116,-1.0889301,"('evil', 'good')",-1.1304116,-1.0889301,0.0414815
32,0.9244888,0.8419409,"('unkind', 'kind')",0.9244888,0.8419409,-0.0825479
33,0.02601824,0.0017102305,"('wrong', 'right')",0.0260182,0.0017102,-0.024308
34,2.7907228,2.8700976,"('mean', 'honorable')",2.7907228,2.8700976,0.0793748
35,-1.1648921,-1.257235,"('corrupt', 'incorrupt')",-1.1648921,-1.2572351,-0.092343
36,-0.6470858,-0.72538674,"('hostile', 'amicable')",-0.6470858,-0.7253867,-0.0783009
37,0.17088638,0.1657586,"('fake', 'genuine')",0.1708864,0.1657586,-0.0051278
38,0.2407847,0.19106145,"('untruthful', 'truthful')",0.2407847,0.1910615,-0.0497232
39,0.0939051,0.13407367,"('exploitative', 'cooperative')",0.0939051,0.1340737,0.0401686
40,-0.8889678,-0.95231336,"('stingy', 'generous')",-0.8889678,-0.9523134,-0.0633456
41,0.23995931,0.2038585,"('unforgiving', 'forgiving')",0.2399593,0.2038585,-0.0361008
42,-0.9610345,-0.9582824,"('unreliable', 'reliable')",-0.9610345,-0.9582824,0.0027521
43,0.43902084,0.44405398,"('irresponsible', 'responsible')",0.4390208,0.444054,0.0050332
44,-0.87548274,-0.8533273,"('prejudiced', 'unprejudiced')",-0.8754827,-0.8533273,0.0221554
45,-0.114695475,-0.14669448,"('incompetent', 'competent')",-0.1146955,-0.1466945,-0.031999
46,0.073267646,0.043744635,"('uncompetitive', 'competitive')",0.0732676,0.0437446,-0.029523
47,3.0858777,3.1140482,"('stupid', 'smart')",3.0858777,3.1140482,0.0281705
48,0.14274833,0.069743365,"('unintelligent', 'intelligent')",0.1427483,0.0697434,-0.0730049
49,-0.62773496,-0.61409783,"('unable', 'able')",-0.627735,-0.6140978,0.0136372
50,-0.39258873,-0.4387707,"('clumsy', 'skillful')",-0.3925887,-0.4387707,-0.046182
51,-0.11199161,-0.18677652,"('uneducated', 'educated')",-0.1119916,-0.1867765,-0.0747849
52,-0.5074737,-0.59992385,"('irrational', 'rational')",-0.5074737,-0.5999238,-0.0924501
53,-0.15365192,-0.26951623,"('uncreative', 'creative')",-0.1536519,-0.2695162,-0.1158643
54,0.109989405,0.11847852,"('incapable', 'capable')",0.1099894,0.1184785,0.0084891
55,0.6912227,0.6646584,"('incompetent', 'clever')",0.6912227,0.6646584,-0.0265643
