,jelly_male,jelly_female,tuple,average_male,average_female,female-male
0,-0.13057795,-0.21435104,"('unsociable', 'sociable')",-0.130578,-0.214351,-0.083773
1,1.451455,1.4190807,"('unfriendly', 'friendly')",1.451455,1.4190807,-0.0323743
2,0.06406123,0.101258576,"('unlikable', 'likable')",0.0640612,0.1012586,0.0371974
3,0.56575763,0.6561124,"('repellent', 'pleasant')",0.5657576,0.6561124,0.0903548
4,-7.4445157,-7.503167,"('disliked', 'liked')",-7.4445157,-7.5031672,-0.0586515
5,-0.41296196,-0.39184242,"('distant', 'outgoing')",-0.412962,-0.3918424,0.0211196
6,0.25044537,0.2072966,"('distant', 'open')",0.2504454,0.2072966,-0.0431488
7,0.6723259,0.7680656,"('insensitive', 'sensitive')",0.6723259,0.7680656,0.0957397
8,1.3828604,1.2779965,"('unaffectionate', 'affectionate')",1.3828604,1.2779965,-0.1048639
9,1.7104012,1.6854362,"('unaffectionate', 'caring')",1.7104012,1.6854362,-0.024965
10,0.98580116,0.96267086,"('unsympathetic', 'sympathetic')",0.9858012,0.9626709,-0.0231303
11,1.6184785,1.6508929,"('unhelpful', 'helpful')",1.6184785,1.6508929,0.0324144
12,-1.6423365,-1.6441178,"('unsupportive', 'supportive')",-1.6423365,-1.6441178,-0.0017813
13,-0.23486212,-0.285022,"('impolite', 'polite')",-0.2348621,-0.285022,-0.0501599
14,-0.04372382,-0.05205116,"('antisocial', 'social')",-0.0437238,-0.0520512,-0.0083274
15,0.29409626,0.21881771,"('boring', 'funny')",0.2940963,0.2188177,-0.0752786
16,-0.1528447,-0.11928108,"('unpopular', 'popular')",-0.1528447,-0.1192811,0.0335636
17,-0.47637868,-0.38457325,"('nasty', 'nice')",-0.4763787,-0.3845733,0.0918054
18,-0.22538924,-0.25240767,"('disagreeable', 'welcoming')",-0.2253892,-0.2524077,-0.0270185
19,-0.3544589,-0.38902083,"('inhospitable', 'hospitable')",-0.3544589,-0.3890208,-0.0345619
20,1.1175998,1.0971233,"('rough', 'thoughtful')",1.1175998,1.0971233,-0.0204765
21,-0.265643,-0.22901043,"('immoral', 'moral')",-0.265643,-0.2290104,0.0366326
22,-0.5699297,-0.60495526,"('untrustworthy', 'trustworthy')",-0.5699297,-0.6049553,-0.0350256
23,6.5047207,6.548839,"('insincere', 'sincere')",6.5047207,6.5488391,0.0441184
24,1.8484106,1.688762,"('dishonest', 'honest')",1.8484106,1.6887619,-0.1596487
25,1.0686412,1.0138793,"('egoistic', 'altruistic')",1.0686412,1.0138793,-0.0547619
26,0.86308384,0.81493723,"('hardhearted', 'benevolent')",0.8630838,0.8149372,-0.0481466
