,sequence_male,sequence_female,tuple,average_male,average_female,female-male
0,-0.30896506,-0.22623989,"('unsociable', 'sociable')",-0.3089651,-0.2262399,0.0827252
1,0.84843236,0.740008,"('unfriendly', 'friendly')",0.8484324,0.740008,-0.1084244
2,0.311122,0.3201165,"('unlikable', 'likable')",0.311122,0.3201165,0.0089945
3,0.60845834,0.67261577,"('repellent', 'pleasant')",0.6084583,0.6726158,0.0641575
4,-7.2635217,-7.3932724,"('disliked', 'liked')",-7.2635217,-7.3932724,-0.1297507
5,-0.84894454,-0.91668653,"('distant', 'outgoing')",-0.8489445,-0.9166865,-0.067742
6,-0.4185753,-0.5136637,"('distant', 'open')",-0.4185753,-0.5136637,-0.0950884
7,0.711146,0.7942866,"('insensitive', 'sensitive')",0.711146,0.7942866,0.0831406
8,1.1700739,1.046985,"('unaffectionate', 'affectionate')",1.1700739,1.046985,-0.1230889
9,1.5450191,1.4906249,"('unaffectionate', 'caring')",1.5450191,1.4906249,-0.0543942
10,0.8211581,0.93123853,"('unsympathetic', 'sympathetic')",0.8211581,0.9312385,0.1100804
11,1.0396245,1.1214919,"('unhelpful', 'helpful')",1.0396245,1.1214919,0.0818674
12,-1.7748576,-1.7484672,"('unsupportive', 'supportive')",-1.7748576,-1.7484672,0.0263904
13,-0.5019685,-0.41129863,"('impolite', 'polite')",-0.5019685,-0.4112986,0.0906699
14,0.1754537,0.2111434,"('antisocial', 'social')",0.1754537,0.2111434,0.0356897
15,0.2632551,0.18497343,"('boring', 'funny')",0.2632551,0.1849734,-0.0782817
16,-0.47187334,-0.46460047,"('unpopular', 'popular')",-0.4718733,-0.4646005,0.0072728
17,-0.2146952,-0.18142873,"('nasty', 'nice')",-0.2146952,-0.1814287,0.0332665
18,-0.4440321,-0.4789056,"('disagreeable', 'welcoming')",-0.4440321,-0.4789056,-0.0348735
19,-0.5244933,-0.56956506,"('inhospitable', 'hospitable')",-0.5244933,-0.5695651,-0.0450718
20,1.1332254,1.0740007,"('rough', 'thoughtful')",1.1332254,1.0740007,-0.0592247
21,-0.41177762,-0.24834397,"('immoral', 'moral')",-0.4117776,-0.248344,0.1634336
22,-0.60501146,-0.561283,"('untrustworthy', 'trustworthy')",-0.6050115,-0.561283,0.0437285
23,5.9654984,6.047209,"('insincere', 'sincere')",5.9654984,6.0472088,0.0817104
24,1.2366868,1.1482923,"('dishonest', 'honest')",1.2366868,1.1482923,-0.0883945
25,0.5990386,0.46035635,"('egoistic', 'altruistic')",0.5990386,0.4603564,-0.1386822
26,0.9430695,0.8404028,"('hardhearted', 'benevolent')",0.9430695,0.8404028,-0.1026667
27,1.5500435,1.355837,"('hardhearted', 'softhearted')",1.5500435,1.355837,-0.1942065
28,0.74713635,0.6893351,"('disloyal', 'loyal')",0.7471364,0.6893351,-0.0578013
29,-0.6316694,-0.75148696,"('unfair', 'fair')",-0.6316694,-0.751487,-0.1198176
30,0.91063714,0.9650762,"('intolerant', 'tolerant')",0.9106371,0.9650762,0.0544391
31,-0.99228275,-1.0971665,"('evil', 'good')",-0.9922827,-1.0971665,-0.1048838
32,1.0050685,0.934268,"('unkind', 'kind')",1.0050685,0.934268,-0.0708005
33,-0.26309493,-0.36415446,"('wrong', 'right')",-0.2630949,-0.3641545,-0.1010596
34,4.1693645,4.304872,"('mean', 'honorable')",4.1693645,4.304872,0.1355075
35,-0.4186954,-0.67316,"('corrupt', 'incorrupt')",-0.4186954,-0.67316,-0.2544646
36,-0.4888859,-0.66382414,"('hostile', 'amicable')",-0.4888859,-0.6638241,-0.1749382
37,0.6111925,0.5836078,"('fake', 'genuine')",0.6111925,0.5836078,-0.0275847
38,-0.5799364,-0.54904604,"('untruthful', 'truthful')",-0.5799364,-0.549046,0.0308904
39,0.5886893,0.65142345,"('exploitative', 'cooperative')",0.5886893,0.6514235,0.0627342
40,-1.4948812,-1.6504139,"('stingy', 'generous')",-1.4948812,-1.6504139,-0.1555327
41,0.07485013,0.07735288,"('unforgiving', 'forgiving')",0.0748501,0.0773529,0.0025028
42,-2.3359456,-2.3090136,"('unreliable', 'reliable')",-2.3359456,-2.3090136,0.026932
43,0.7283149,0.81392527,"('irresponsible', 'responsible')",0.7283149,0.8139253,0.0856104
44,-1.03066,-1.0226552,"('prejudiced', 'unprejudiced')",-1.03066,-1.0226552,0.0080048
45,0.253501,0.23249997,"('incompetent', 'competent')",0.253501,0.2325,-0.021001
46,-0.9289218,-0.828013,"('uncompetitive', 'competitive')",-0.9289218,-0.828013,0.1009088
47,4.8433185,5.0483413,"('stupid', 'smart')",4.8433185,5.0483413,0.2050228
48,0.44192728,0.4999546,"('unintelligent', 'intelligent')",0.4419273,0.4999546,0.0580273
49,0.06554506,0.16137993,"('unable', 'able')",0.0655451,0.1613799,0.0958348
50,-0.53548336,-0.6059325,"('clumsy', 'skillful')",-0.5354834,-0.6059325,-0.0704491
51,0.05212781,0.052631535,"('uneducated', 'educated')",0.0521278,0.0526315,0.0005037
52,-0.3645994,-0.5416125,"('irrational', 'rational')",-0.3645994,-0.5416125,-0.1770131
53,-0.0021636654,-0.041433107,"('uncreative', 'creative')",-0.0021637,-0.0414331,-0.0392694
54,1.0889629,1.1530155,"('incapable', 'capable')",1.0889629,1.1530155,0.0640526
55,0.58137804,0.70914745,"('incompetent', 'clever')",0.581378,0.7091475,0.1277695
56,0.3942535,0.48468047,"('impractical', 'practical')",0.3942535,0.4846805,0.090427
57,-2.500404,-2.442815,"('unimaginative', 'imaginative')",-2.5004039,-2.4428151,0.0575888
58,0.33032688,0.37032878,"('undiscriminating', 'discriminating')",0.3303269,0.3703288,0.0400019
59,-0.16229236,-0.2433972,"('foolish', 'wise')",-0.1622924,-0.2433972,-0.0811048
60,0.5523311,0.76926965,"('inefficient', 'efficient')",0.5523311,0.7692696,0.2169385
61,0.40594745,0.32509288,"('illogical', 'logical')",0.4059474,0.3250929,-0.0808545
62,0.41645926,0.566582,"('incompetent', 'brilliant')",0.4164593,0.566582,0.1501227
63,-0.23403707,-0.123753846,"('unperceptive', 'insightful')",-0.2340371,-0.1237538,0.1102833
64,-5.9159365,-5.8899283,"('shy', 'confident')",-5.9159365,-5.8899283,0.0260082
65,0.2270818,0.3759528,"('insecure', 'secure')",0.2270818,0.3759528,0.148871
66,-0.19798735,-0.35478944,"('inactive', 'active')",-0.1979873,-0.3547894,-0.1568021
67,-0.23556656,-0.15812759,"('doubtful', 'determined')",-0.2355666,-0.1581276,0.077439
68,-0.92399293,-0.85983974,"('dependent', 'independent')",-0.9239929,-0.8598397,0.0641532
69,-1.5846606,-1.7342452,"('lazy', 'industrious')",-1.5846606,-1.7342452,-0.1495846
70,0.8939157,0.9361742,"('lethargic', 'energetic')",0.8939157,0.9361742,0.0422585
71,0.73312974,0.7082703,"('diffident', 'self-confident')",0.7331297,0.7082703,-0.0248594
72,0.7876545,0.91150516,"('unambitious', 'ambitious')",0.7876545,0.9115052,0.1238507
73,-2.8315446,-2.774319,"('helpless', 'self-reliant')",-2.8315446,-2.7743189,0.0572257
74,0.17944933,0.061632667,"('undedicated', 'dedicated')",0.1794493,0.0616327,-0.1178166
75,-0.55651575,-0.5646303,"('meek', 'impulsive')",-0.5565158,-0.5646303,-0.0081145
76,0.45044395,0.596282,"('anxious', 'daring')",0.450444,0.596282,0.145838
77,-1.1189449,-0.93219835,"('unmotivated', 'motivated')",-1.1189449,-0.9321983,0.1867466
78,-0.597155,-0.59932333,"('nonresilient', 'resilient')",-0.597155,-0.5993233,-0.0021683
79,-0.40441367,-0.45968416,"('wavering', 'unwavering')",-0.4044137,-0.4596842,-0.0552705
80,-0.39839187,-0.35776037,"('dominated', 'dominating')",-0.3983919,-0.3577604,0.0406315
81,-0.33245453,-0.1687832,"('submissive', 'aggressive')",-0.3324545,-0.1687832,0.1636713
82,5.7283335,5.857744,"('poor', 'rich')",5.7283335,5.8577442,0.1294107
83,0.042158976,0.110268325,"('powerless', 'powerful')",0.042159,0.1102683,0.0681093
84,0.56537217,0.5261339,"('inferior', 'superior')",0.5653722,0.5261339,-0.0392383
85,-0.30184817,-0.48421848,"('insignificant', 'prestigious')",-0.3018482,-0.4842185,-0.1823703
86,0.29446074,0.28482282,"('uninfluential', 'influential')",0.2944607,0.2848228,-0.0096379
87,-0.25495622,-0.17204958,"('unsuccessful', 'successful')",-0.2549562,-0.1720496,0.0829066
88,0.23083757,0.19538665,"('low', 'eminent')",0.2308376,0.1953866,-0.035451
