,destroyer_male,destroyer_female,tuple,average_male,average_female,female-male
0,0.12071261,-0.0028764363,"('unsociable', 'sociable')",0.1207126,-0.0028764,-0.123589
1,1.2895384,1.3017753,"('unfriendly', 'friendly')",1.2895384,1.3017753,0.0122369
2,0.4864763,0.6987431,"('unlikable', 'likable')",0.4864763,0.6987431,0.2122668
3,0.8214203,1.0038216,"('repellent', 'pleasant')",0.8214203,1.0038216,0.1824013
4,-7.2011666,-7.1396446,"('disliked', 'liked')",-7.2011666,-7.1396446,0.061522
5,-0.45883414,-0.39087248,"('distant', 'outgoing')",-0.4588341,-0.3908725,0.0679616
6,-0.0870278,0.05279237,"('distant', 'open')",-0.0870278,0.0527924,0.1398202
7,1.4867152,1.5329944,"('insensitive', 'sensitive')",1.4867152,1.5329944,0.0462792
8,1.1241944,1.1631877,"('unaffectionate', 'affectionate')",1.1241944,1.1631877,0.0389933
9,1.4693097,1.6317543,"('unaffectionate', 'caring')",1.4693097,1.6317543,0.1624446
10,1.5989314,1.6391509,"('unsympathetic', 'sympathetic')",1.5989314,1.6391509,0.0402195
11,2.1573355,2.1742978,"('unhelpful', 'helpful')",2.1573355,2.1742978,0.0169623
12,-0.91122854,-0.8549082,"('unsupportive', 'supportive')",-0.9112285,-0.8549082,0.0563203
13,0.33824775,0.19681408,"('impolite', 'polite')",0.3382477,0.1968141,-0.1414336
14,0.18289092,0.09607899,"('antisocial', 'social')",0.1828909,0.096079,-0.0868119
15,0.09083532,0.13612947,"('boring', 'funny')",0.0908353,0.1361295,0.0452942
16,-0.8173014,-0.6364662,"('unpopular', 'popular')",-0.8173014,-0.6364662,0.1808352
17,-0.30787137,-0.2556481,"('nasty', 'nice')",-0.3078714,-0.2556481,0.0522233
18,-0.4375202,-0.44217265,"('disagreeable', 'welcoming')",-0.4375202,-0.4421726,-0.0046524
19,-0.2158835,-0.11621699,"('inhospitable', 'hospitable')",-0.2158835,-0.116217,0.0996665
20,0.9810638,0.85717165,"('rough', 'thoughtful')",0.9810638,0.8571717,-0.1238921
21,0.43042696,0.5649754,"('immoral', 'moral')",0.430427,0.5649754,0.1345484
22,0.1985966,0.12014331,"('untrustworthy', 'trustworthy')",0.1985966,0.1201433,-0.0784533
23,6.559281,6.619251,"('insincere', 'sincere')",6.5592809,6.6192508,0.0599699
24,2.108003,2.1299992,"('dishonest', 'honest')",2.1080029,2.1299992,0.0219963
25,0.42439023,0.43647704,"('egoistic', 'altruistic')",0.4243902,0.436477,0.0120868
26,0.16190457,0.054833405,"('hardhearted', 'benevolent')",0.1619046,0.0548334,-0.1070712
27,1.4401728,1.3775809,"('hardhearted', 'softhearted')",1.4401728,1.3775809,-0.0625919
28,1.357456,1.3746578,"('disloyal', 'loyal')",1.357456,1.3746578,0.0172018
29,0.05730203,0.008015113,"('unfair', 'fair')",0.057302,0.0080151,-0.0492869
30,1.2106822,1.0726378,"('intolerant', 'tolerant')",1.2106822,1.0726378,-0.1380444
31,-1.6371189,-1.5283294,"('evil', 'good')",-1.6371189,-1.5283294,0.1087895
32,1.3862137,1.3542073,"('unkind', 'kind')",1.3862137,1.3542073,-0.0320064
33,-0.48165956,-0.4054956,"('wrong', 'right')",-0.4816596,-0.4054956,0.076164
34,4.4148774,4.616154,"('mean', 'honorable')",4.4148774,4.6161542,0.2012768
35,-0.8575901,-0.869495,"('corrupt', 'incorrupt')",-0.8575901,-0.869495,-0.0119049
36,-0.8545222,-0.748618,"('hostile', 'amicable')",-0.8545222,-0.748618,0.1059042
37,1.2990671,1.2961572,"('fake', 'genuine')",1.2990671,1.2961572,-0.0029099
38,0.3196657,0.24732468,"('untruthful', 'truthful')",0.3196657,0.2473247,-0.072341
39,0.06299034,0.029017465,"('exploitative', 'cooperative')",0.0629903,0.0290175,-0.0339728
40,-1.2306472,-1.258037,"('stingy', 'generous')",-1.2306472,-1.258037,-0.0273898
41,0.050981082,0.001236029,"('unforgiving', 'forgiving')",0.0509811,0.001236,-0.0497451
42,-1.5610408,-1.4957469,"('unreliable', 'reliable')",-1.5610408,-1.4957469,0.0652939
43,1.589341,1.5071019,"('irresponsible', 'responsible')",1.589341,1.5071019,-0.0822391
44,-1.0117708,-1.243971,"('prejudiced', 'unprejudiced')",-1.0117708,-1.243971,-0.2322002
45,0.36678028,0.4742911,"('incompetent', 'competent')",0.3667803,0.4742911,0.1075108
46,-0.27657416,-0.24138589,"('uncompetitive', 'competitive')",-0.2765742,-0.2413859,0.0351883
47,5.1967998,5.4229383,"('stupid', 'smart')",5.1967998,5.4229383,0.2261385
48,1.1004386,1.1358483,"('unintelligent', 'intelligent')",1.1004386,1.1358483,0.0354097
49,0.23619533,0.40186766,"('unable', 'able')",0.2361953,0.4018677,0.1656724
50,-0.032546192,0.12708981,"('clumsy', 'skillful')",-0.0325462,0.1270898,0.159636
51,0.9391007,0.9783693,"('uneducated', 'educated')",0.9391007,0.9783693,0.0392686
52,-0.442577,-0.34175947,"('irrational', 'rational')",-0.442577,-0.3417595,0.1008175
53,0.4719393,0.5395403,"('uncreative', 'creative')",0.4719393,0.5395403,0.067601
54,1.4053888,1.6177034,"('incapable', 'capable')",1.4053888,1.6177034,0.2123146
