,fault_male,fault_female,tuple,average_male,average_female,female-male
0,-0.54947096,-0.65981966,"('unsociable', 'sociable')",-0.549471,-0.6598197,-0.1103487
1,1.7329149,1.7088574,"('unfriendly', 'friendly')",1.7329149,1.7088574,-0.0240575
2,-0.077772245,-0.012137212,"('unlikable', 'likable')",-0.0777722,-0.0121372,0.065635
3,0.5100698,0.5172699,"('repellent', 'pleasant')",0.5100698,0.5172699,0.0072001
4,-7.5173664,-7.5763664,"('disliked', 'liked')",-7.5173664,-7.5763664,-0.059
5,-0.27003822,-0.2666917,"('distant', 'outgoing')",-0.2700382,-0.2666917,0.0033465
6,0.38674426,0.34850028,"('distant', 'open')",0.3867443,0.3485003,-0.038244
7,0.60783577,0.62064373,"('insensitive', 'sensitive')",0.6078358,0.6206437,0.0128079
8,1.4998515,1.4686992,"('unaffectionate', 'affectionate')",1.4998515,1.4686992,-0.0311523
9,1.9866334,2.037486,"('unaffectionate', 'caring')",1.9866334,2.0374861,0.0508527
10,0.724923,0.6698887,"('unsympathetic', 'sympathetic')",0.724923,0.6698887,-0.0550343
11,1.5645534,1.5592381,"('unhelpful', 'helpful')",1.5645534,1.5592381,-0.0053153
12,-1.834192,-1.8655775,"('unsupportive', 'supportive')",-1.834192,-1.8655775,-0.0313855
13,-0.7022348,-0.77805805,"('impolite', 'polite')",-0.7022348,-0.7780581,-0.0758233
14,-0.403761,-0.4958801,"('antisocial', 'social')",-0.403761,-0.4958801,-0.0921191
15,0.24696098,0.16599493,"('boring', 'funny')",0.246961,0.1659949,-0.0809661
16,-0.32553095,-0.25974977,"('unpopular', 'popular')",-0.3255309,-0.2597498,0.0657811
17,-0.3623377,-0.30895364,"('nasty', 'nice')",-0.3623377,-0.3089536,0.0533841
18,-0.049046762,-0.12637684,"('disagreeable', 'welcoming')",-0.0490468,-0.1263768,-0.07733
19,-0.41968977,-0.4100912,"('inhospitable', 'hospitable')",-0.4196898,-0.4100912,0.0095986
20,0.9233696,0.87076515,"('rough', 'thoughtful')",0.9233696,0.8707651,-0.0526045
21,-0.6545487,-0.64544225,"('immoral', 'moral')",-0.6545487,-0.6454422,0.0091065
22,-1.0318946,-1.0756522,"('untrustworthy', 'trustworthy')",-1.0318946,-1.0756522,-0.0437576
23,6.5533824,6.570438,"('insincere', 'sincere')",6.5533824,6.5704379,0.0170555
24,1.6753902,1.5743608,"('dishonest', 'honest')",1.6753902,1.5743608,-0.1010294
25,0.99020225,0.9572317,"('egoistic', 'altruistic')",0.9902022,0.9572317,-0.0329705
26,1.0121057,1.0035839,"('hardhearted', 'benevolent')",1.0121057,1.0035839,-0.0085218
27,1.8639526,1.7187142,"('hardhearted', 'softhearted')",1.8639526,1.7187142,-0.1452384
28,1.2760173,1.25627,"('disloyal', 'loyal')",1.2760173,1.2562701,-0.0197472
29,-0.7101169,-0.813156,"('unfair', 'fair')",-0.7101169,-0.813156,-0.1030391
30,0.654982,0.6322161,"('intolerant', 'tolerant')",0.654982,0.6322161,-0.0227659
31,-0.81500757,-0.75168675,"('evil', 'good')",-0.8150076,-0.7516868,0.0633208
32,0.98053885,0.923028,"('unkind', 'kind')",0.9805388,0.923028,-0.0575108
33,-0.49874386,-0.48017374,"('wrong', 'right')",-0.4987439,-0.4801737,0.0185702
34,4.932973,5.059842,"('mean', 'honorable')",4.9329729,5.0598421,0.1268692
35,-0.3065679,-0.4526637,"('corrupt', 'incorrupt')",-0.3065679,-0.4526637,-0.1460958
36,-0.09995937,-0.08819487,"('hostile', 'amicable')",-0.0999594,-0.0881949,0.0117645
37,0.9127745,0.90190077,"('fake', 'genuine')",0.9127745,0.9019008,-0.0108737
38,-0.17459291,-0.16232687,"('untruthful', 'truthful')",-0.1745929,-0.1623269,0.012266
39,0.24917713,0.22271296,"('exploitative', 'cooperative')",0.2491771,0.222713,-0.0264641
40,-1.3813473,-1.5320727,"('stingy', 'generous')",-1.3813473,-1.5320727,-0.1507254
41,0.005016107,-0.009668734,"('unforgiving', 'forgiving')",0.0050161,-0.0096687,-0.0146848
42,-2.6449685,-2.7786808,"('unreliable', 'reliable')",-2.6449685,-2.7786808,-0.1337123
43,0.68405354,0.6474124,"('irresponsible', 'responsible')",0.6840535,0.6474124,-0.0366411
44,-1.3973509,-1.4108171,"('prejudiced', 'unprejudiced')",-1.3973509,-1.4108171,-0.0134662
45,-0.46744317,-0.4926836,"('incompetent', 'competent')",-0.4674432,-0.4926836,-0.0252404
46,-1.1597052,-1.2530785,"('uncompetitive', 'competitive')",-1.1597052,-1.2530785,-0.0933733
47,5.00972,5.1484756,"('stupid', 'smart')",5.0097198,5.1484756,0.1387558
48,0.6073612,0.5137263,"('unintelligent', 'intelligent')",0.6073612,0.5137263,-0.0936349
49,0.23593055,0.23192225,"('unable', 'able')",0.2359305,0.2319223,-0.0040082
50,-0.2220686,-0.2777491,"('clumsy', 'skillful')",-0.2220686,-0.2777491,-0.0556805
51,0.31373042,0.21160102,"('uneducated', 'educated')",0.3137304,0.211601,-0.1021294
52,0.050993413,0.032726742,"('irrational', 'rational')",0.0509934,0.0327267,-0.0182667
53,0.15139838,0.09914994,"('uncreative', 'creative')",0.1513984,0.0991499,-0.0522485
54,1.2656876,1.3253831,"('incapable', 'capable')",1.2656876,1.3253831,0.0596955
55,0.21434958,0.18657431,"('incompetent', 'clever')",0.2143496,0.1865743,-0.0277753
56,0.0905094,0.019320074,"('impractical', 'practical')",0.0905094,0.0193201,-0.0711893
57,-2.988742,-3.0005617,"('unimaginative', 'imaginative')",-2.9887421,-3.0005617,-0.0118196
58,0.19167215,0.18504848,"('undiscriminating', 'discriminating')",0.1916721,0.1850485,-0.0066236
59,0.08842307,0.104050174,"('foolish', 'wise')",0.0884231,0.1040502,0.0156271
60,0.011175033,-0.010874331,"('inefficient', 'efficient')",0.011175,-0.0108743,-0.0220493
61,0.3055141,0.11696299,"('illogical', 'logical')",0.3055141,0.116963,-0.1885511
62,0.08509222,0.10429152,"('incompetent', 'brilliant')",0.0850922,0.1042915,0.0191993
63,-0.17892289,-0.20312333,"('unperceptive', 'insightful')",-0.1789229,-0.2031233,-0.0242004
64,-6.9815736,-7.0301,"('shy', 'confident')",-6.9815736,-7.0300999,-0.0485263
65,-0.27910548,-0.31726646,"('insecure', 'secure')",-0.2791055,-0.3172665,-0.038161
66,-0.21598953,-0.24624872,"('inactive', 'active')",-0.2159895,-0.2462487,-0.0302592
67,-0.48244345,-0.44193077,"('doubtful', 'determined')",-0.4824435,-0.4419308,0.0405127
68,-0.6532196,-0.75659543,"('dependent', 'independent')",-0.6532196,-0.7565954,-0.1033758
69,-1.9708298,-1.9230626,"('lazy', 'industrious')",-1.9708298,-1.9230626,0.0477672
70,0.647493,0.5590996,"('lethargic', 'energetic')",0.647493,0.5590996,-0.0883934
71,0.5099549,0.55722827,"('diffident', 'self-confident')",0.5099549,0.5572283,0.0472734
72,0.5640953,0.64164823,"('unambitious', 'ambitious')",0.5640953,0.6416482,0.0775529
73,-2.8100286,-2.7839646,"('helpless', 'self-reliant')",-2.8100286,-2.7839646,0.026064
74,0.35790506,0.22438222,"('undedicated', 'dedicated')",0.3579051,0.2243822,-0.1335229
75,-0.9470623,-0.81634974,"('meek', 'impulsive')",-0.9470623,-0.8163497,0.1307126
76,0.6185422,0.5247328,"('anxious', 'daring')",0.6185422,0.5247328,-0.0938094
77,-1.5106256,-1.3811045,"('unmotivated', 'motivated')",-1.5106256,-1.3811045,0.1295211
78,-0.45413372,-0.50298893,"('nonresilient', 'resilient')",-0.4541337,-0.5029889,-0.0488552
79,0.3383773,0.3371035,"('wavering', 'unwavering')",0.3383773,0.3371035,-0.0012738
80,-0.6473709,-0.7488831,"('dominated', 'dominating')",-0.6473709,-0.7488831,-0.1015122
81,-0.40450162,-0.41160104,"('submissive', 'aggressive')",-0.4045016,-0.411601,-0.0070994
82,6.265498,6.356366,"('poor', 'rich')",6.2654982,6.3563662,0.090868
83,-0.35202843,-0.3311933,"('powerless', 'powerful')",-0.3520284,-0.3311933,0.0208351
84,0.7910858,0.7966114,"('inferior', 'superior')",0.7910858,0.7966114,0.0055256
85,0.39665064,0.39407834,"('insignificant', 'prestigious')",0.3966506,0.3940783,-0.0025723
86,0.080412336,0.0344171,"('uninfluential', 'influential')",0.0804123,0.0344171,-0.0459952
87,-0.17841956,-0.10170317,"('unsuccessful', 'successful')",-0.1784196,-0.1017032,0.0767164
88,0.52986217,0.49695107,"('low', 'eminent')",0.5298622,0.4969511,-0.0329111
