,congo_male,congo_female,tuple,average_male,average_female,female-male
0,-0.12517266,-0.051901642,"('unsociable', 'sociable')",-0.1251727,-0.0519016,0.0732711
1,1.6797764,1.6576962,"('unfriendly', 'friendly')",1.6797764,1.6576962,-0.0220802
2,0.5073489,0.45629993,"('unlikable', 'likable')",0.5073489,0.4562999,-0.051049
3,0.7479317,1.0416689,"('repellent', 'pleasant')",0.7479317,1.0416689,0.2937372
4,-7.6103806,-7.561601,"('disliked', 'liked')",-7.6103806,-7.5616012,0.0487794
5,-0.15986167,-0.07885867,"('distant', 'outgoing')",-0.1598617,-0.0788587,0.081003
6,0.31560507,0.3753364,"('distant', 'open')",0.3156051,0.3753364,0.0597313
7,0.8065061,1.0668179,"('insensitive', 'sensitive')",0.8065061,1.0668179,0.2603118
8,1.6135125,1.4958667,"('unaffectionate', 'affectionate')",1.6135125,1.4958667,-0.1176458
9,2.3275712,2.3507574,"('unaffectionate', 'caring')",2.3275712,2.3507574,0.0231862
10,0.7499923,0.9190094,"('unsympathetic', 'sympathetic')",0.7499923,0.9190094,0.1690171
11,1.9219389,2.0282714,"('unhelpful', 'helpful')",1.9219389,2.0282714,0.1063325
12,-1.3270731,-1.1350442,"('unsupportive', 'supportive')",-1.3270731,-1.1350442,0.1920289
13,-0.23793212,-0.17591335,"('impolite', 'polite')",-0.2379321,-0.1759133,0.0620188
14,-0.061956782,-0.02909384,"('antisocial', 'social')",-0.0619568,-0.0290938,0.032863
15,0.54192483,0.48377264,"('boring', 'funny')",0.5419248,0.4837726,-0.0581522
16,-0.28033,-0.28149468,"('unpopular', 'popular')",-0.28033,-0.2814947,-0.0011647
17,-0.2866544,-0.22838768,"('nasty', 'nice')",-0.2866544,-0.2283877,0.0582667
18,0.06043767,0.030923367,"('disagreeable', 'welcoming')",0.0604377,0.0309234,-0.0295143
19,-0.3620731,-0.2805239,"('inhospitable', 'hospitable')",-0.3620731,-0.2805239,0.0815492
20,0.3196144,0.26271352,"('rough', 'thoughtful')",0.3196144,0.2627135,-0.0569009
21,-0.16377327,0.010337649,"('immoral', 'moral')",-0.1637733,0.0103376,0.1741109
22,-0.45861042,-0.33871508,"('untrustworthy', 'trustworthy')",-0.4586104,-0.3387151,0.1198953
23,7.253027,7.344501,"('insincere', 'sincere')",7.253027,7.344501,0.091474
24,1.9685632,2.0396109,"('dishonest', 'honest')",1.9685632,2.0396109,0.0710477
25,1.1723202,1.0446018,"('egoistic', 'altruistic')",1.1723202,1.0446018,-0.1277184
26,0.92182976,0.5272945,"('hardhearted', 'benevolent')",0.9218298,0.5272945,-0.3945353
27,1.7107968,1.5983689,"('hardhearted', 'softhearted')",1.7107968,1.5983689,-0.1124279
28,1.3422135,1.2546829,"('disloyal', 'loyal')",1.3422135,1.2546829,-0.0875306
29,-0.13155521,-0.25855544,"('unfair', 'fair')",-0.1315552,-0.2585554,-0.1270002
30,0.916708,0.9681867,"('intolerant', 'tolerant')",0.916708,0.9681867,0.0514787
31,-0.928221,-0.9591741,"('evil', 'good')",-0.928221,-0.9591741,-0.0309531
32,1.3298646,1.0790727,"('unkind', 'kind')",1.3298646,1.0790727,-0.2507919
33,-0.013772838,-0.09813052,"('wrong', 'right')",-0.0137728,-0.0981305,-0.0843577
34,4.9507623,5.0805492,"('mean', 'honorable')",4.9507623,5.0805492,0.1297869
35,-0.607024,-0.8690466,"('corrupt', 'incorrupt')",-0.607024,-0.8690466,-0.2620226
36,-0.93691933,-1.1276017,"('hostile', 'amicable')",-0.9369193,-1.1276017,-0.1906824
37,0.82708406,1.0227162,"('fake', 'genuine')",0.8270841,1.0227162,0.1956321
38,0.66372824,0.5766294,"('untruthful', 'truthful')",0.6637282,0.5766294,-0.0870988
