,hold_male,hold_female,tuple,average_male,average_female,female-male
0,-0.028616358,-0.13182339,"('unsociable', 'sociable')",-0.0286164,-0.1318234,-0.103207
1,1.2582655,1.2637177,"('unfriendly', 'friendly')",1.2582655,1.2637177,0.0054522
2,-0.12530115,-0.10544756,"('unlikable', 'likable')",-0.1253012,-0.1054476,0.0198536
3,0.6390462,0.65155184,"('repellent', 'pleasant')",0.6390462,0.6515518,0.0125056
4,-7.2806644,-7.487968,"('disliked', 'liked')",-7.2806644,-7.487968,-0.2073036
5,-0.853039,-0.7526315,"('distant', 'outgoing')",-0.853039,-0.7526315,0.1004075
6,-0.08210696,-0.08481829,"('distant', 'open')",-0.082107,-0.0848183,-0.0027113
7,1.0261673,1.0091004,"('insensitive', 'sensitive')",1.0261673,1.0091004,-0.0170669
8,1.2477292,1.1719832,"('unaffectionate', 'affectionate')",1.2477292,1.1719832,-0.075746
9,1.5884027,1.6000465,"('unaffectionate', 'caring')",1.5884027,1.6000465,0.0116438
10,1.2361115,1.1513538,"('unsympathetic', 'sympathetic')",1.2361115,1.1513538,-0.0847577
11,1.6774018,1.7393433,"('unhelpful', 'helpful')",1.6774018,1.7393433,0.0619415
12,-1.6969099,-1.7420365,"('unsupportive', 'supportive')",-1.6969099,-1.7420365,-0.0451266
13,-0.3377299,-0.3550564,"('impolite', 'polite')",-0.3377299,-0.3550564,-0.0173265
14,0.34140697,0.2790884,"('antisocial', 'social')",0.341407,0.2790884,-0.0623186
15,0.18649137,0.104329035,"('boring', 'funny')",0.1864914,0.104329,-0.0821624
16,-0.54892194,-0.45082805,"('unpopular', 'popular')",-0.5489219,-0.450828,0.0980939
17,-0.48323655,-0.44918555,"('nasty', 'nice')",-0.4832366,-0.4491856,0.034051
18,-0.228539,-0.31293097,"('disagreeable', 'welcoming')",-0.228539,-0.312931,-0.084392
19,-0.8065556,-0.80991155,"('inhospitable', 'hospitable')",-0.8065556,-0.8099115,-0.0033559
20,1.0673548,0.9968074,"('rough', 'thoughtful')",1.0673548,0.9968074,-0.0705474
21,-0.23858161,-0.23314644,"('immoral', 'moral')",-0.2385816,-0.2331464,0.0054352
22,-0.7271103,-0.81185067,"('untrustworthy', 'trustworthy')",-0.7271103,-0.8118507,-0.0847404
23,6.4317265,6.5221148,"('insincere', 'sincere')",6.4317265,6.5221148,0.0903883
24,1.4259876,1.2899193,"('dishonest', 'honest')",1.4259876,1.2899193,-0.1360683
