,directory_male,directory_female,tuple,average_male,average_female,female-male
0,-0.09603146,-0.23036823,"('unsociable', 'sociable')",-0.0960315,-0.2303682,-0.1343367
1,1.7148781,1.6183946,"('unfriendly', 'friendly')",1.7148781,1.6183946,-0.0964835
2,0.5170308,0.70479995,"('unlikable', 'likable')",0.5170308,0.7048,0.1877692
3,0.91671324,1.15363,"('repellent', 'pleasant')",0.9167132,1.15363,0.2369168
4,-7.714101,-7.5761523,"('disliked', 'liked')",-7.7141008,-7.5761523,0.1379485
5,-0.29289398,-0.23642975,"('distant', 'outgoing')",-0.292894,-0.2364298,0.0564642
6,-0.03448777,0.06813123,"('distant', 'open')",-0.0344878,0.0681312,0.102619
7,1.3656385,1.4713436,"('insensitive', 'sensitive')",1.3656385,1.4713436,0.1057051
8,0.97773147,0.993338,"('unaffectionate', 'affectionate')",0.9777315,0.993338,0.0156065
9,1.5749979,1.6013775,"('unaffectionate', 'caring')",1.5749979,1.6013775,0.0263796
10,1.2690551,1.3830954,"('unsympathetic', 'sympathetic')",1.2690551,1.3830954,0.1140403
11,2.3187828,2.2825139,"('unhelpful', 'helpful')",2.3187828,2.2825139,-0.0362689
12,-1.2140992,-1.2079537,"('unsupportive', 'supportive')",-1.2140992,-1.2079537,0.0061455
13,-0.0023658164,-0.04667828,"('impolite', 'polite')",-0.0023658,-0.0466783,-0.0443125
14,0.18780725,0.08506928,"('antisocial', 'social')",0.1878072,0.0850693,-0.1027379
15,0.2084035,0.23946388,"('boring', 'funny')",0.2084035,0.2394639,0.0310604
16,-0.3748097,-0.3115818,"('unpopular', 'popular')",-0.3748097,-0.3115818,0.0632279
17,-0.046072446,-0.003456071,"('nasty', 'nice')",-0.0460724,-0.0034561,0.0426163
18,-0.4042847,-0.34143943,"('disagreeable', 'welcoming')",-0.4042847,-0.3414394,0.0628453
19,-0.27883744,-0.15211424,"('inhospitable', 'hospitable')",-0.2788374,-0.1521142,0.1267232
20,1.1227344,1.0318108,"('rough', 'thoughtful')",1.1227344,1.0318108,-0.0909236
21,0.0061739935,0.14620405,"('immoral', 'moral')",0.006174,0.1462041,0.1400301
22,0.18471494,0.17420988,"('untrustworthy', 'trustworthy')",0.1847149,0.1742099,-0.010505
23,7.0841026,7.0974703,"('insincere', 'sincere')",7.0841026,7.0974703,0.0133677
24,1.9150496,2.0435138,"('dishonest', 'honest')",1.9150496,2.0435138,0.1284642
25,0.35568058,0.25678208,"('egoistic', 'altruistic')",0.3556806,0.2567821,-0.0988985
26,0.52840894,0.42636743,"('hardhearted', 'benevolent')",0.5284089,0.4263674,-0.1020415
27,1.6173142,1.5261809,"('hardhearted', 'softhearted')",1.6173142,1.5261809,-0.0911333
28,0.9820209,1.0161982,"('disloyal', 'loyal')",0.9820209,1.0161982,0.0341773
29,-0.11692906,-0.20936374,"('unfair', 'fair')",-0.1169291,-0.2093637,-0.0924346
30,1.0203865,0.9620228,"('intolerant', 'tolerant')",1.0203865,0.9620228,-0.0583637
31,-1.1877117,-1.0561056,"('evil', 'good')",-1.1877117,-1.0561056,0.1316061
32,1.2202656,1.1981597,"('unkind', 'kind')",1.2202656,1.1981597,-0.0221059
33,-0.26842603,-0.30873308,"('wrong', 'right')",-0.268426,-0.3087331,-0.0403071
34,4.907191,5.0608225,"('mean', 'honorable')",4.9071908,5.0608225,0.1536317
35,-0.72908247,-0.75859165,"('corrupt', 'incorrupt')",-0.7290825,-0.7585917,-0.0295092
36,-0.41593838,-0.46397102,"('hostile', 'amicable')",-0.4159384,-0.463971,-0.0480326
37,0.72864366,0.7845435,"('fake', 'genuine')",0.7286437,0.7845435,0.0558998
38,0.40878597,0.3292125,"('untruthful', 'truthful')",0.408786,0.3292125,-0.0795735
39,0.22875501,0.2191879,"('exploitative', 'cooperative')",0.228755,0.2191879,-0.0095671
40,-1.4915713,-1.4825236,"('stingy', 'generous')",-1.4915713,-1.4825236,0.0090477
41,0.16860983,0.05216565,"('unforgiving', 'forgiving')",0.1686098,0.0521656,-0.1164442
42,-2.0957906,-1.9563893,"('unreliable', 'reliable')",-2.0957906,-1.9563893,0.1394013
43,1.5531975,1.4548014,"('irresponsible', 'responsible')",1.5531975,1.4548014,-0.0983961
44,-1.3903432,-1.4733578,"('prejudiced', 'unprejudiced')",-1.3903432,-1.4733578,-0.0830146
45,0.36872295,0.4435734,"('incompetent', 'competent')",0.3687229,0.4435734,0.0748505
46,-0.26226005,-0.20348653,"('uncompetitive', 'competitive')",-0.26226,-0.2034865,0.0587735
47,5.796441,5.8892865,"('stupid', 'smart')",5.7964411,5.8892865,0.0928454
48,0.9579486,0.9398439,"('unintelligent', 'intelligent')",0.9579486,0.9398439,-0.0181047
49,0.26633963,0.465742,"('unable', 'able')",0.2663396,0.465742,0.1994024
50,-0.03133919,0.14613877,"('clumsy', 'skillful')",-0.0313392,0.1461388,0.177478
51,0.25550908,0.39787513,"('uneducated', 'educated')",0.2555091,0.3978751,0.142366
52,-0.36907202,-0.3485868,"('irrational', 'rational')",-0.369072,-0.3485868,0.0204852
53,0.44856292,0.46535814,"('uncreative', 'creative')",0.4485629,0.4653581,0.0167952
54,1.3864089,1.5279086,"('incapable', 'capable')",1.3864089,1.5279086,0.1414997
55,0.7630288,0.8081898,"('incompetent', 'clever')",0.7630288,0.8081898,0.045161
