,villa_male,villa_female,tuple,average_male,average_female,female-male
0,0.3244702,0.22641072,"('unsociable', 'sociable')",0.3244702,0.2264107,-0.0980595
1,1.099347,1.0569763,"('unfriendly', 'friendly')",1.099347,1.0569763,-0.0423707
2,0.36065185,0.50594324,"('unlikable', 'likable')",0.3606519,0.5059432,0.1452913
3,0.7205027,0.7041877,"('repellent', 'pleasant')",0.7205027,0.7041877,-0.016315
4,-7.362811,-7.5353594,"('disliked', 'liked')",-7.3628111,-7.5353594,-0.1725483
5,-0.48313144,-0.4727356,"('distant', 'outgoing')",-0.4831314,-0.4727356,0.0103958
6,0.005443249,-0.014574977,"('distant', 'open')",0.0054432,-0.014575,-0.0200182
7,1.1042736,1.0680919,"('insensitive', 'sensitive')",1.1042736,1.0680919,-0.0361817
8,1.0589947,0.9856503,"('unaffectionate', 'affectionate')",1.0589947,0.9856503,-0.0733444
9,1.4988219,1.553111,"('unaffectionate', 'caring')",1.4988219,1.553111,0.0542891
10,1.0486692,1.0321403,"('unsympathetic', 'sympathetic')",1.0486692,1.0321403,-0.0165289
11,1.6431855,1.7476287,"('unhelpful', 'helpful')",1.6431855,1.7476287,0.1044432
12,-1.7141694,-1.7577603,"('unsupportive', 'supportive')",-1.7141694,-1.7577603,-0.0435909
13,0.06135457,0.058041155,"('impolite', 'polite')",0.0613546,0.0580412,-0.0033134
14,0.36530632,0.2854294,"('antisocial', 'social')",0.3653063,0.2854294,-0.0798769
15,0.14434433,0.082516536,"('boring', 'funny')",0.1443443,0.0825165,-0.0618278
16,-0.06524181,-0.045954622,"('unpopular', 'popular')",-0.0652418,-0.0459546,0.0192872
17,0.06495153,0.069143236,"('nasty', 'nice')",0.0649515,0.0691432,0.0041917
18,-0.4030282,-0.36290905,"('disagreeable', 'welcoming')",-0.4030282,-0.362909,0.0401192
19,-0.5387409,-0.48610532,"('inhospitable', 'hospitable')",-0.5387409,-0.4861053,0.0526356
20,0.93542314,0.82846135,"('rough', 'thoughtful')",0.9354231,0.8284613,-0.1069618
21,-0.12710467,0.002720423,"('immoral', 'moral')",-0.1271047,0.0027204,0.1298251
22,-0.3243934,-0.36153373,"('untrustworthy', 'trustworthy')",-0.3243934,-0.3615337,-0.0371403
23,6.135657,6.257666,"('insincere', 'sincere')",6.1356568,6.2576661,0.1220093
24,1.5154979,1.4636979,"('dishonest', 'honest')",1.5154979,1.4636979,-0.0518
