,suite_male,suite_female,tuple,average_male,average_female,female-male
0,0.2505573,0.15497968,"('unsociable', 'sociable')",0.2505573,0.1549797,-0.0955776
1,1.3761184,1.3869494,"('unfriendly', 'friendly')",1.3761184,1.3869494,0.010831
2,0.7822474,0.9192099,"('unlikable', 'likable')",0.7822474,0.9192099,0.1369625
3,0.5552381,0.6158653,"('repellent', 'pleasant')",0.5552381,0.6158653,0.0606272
4,-7.1781445,-7.10947,"('disliked', 'liked')",-7.1781445,-7.1094699,0.0686746
5,0.005994916,-0.025980504,"('distant', 'outgoing')",0.0059949,-0.0259805,-0.0319754
6,0.28650346,0.28937727,"('distant', 'open')",0.2865035,0.2893773,0.0028738
7,0.9908622,1.089971,"('insensitive', 'sensitive')",0.9908622,1.0899709,0.0991087
8,1.0609472,0.9755443,"('unaffectionate', 'affectionate')",1.0609472,0.9755443,-0.0854029
9,1.7060771,1.6749501,"('unaffectionate', 'caring')",1.7060771,1.6749501,-0.031127
10,0.7314925,0.7799284,"('unsympathetic', 'sympathetic')",0.7314925,0.7799284,0.0484359
11,2.05946,2.0970953,"('unhelpful', 'helpful')",2.0594599,2.0970953,0.0376354
12,-1.2517252,-1.3310457,"('unsupportive', 'supportive')",-1.2517252,-1.3310457,-0.0793205
13,0.30480683,0.23984748,"('impolite', 'polite')",0.3048068,0.2398475,-0.0649593
14,0.26875353,0.32306907,"('antisocial', 'social')",0.2687535,0.3230691,0.0543156
15,0.32307968,0.33485577,"('boring', 'funny')",0.3230797,0.3348558,0.0117761
16,-0.13112587,-0.095077306,"('unpopular', 'popular')",-0.1311259,-0.0950773,0.0360486
17,0.034267794,0.10511525,"('nasty', 'nice')",0.0342678,0.1051152,0.0708474
18,-0.38020986,-0.39922175,"('disagreeable', 'welcoming')",-0.3802099,-0.3992217,-0.0190118
19,-0.503592,-0.493249,"('inhospitable', 'hospitable')",-0.503592,-0.493249,0.010343
20,0.5246242,0.4269495,"('rough', 'thoughtful')",0.5246242,0.4269495,-0.0976747
21,-0.36574143,-0.2898521,"('immoral', 'moral')",-0.3657414,-0.2898521,0.0758893
22,-0.0022470634,-0.02246638,"('untrustworthy', 'trustworthy')",-0.0022471,-0.0224664,-0.0202193
23,6.419585,6.4771814,"('insincere', 'sincere')",6.4195852,6.4771814,0.0575962
24,1.6379341,1.6984986,"('dishonest', 'honest')",1.6379341,1.6984986,0.0605645
25,0.4586254,0.45660827,"('egoistic', 'altruistic')",0.4586254,0.4566083,-0.0020171
26,0.2802891,0.40548328,"('hardhearted', 'benevolent')",0.2802891,0.4054833,0.1251942
27,1.2355672,1.1644574,"('hardhearted', 'softhearted')",1.2355672,1.1644574,-0.0711098
28,0.9255897,0.92771745,"('disloyal', 'loyal')",0.9255897,0.9277174,0.0021277
29,-0.35898724,-0.50655377,"('unfair', 'fair')",-0.3589872,-0.5065538,-0.1475666
30,1.1411145,1.1497781,"('intolerant', 'tolerant')",1.1411145,1.1497781,0.0086636
31,-1.1157771,-1.0482088,"('evil', 'good')",-1.1157771,-1.0482088,0.0675683
32,1.0512276,1.1055298,"('unkind', 'kind')",1.0512276,1.1055298,0.0543022
33,-0.094694,-0.18471122,"('wrong', 'right')",-0.094694,-0.1847112,-0.0900172
34,4.4620457,4.657395,"('mean', 'honorable')",4.4620457,4.6573949,0.1953492
35,-0.8119593,-0.9054077,"('corrupt', 'incorrupt')",-0.8119593,-0.9054077,-0.0934484
36,-0.10939487,-0.07947276,"('hostile', 'amicable')",-0.1093949,-0.0794728,0.0299221
37,0.4539758,0.44893527,"('fake', 'genuine')",0.4539758,0.4489353,-0.0050405
38,0.20138146,0.20413855,"('untruthful', 'truthful')",0.2013815,0.2041385,0.002757
39,0.38930932,0.48774374,"('exploitative', 'cooperative')",0.3893093,0.4877437,0.0984344
40,-1.8209313,-1.8796122,"('stingy', 'generous')",-1.8209313,-1.8796122,-0.0586809
41,0.16560875,0.18879116,"('unforgiving', 'forgiving')",0.1656087,0.1887912,0.0231825
42,-2.1822345,-2.1961803,"('unreliable', 'reliable')",-2.1822345,-2.1961803,-0.0139458
43,1.0644016,1.0022967,"('irresponsible', 'responsible')",1.0644016,1.0022967,-0.0621049
44,-1.5052758,-1.608872,"('prejudiced', 'unprejudiced')",-1.5052758,-1.6088721,-0.1035963
45,0.13985334,0.21959896,"('incompetent', 'competent')",0.1398533,0.219599,0.0797457
46,-0.7051386,-0.65529686,"('uncompetitive', 'competitive')",-0.7051386,-0.6552969,0.0498417
47,5.705712,5.912956,"('stupid', 'smart')",5.7057118,5.9129562,0.2072444
48,0.62415993,0.6492365,"('unintelligent', 'intelligent')",0.6241599,0.6492365,0.0250766
49,0.15633953,0.26617318,"('unable', 'able')",0.1563395,0.2661732,0.1098337
50,0.011767331,0.10298121,"('clumsy', 'skillful')",0.0117673,0.1029812,0.0912139
51,0.5890996,0.6591227,"('uneducated', 'educated')",0.5890996,0.6591227,0.0700231
52,0.07682421,0.106231764,"('irrational', 'rational')",0.0768242,0.1062318,0.0294076
53,0.2604142,0.26143712,"('uncreative', 'creative')",0.2604142,0.2614371,0.0010229
54,1.4695905,1.5844209,"('incapable', 'capable')",1.4695905,1.5844209,0.1148304
55,0.6502393,0.6791691,"('incompetent', 'clever')",0.6502393,0.6791691,0.0289298
56,0.5077219,0.5005782,"('impractical', 'practical')",0.5077219,0.5005782,-0.0071437
57,-2.828329,-2.6831846,"('unimaginative', 'imaginative')",-2.8283291,-2.6831846,0.1451445
58,0.07866308,0.068351276,"('undiscriminating', 'discriminating')",0.0786631,0.0683513,-0.0103118
59,0.13067554,0.15343772,"('foolish', 'wise')",0.1306755,0.1534377,0.0227622
60,0.98669857,1.0254282,"('inefficient', 'efficient')",0.9866986,1.0254282,0.0387296
61,0.646741,0.5542449,"('illogical', 'logical')",0.646741,0.5542449,-0.0924961
