,facsimile_male,facsimile_female,tuple,average_male,average_female,female-male
0,-1.5133195,-1.5924882,"('unsociable', 'sociable')",-1.5133195,-1.5924882,-0.0791687
1,-0.21190466,-0.5865675,"('unfriendly', 'friendly')",-0.2119047,-0.5865675,-0.3746628
2,-0.07378292,-0.047615256,"('unlikable', 'likable')",-0.0737829,-0.0476153,0.0261676
3,-1.392463,-1.3653449,"('repellent', 'pleasant')",-1.392463,-1.3653449,0.0271181
4,-0.05361233,-0.13257669,"('disliked', 'liked')",-0.0536123,-0.1325767,-0.0789644
5,0.09683831,-0.003882261,"('distant', 'outgoing')",0.0968383,-0.0038823,-0.1007206
6,0.4005992,0.20489746,"('distant', 'open')",0.4005992,0.2048975,-0.1957017
7,-0.79942507,-0.81997514,"('insensitive', 'sensitive')",-0.7994251,-0.8199751,-0.02055
8,-0.81850123,-1.0779035,"('unaffectionate', 'affectionate')",-0.8185012,-1.0779035,-0.2594023
9,-1.4875782,-1.7585479,"('unaffectionate', 'caring')",-1.4875782,-1.7585479,-0.2709697
10,-2.191487,-2.2368665,"('unsympathetic', 'sympathetic')",-2.1914871,-2.2368665,-0.0453794
11,-2.2966545,-2.2074795,"('unhelpful', 'helpful')",-2.2966545,-2.2074795,0.089175
12,-2.260265,-2.272048,"('unsupportive', 'supportive')",-2.2602651,-2.272048,-0.0117829
13,-1.4970455,-1.4188843,"('impolite', 'polite')",-1.4970455,-1.4188843,0.0781612
14,-0.9226167,-0.8423022,"('antisocial', 'social')",-0.9226167,-0.8423022,0.0803145
15,0.5566839,0.38885936,"('boring', 'funny')",0.5566839,0.3888594,-0.1678245
16,0.08247015,0.04353574,"('unpopular', 'popular')",0.0824701,0.0435357,-0.0389344
17,-0.034112528,0.07760945,"('nasty', 'nice')",-0.0341125,0.0776094,0.1117219
18,-0.8435155,-0.82820374,"('disagreeable', 'welcoming')",-0.8435155,-0.8282037,0.0153118
19,-0.32021144,-0.27080813,"('inhospitable', 'hospitable')",-0.3202114,-0.2708081,0.0494033
20,0.22165474,0.20762038,"('rough', 'thoughtful')",0.2216547,0.2076204,-0.0140343
21,-1.4640702,-1.3608663,"('immoral', 'moral')",-1.4640702,-1.3608663,0.1032039
22,1.1062869,1.0037147,"('untrustworthy', 'trustworthy')",1.1062869,1.0037147,-0.1025722
23,-1.3953167,-1.4448264,"('insincere', 'sincere')",-1.3953167,-1.4448264,-0.0495097
24,-1.3540207,-1.3720158,"('dishonest', 'honest')",-1.3540207,-1.3720158,-0.0179951
25,0.43741697,0.39853606,"('egoistic', 'altruistic')",0.437417,0.3985361,-0.0388809
26,1.1578748,0.8637405,"('hardhearted', 'benevolent')",1.1578748,0.8637405,-0.2941343
27,-0.56351054,-0.71599346,"('hardhearted', 'softhearted')",-0.5635105,-0.7159935,-0.152483
28,-0.7011259,-1.064149,"('disloyal', 'loyal')",-0.7011259,-1.064149,-0.3630231
29,0.034250595,-0.06746836,"('unfair', 'fair')",0.0342506,-0.0674684,-0.101719
30,-1.6338603,-1.5976224,"('intolerant', 'tolerant')",-1.6338603,-1.5976224,0.0362379
31,0.87610435,0.74987024,"('evil', 'good')",0.8761044,0.7498702,-0.1262342
32,-0.8076629,-0.8953503,"('unkind', 'kind')",-0.8076629,-0.8953503,-0.0876874
33,0.8106548,0.7293294,"('wrong', 'right')",0.8106548,0.7293294,-0.0813254
34,0.15569323,0.35634232,"('mean', 'honorable')",0.1556932,0.3563423,0.2006491
35,2.3036318,2.1984107,"('corrupt', 'incorrupt')",2.3036318,2.1984107,-0.1052211
36,2.3291862,1.9438738,"('hostile', 'amicable')",2.3291862,1.9438738,-0.3853124
37,-1.2798512,-1.2496598,"('fake', 'genuine')",-1.2798512,-1.2496598,0.0301914
38,-0.76593435,-0.80354196,"('untruthful', 'truthful')",-0.7659343,-0.803542,-0.0376077
39,-0.23240295,-0.06570548,"('exploitative', 'cooperative')",-0.232403,-0.0657055,0.1666975
40,0.8039421,0.6419186,"('stingy', 'generous')",0.8039421,0.6419186,-0.1620235
41,-0.36655927,-0.52259886,"('unforgiving', 'forgiving')",-0.3665593,-0.5225989,-0.1560396
42,-0.08300855,-0.014670057,"('unreliable', 'reliable')",-0.0830086,-0.0146701,0.0683385
43,-2.7690108,-2.656006,"('irresponsible', 'responsible')",-2.7690108,-2.6560061,0.1130047
44,0.49893674,0.73392123,"('prejudiced', 'unprejudiced')",0.4989367,0.7339212,0.2349845
45,-0.32462558,-0.41953886,"('incompetent', 'competent')",-0.3246256,-0.4195389,-0.0949133
46,-1.3843862,-1.4731723,"('uncompetitive', 'competitive')",-1.3843862,-1.4731723,-0.0887861
47,0.70777875,0.8502954,"('stupid', 'smart')",0.7077788,0.8502954,0.1425166
48,-1.6497067,-1.8295184,"('unintelligent', 'intelligent')",-1.6497067,-1.8295184,-0.1798117
49,-0.40031695,-0.37855187,"('unable', 'able')",-0.400317,-0.3785519,0.0217651
50,0.50674003,0.41052338,"('clumsy', 'skillful')",0.50674,0.4105234,-0.0962166
51,-0.82390594,-0.877948,"('uneducated', 'educated')",-0.8239059,-0.877948,-0.0540421
52,-0.40490618,-0.52036726,"('irrational', 'rational')",-0.4049062,-0.5203673,-0.1154611
53,0.32771775,0.060907003,"('uncreative', 'creative')",0.3277178,0.060907,-0.2668108
54,0.06931414,0.028940327,"('incapable', 'capable')",0.0693141,0.0289403,-0.0403738
55,-1.628842,-1.6394976,"('incompetent', 'clever')",-1.628842,-1.6394976,-0.0106556
56,-1.3555639,-1.2457286,"('impractical', 'practical')",-1.3555639,-1.2457286,0.1098353
57,-0.78292155,-0.9643406,"('unimaginative', 'imaginative')",-0.7829216,-0.9643406,-0.181419
58,-0.009008058,-0.08755782,"('undiscriminating', 'discriminating')",-0.0090081,-0.0875578,-0.0785497
59,0.29325512,0.23763399,"('foolish', 'wise')",0.2932551,0.237634,-0.0556211
60,-2.5597165,-2.3356783,"('inefficient', 'efficient')",-2.5597165,-2.3356783,0.2240382
61,-0.22997282,-0.4144642,"('illogical', 'logical')",-0.2299728,-0.4144642,-0.1844914
62,-1.9180614,-1.7605578,"('incompetent', 'brilliant')",-1.9180614,-1.7605578,0.1575036
63,-0.77947134,-0.78895015,"('unperceptive', 'insightful')",-0.7794713,-0.7889501,-0.0094788
64,-1.8527254,-1.7450062,"('shy', 'confident')",-1.8527254,-1.7450062,0.1077192
65,-0.7449129,-0.7721266,"('insecure', 'secure')",-0.7449129,-0.7721266,-0.0272137
66,0.18779054,0.06714042,"('inactive', 'active')",0.1877905,0.0671404,-0.1206501
67,-0.20599467,-0.010008171,"('doubtful', 'determined')",-0.2059947,-0.0100082,0.1959865
68,-0.61140573,-0.4800517,"('dependent', 'independent')",-0.6114057,-0.4800517,0.131354
69,1.831476,1.9015952,"('lazy', 'industrious')",1.831476,1.9015952,0.0701192
70,-0.23280865,-0.33659393,"('lethargic', 'energetic')",-0.2328086,-0.3365939,-0.1037853
71,0.09565044,0.08748295,"('diffident', 'self-confident')",0.0956504,0.087483,-0.0081674
72,-1.3993944,-1.3502923,"('unambitious', 'ambitious')",-1.3993944,-1.3502923,0.0491021
73,-0.6852261,-0.46607587,"('helpless', 'self-reliant')",-0.6852261,-0.4660759,0.2191502
74,-1.3399196,-1.3365858,"('undedicated', 'dedicated')",-1.3399196,-1.3365858,0.0033338
75,1.0226525,1.0357885,"('meek', 'impulsive')",1.0226525,1.0357885,0.013136
76,-0.7236862,-0.5676764,"('anxious', 'daring')",-0.7236862,-0.5676764,0.1560098
77,-0.7563368,-0.7731134,"('unmotivated', 'motivated')",-0.7563368,-0.7731134,-0.0167766
78,-0.11628576,-0.2824086,"('nonresilient', 'resilient')",-0.1162858,-0.2824086,-0.1661228
79,0.8094927,0.69309855,"('wavering', 'unwavering')",0.8094927,0.6930985,-0.1163942
80,-0.06396322,0.03513365,"('dominated', 'dominating')",-0.0639632,0.0351336,0.0990968
81,-1.4706442,-1.3343369,"('submissive', 'aggressive')",-1.4706442,-1.3343369,0.1363073
82,0.7638736,0.7064057,"('poor', 'rich')",0.7638736,0.7064057,-0.0574679
