,host_male,host_female,tuple,hotels_male,hotels_female,&_male,&_female,resorts_male,resorts_female,inc_male,inc_female,average_male,average_female,female-male
0,1.6087992,1.5678481,"('unsociable', 'sociable')",1.3940308,1.3004884,0.14181541,0.06963296,0.9175261,0.82210284,-0.50140315,-0.66013825,0.7121537,0.6199868,-0.0921669
1,-1.5022681,-1.5128038,"('unfriendly', 'friendly')",0.42214176,0.3821565,0.037217785,-0.013227694,1.0934234,1.1302416,2.271226,2.0814993,0.4643481,0.4135732,-0.0507749
2,0.09511684,0.20882565,"('unlikable', 'likable')",1.5398986,1.6906892,1.6077608,1.8054221,2.169691,2.2439666,0.94376373,1.0408125,1.2712462,1.3979432,0.126697
3,0.38371336,0.4786833,"('repellent', 'pleasant')",0.19716462,0.35868508,-0.32487485,-0.1968871,-0.39476463,-0.25853962,0.15070443,0.22427855,0.0023886,0.121244,0.1188554
4,-2.4551988,-2.4655485,"('disliked', 'liked')",0.09377617,0.08922369,-0.10793154,-0.091696866,0.5750797,0.629234,-5.8979783,-5.9588757,-1.5584505,-1.5595327,-0.0010822
5,-3.130965,-3.1009886,"('distant', 'outgoing')",0.1512838,0.11360915,0.31615245,0.44234645,1.6080395,1.5877528,0.49115887,0.46473303,-0.1128661,-0.0985094,0.0143567
6,-3.0050688,-2.9458396,"('distant', 'open')",-0.008085653,-0.037707526,0.34054714,0.47330093,1.2519063,1.2541543,1.0669069,1.0128012,-0.0707588,-0.0486582,0.0221006
7,2.089441,2.104855,"('insensitive', 'sensitive')",0.5965257,0.659637,0.6582835,0.63948023,-0.05192236,-0.0062925443,0.7915441,0.70638686,0.8167744,0.8208133,0.0040389
8,-1.205513,-1.1980064,"('unaffectionate', 'affectionate')",-0.25907087,-0.2512102,-0.9828099,-0.89928055,0.7666551,0.7238137,1.2606808,1.1238886,-0.0840116,-0.100159,-0.0161474
9,-0.009914146,0.060242597,"('unaffectionate', 'caring')",0.5270303,0.5274737,-0.33076048,-0.34093094,1.400549,1.3631843,1.5742601,1.4901143,0.632233,0.6200168,-0.0122162
10,2.397155,2.3900912,"('unsympathetic', 'sympathetic')",0.06416195,0.13537681,-1.3745456,-1.3987781,-1.199823,-1.114047,-0.7682638,-0.7759584,-0.1762631,-0.1526631,0.0236
11,1.4799854,1.5183561,"('unhelpful', 'helpful')",-0.6255095,-0.63748246,-0.29965556,-0.27654698,-0.46295977,-0.4783697,1.5777483,1.666763,0.3339218,0.358544,0.0246222
12,2.0849915,2.1438816,"('unsupportive', 'supportive')",1.3821361,1.4725524,0.5257044,0.6622109,1.3133441,1.330581,-1.1782382,-1.2110463,0.8255877,0.879636,0.0540483
13,2.6443172,2.6283069,"('impolite', 'polite')",0.8313558,0.7799309,0.27627414,0.1648567,0.37685156,0.27714524,-0.35927552,-0.413445,0.7539046,0.6873589,-0.0665457
14,2.513878,2.4892776,"('antisocial', 'social')",2.835178,2.8315997,1.1439956,1.142698,1.5011278,1.5103035,-0.7677879,-0.73798555,1.4452784,1.4471786,0.0019002
15,-0.51304275,-0.6512849,"('boring', 'funny')",-0.31904864,-0.4123866,-0.13778257,-0.21205197,-0.33202505,-0.47849482,0.48758596,0.4324763,-0.1628626,-0.2643484,-0.1014858
16,-1.9256994,-1.8440983,"('unpopular', 'popular')",1.1094935,1.0984008,0.5675036,0.54370713,2.405632,2.4131916,0.60388416,0.6700959,0.5521628,0.5762594,0.0240966
17,-1.6402037,-1.6343728,"('nasty', 'nice')",-0.04987414,0.016576871,-0.59749687,-0.5361752,-0.07067705,-0.010902377,-0.35376304,-0.23444848,-0.542403,-0.4798644,0.0625386
18,0.3031618,0.34131917,"('disagreeable', 'welcoming')",0.651982,0.6807961,1.4994309,1.636955,1.0304408,1.0946362,-0.050930955,-0.09644255,0.6868169,0.7314528,0.0446359
19,-1.8256738,-1.8482325,"('inhospitable', 'hospitable')",-1.6374058,-1.6125715,-0.773555,-0.7186151,-1.2005693,-1.1202329,0.26127198,0.31277534,-1.0351863,-0.9973754,0.0378109
20,0.23544326,0.30206797,"('rough', 'thoughtful')",-0.27414107,-0.18520248,0.36470467,0.5212157,-0.67819643,-0.6208292,0.8644381,0.84333533,0.1024497,0.1721175,0.0696678
21,1.5242648,1.5194589,"('immoral', 'moral')",0.44126257,0.41680115,-0.3263749,-0.3477485,-1.0577009,-1.0104325,-1.1273993,-1.0941385,-0.1091895,-0.1032119,0.0059776
22,1.0340335,0.9905511,"('untrustworthy', 'trustworthy')",0.34036532,0.35512102,0.888122,0.92862713,-0.5576754,-0.521629,-0.830653,-0.8701407,0.1748385,0.1765059,0.0016674
23,1.3007239,1.2932719,"('insincere', 'sincere')",0.2445842,0.29345253,-0.6992468,-0.6438036,-0.5233357,-0.54207015,5.276052,5.1969113,1.1197556,1.1195524,-0.0002032
24,1.5077307,1.4661753,"('dishonest', 'honest')",-0.20725596,-0.25319922,-0.5200398,-0.52846724,-0.8773032,-0.93750066,0.84198654,0.7446108,0.1490237,0.0983238,-0.0506999
25,-1.4737766,-1.4402106,"('egoistic', 'altruistic')",0.38196155,0.3587856,0.5893202,0.51085913,0.94867504,0.9358604,1.8482112,1.7242196,0.4588783,0.4179029,-0.0409754
26,0.009746976,-0.06587127,"('hardhearted', 'benevolent')",1.7292506,1.6779202,2.3019123,2.1488736,1.0064734,1.0402384,1.6955525,1.58073,1.3485871,1.2763782,-0.0722089
27,-0.34550524,-0.37867832,"('hardhearted', 'softhearted')",-0.5215978,-0.47849014,0.010187607,-0.03566967,0.08863816,-0.023587022,1.5940803,1.3940454,0.1651606,0.095524,-0.0696366
28,0.7703778,0.7098982,"('disloyal', 'loyal')",-0.15711737,-0.26371902,0.039158516,-0.025165096,-0.85649985,-0.9053839,0.7466716,0.60112786,0.1085181,0.0233516,-0.0851665
29,-0.91860646,-0.9308759,"('unfair', 'fair')",0.27406225,0.27764362,0.015411146,0.029103495,0.3558639,0.3175158,-0.35787576,-0.50801855,-0.126229,-0.1629263,-0.0366973
30,1.8978359,1.8909985,"('intolerant', 'tolerant')",1.8128674,1.8475149,0.3819793,0.41967997,0.74497414,0.7736031,0.6951039,0.65615326,1.1065521,1.11759,0.0110379
31,-3.4061732,-3.3773115,"('evil', 'good')",-0.9201763,-0.83635277,-0.57614356,-0.49172294,-0.2555772,-0.10819225,-0.38004124,-0.48826918,-1.1076223,-1.0603698,0.0472525
32,1.4080458,1.4019716,"('unkind', 'kind')",1.131299,1.0794821,0.55993587,0.39817286,-0.24956259,-0.32465592,0.8049366,0.66079676,0.7309309,0.6431535,-0.0877774
