,tissue_male,tissue_female,tuple,average_male,average_female,female-male
0,-0.03350475,-0.06562089,"('unsociable', 'sociable')",-0.0335048,-0.0656209,-0.0321161
1,1.1557089,1.0692474,"('unfriendly', 'friendly')",1.1557089,1.0692474,-0.0864615
2,0.17034146,0.17201354,"('unlikable', 'likable')",0.1703415,0.1720135,0.001672
3,0.06915469,0.26295793,"('repellent', 'pleasant')",0.0691547,0.2629579,0.1938032
4,-7.11299,-7.2609434,"('disliked', 'liked')",-7.1129899,-7.2609434,-0.1479535
5,-0.5625061,-0.6136305,"('distant', 'outgoing')",-0.5625061,-0.6136305,-0.0511244
6,-0.26206028,-0.34348667,"('distant', 'open')",-0.2620603,-0.3434867,-0.0814264
7,0.8276057,0.8652161,"('insensitive', 'sensitive')",0.8276057,0.8652161,0.0376104
8,1.3849012,1.2506992,"('unaffectionate', 'affectionate')",1.3849012,1.2506992,-0.134202
9,1.7727568,1.6970298,"('unaffectionate', 'caring')",1.7727568,1.6970298,-0.075727
10,0.96423465,1.01381,"('unsympathetic', 'sympathetic')",0.9642347,1.01381,0.0495753
11,1.5149552,1.5407044,"('unhelpful', 'helpful')",1.5149552,1.5407044,0.0257492
12,-1.3772048,-1.4179866,"('unsupportive', 'supportive')",-1.3772048,-1.4179866,-0.0407818
13,-0.28559336,-0.2822394,"('impolite', 'polite')",-0.2855934,-0.2822394,0.003354
14,0.35193193,0.3808226,"('antisocial', 'social')",0.3519319,0.3808226,0.0288907
15,0.027139854,-0.04407151,"('boring', 'funny')",0.0271399,-0.0440715,-0.0712114
16,-0.47809634,-0.45878816,"('unpopular', 'popular')",-0.4780963,-0.4587882,0.0193081
17,0.13927843,0.14765596,"('nasty', 'nice')",0.1392784,0.147656,0.0083776
18,-0.2499614,-0.29984206,"('disagreeable', 'welcoming')",-0.2499614,-0.2998421,-0.0498807
19,-0.6785747,-0.70407647,"('inhospitable', 'hospitable')",-0.6785747,-0.7040765,-0.0255018
20,0.80497396,0.7857014,"('rough', 'thoughtful')",0.804974,0.7857014,-0.0192726
21,-0.33942702,-0.23931304,"('immoral', 'moral')",-0.339427,-0.239313,0.100114
22,-0.63113457,-0.60818064,"('untrustworthy', 'trustworthy')",-0.6311346,-0.6081806,0.022954
23,6.12494,6.198493,"('insincere', 'sincere')",6.1249399,6.198493,0.0735531
24,1.3578297,1.2509083,"('dishonest', 'honest')",1.3578297,1.2509083,-0.1069214
25,0.6110848,0.49747545,"('egoistic', 'altruistic')",0.6110848,0.4974754,-0.1136094
26,1.0892829,0.9285483,"('hardhearted', 'benevolent')",1.0892829,0.9285483,-0.1607346
27,1.6245844,1.4564652,"('hardhearted', 'softhearted')",1.6245844,1.4564652,-0.1681192
28,0.8891807,0.79569674,"('disloyal', 'loyal')",0.8891807,0.7956967,-0.093484
29,-0.7875423,-0.8489688,"('unfair', 'fair')",-0.7875423,-0.8489688,-0.0614265
30,1.1849712,1.2403353,"('intolerant', 'tolerant')",1.1849712,1.2403353,0.0553641
31,-1.1825017,-1.2057078,"('evil', 'good')",-1.1825017,-1.2057078,-0.0232061
32,0.8802057,0.810526,"('unkind', 'kind')",0.8802057,0.810526,-0.0696797
33,-0.0728011,-0.21135372,"('wrong', 'right')",-0.0728011,-0.2113537,-0.1385526
34,4.432434,4.574518,"('mean', 'honorable')",4.4324341,4.5745182,0.1420841
35,-0.6938278,-0.9520437,"('corrupt', 'incorrupt')",-0.6938278,-0.9520437,-0.2582159
36,-0.61547,-0.7915356,"('hostile', 'amicable')",-0.61547,-0.7915356,-0.1760656
37,1.0057548,0.9743583,"('fake', 'genuine')",1.0057548,0.9743583,-0.0313965
38,-0.17582889,-0.20193547,"('untruthful', 'truthful')",-0.1758289,-0.2019355,-0.0261066
39,0.4616053,0.43928063,"('exploitative', 'cooperative')",0.4616053,0.4392806,-0.0223247
40,-1.2851883,-1.4177336,"('stingy', 'generous')",-1.2851883,-1.4177336,-0.1325453
41,0.18114515,0.075521156,"('unforgiving', 'forgiving')",0.1811451,0.0755212,-0.1056239
42,-2.5992908,-2.5659554,"('unreliable', 'reliable')",-2.5992908,-2.5659554,0.0333354
43,0.707904,0.74974394,"('irresponsible', 'responsible')",0.707904,0.7497439,0.0418399
44,-0.87744665,-0.84674406,"('prejudiced', 'unprejudiced')",-0.8774467,-0.8467441,0.0307026
45,0.13169086,0.11317444,"('incompetent', 'competent')",0.1316909,0.1131744,-0.0185165
46,-0.90088624,-0.866497,"('uncompetitive', 'competitive')",-0.9008862,-0.866497,0.0343892
47,4.9185033,5.0709834,"('stupid', 'smart')",4.9185033,5.0709834,0.1524801
48,0.68365127,0.6189442,"('unintelligent', 'intelligent')",0.6836513,0.6189442,-0.0647071
49,0.10994777,0.17944942,"('unable', 'able')",0.1099478,0.1794494,0.0695016
50,-0.48755723,-0.53866696,"('clumsy', 'skillful')",-0.4875572,-0.538667,-0.0511098
51,0.030571543,0.07904996,"('uneducated', 'educated')",0.0305715,0.07905,0.0484785
52,-0.17239024,-0.39152607,"('irrational', 'rational')",-0.1723902,-0.3915261,-0.2191359
53,-0.20662794,-0.25367773,"('uncreative', 'creative')",-0.2066279,-0.2536777,-0.0470498
54,0.8217401,0.89142203,"('incapable', 'capable')",0.8217401,0.891422,0.0696819
55,0.7246654,0.8428743,"('incompetent', 'clever')",0.7246654,0.8428743,0.1182089
56,0.3925872,0.44671768,"('impractical', 'practical')",0.3925872,0.4467177,0.0541305
57,-2.893632,-2.8684776,"('unimaginative', 'imaginative')",-2.8936319,-2.8684776,0.0251543
58,-0.03583631,0.013992079,"('undiscriminating', 'discriminating')",-0.0358363,0.0139921,0.0498284
59,-0.17582951,-0.2843414,"('foolish', 'wise')",-0.1758295,-0.2843414,-0.1085119
60,0.5312418,0.6965118,"('inefficient', 'efficient')",0.5312418,0.6965118,0.16527
61,0.2261279,0.06709874,"('illogical', 'logical')",0.2261279,0.0670987,-0.1590292
62,0.41571367,0.5396281,"('incompetent', 'brilliant')",0.4157137,0.5396281,0.1239144
63,-0.30166972,-0.24921802,"('unperceptive', 'insightful')",-0.3016697,-0.249218,0.0524517
64,-6.204218,-6.2216372,"('shy', 'confident')",-6.2042179,-6.2216372,-0.0174193
65,0.1735614,0.25174737,"('insecure', 'secure')",0.1735614,0.2517474,0.078186
66,-0.45811844,-0.5466468,"('inactive', 'active')",-0.4581184,-0.5466468,-0.0885284
67,0.014289377,0.0633903,"('doubtful', 'determined')",0.0142894,0.0633903,0.0491009
68,-1.0747058,-1.0278858,"('dependent', 'independent')",-1.0747058,-1.0278858,0.04682
69,-1.5267513,-1.6971492,"('lazy', 'industrious')",-1.5267513,-1.6971492,-0.1703979
70,0.7954832,0.8664505,"('lethargic', 'energetic')",0.7954832,0.8664505,0.0709673
71,0.94867283,0.9029489,"('diffident', 'self-confident')",0.9486728,0.9029489,-0.0457239
72,0.39968002,0.5043775,"('unambitious', 'ambitious')",0.39968,0.5043775,0.1046975
73,-2.928775,-2.8741949,"('helpless', 'self-reliant')",-2.9287751,-2.8741949,0.0545802
74,-0.0927063,-0.17836945,"('undedicated', 'dedicated')",-0.0927063,-0.1783694,-0.0856631
75,-1.1102434,-1.0475436,"('meek', 'impulsive')",-1.1102434,-1.0475436,0.0626998
76,0.3841351,0.5131151,"('anxious', 'daring')",0.3841351,0.5131151,0.12898
77,-1.5461656,-1.3886855,"('unmotivated', 'motivated')",-1.5461656,-1.3886855,0.1574801
78,-0.34655154,-0.4047313,"('nonresilient', 'resilient')",-0.3465515,-0.4047313,-0.0581798
79,-0.27573884,-0.3553756,"('wavering', 'unwavering')",-0.2757388,-0.3553756,-0.0796368
80,-0.4147221,-0.420035,"('dominated', 'dominating')",-0.4147221,-0.420035,-0.0053129
81,-0.17151323,-0.03205377,"('submissive', 'aggressive')",-0.1715132,-0.0320538,0.1394594
82,5.6377234,5.8263435,"('poor', 'rich')",5.6377234,5.8263435,0.1886201
83,-0.21748756,-0.2106812,"('powerless', 'powerful')",-0.2174876,-0.2106812,0.0068064
84,0.651446,0.6105482,"('inferior', 'superior')",0.651446,0.6105482,-0.0408978
85,-0.050295755,-0.24256569,"('insignificant', 'prestigious')",-0.0502958,-0.2425657,-0.1922699
86,0.16358574,0.108659685,"('uninfluential', 'influential')",0.1635857,0.1086597,-0.054926
87,-0.28111872,-0.26089406,"('unsuccessful', 'successful')",-0.2811187,-0.2608941,0.0202246
88,-0.051756214,-0.057379425,"('low', 'eminent')",-0.0517562,-0.0573794,-0.0056232
