,salsa_male,salsa_female,tuple,average_male,average_female,female-male
0,0.24486583,0.06740147,"('unsociable', 'sociable')",0.2448658,0.0674015,-0.1774643
1,1.0954189,0.9849547,"('unfriendly', 'friendly')",1.0954189,0.9849547,-0.1104642
2,0.62968946,0.75829613,"('unlikable', 'likable')",0.6296895,0.7582961,0.1286066
3,1.0930408,1.17281,"('repellent', 'pleasant')",1.0930408,1.17281,0.0797692
4,-7.081957,-7.0639486,"('disliked', 'liked')",-7.0819569,-7.0639486,0.0180083
5,-0.50324976,-0.3254931,"('distant', 'outgoing')",-0.5032498,-0.3254931,0.1777567
6,-0.24848728,-0.07270953,"('distant', 'open')",-0.2484873,-0.0727095,0.1757778
7,0.68295413,0.7842817,"('insensitive', 'sensitive')",0.6829541,0.7842817,0.1013276
8,0.89002115,0.9118332,"('unaffectionate', 'affectionate')",0.8900211,0.9118332,0.0218121
9,1.3708744,1.4776475,"('unaffectionate', 'caring')",1.3708744,1.4776475,0.1067731
10,1.5613159,1.6078084,"('unsympathetic', 'sympathetic')",1.5613159,1.6078084,0.0464925
11,2.0951815,2.1153758,"('unhelpful', 'helpful')",2.0951815,2.1153758,0.0201943
12,-1.5707864,-1.5445877,"('unsupportive', 'supportive')",-1.5707864,-1.5445877,0.0261987
13,0.555459,0.4207036,"('impolite', 'polite')",0.555459,0.4207036,-0.1347554
14,-0.068478085,-0.21403705,"('antisocial', 'social')",-0.0684781,-0.214037,-0.1455589
15,0.35202128,0.26600283,"('boring', 'funny')",0.3520213,0.2660028,-0.0860185
16,-0.35802677,-0.32369664,"('unpopular', 'popular')",-0.3580268,-0.3236966,0.0343302
17,-0.11041792,-0.07378092,"('nasty', 'nice')",-0.1104179,-0.0737809,0.036637
18,-0.6165197,-0.7226028,"('disagreeable', 'welcoming')",-0.6165197,-0.7226028,-0.1060831
19,-0.7416772,-0.5627302,"('inhospitable', 'hospitable')",-0.7416772,-0.5627302,0.178947
20,0.68370265,0.55831486,"('rough', 'thoughtful')",0.6837026,0.5583149,-0.1253877
21,0.3484174,0.4454175,"('immoral', 'moral')",0.3484174,0.4454175,0.0970001
22,-0.22753933,-0.24077457,"('untrustworthy', 'trustworthy')",-0.2275393,-0.2407746,-0.0132353
23,6.2635555,6.2793503,"('insincere', 'sincere')",6.2635555,6.2793503,0.0157948
24,1.764121,1.8252827,"('dishonest', 'honest')",1.7641211,1.8252827,0.0611616
25,0.33973223,0.2066262,"('egoistic', 'altruistic')",0.3397322,0.2066262,-0.133106
26,0.13930187,0.007598728,"('hardhearted', 'benevolent')",0.1393019,0.0075987,-0.1317032
27,1.5186226,1.409445,"('hardhearted', 'softhearted')",1.5186226,1.409445,-0.1091776
28,1.1950316,1.2078719,"('disloyal', 'loyal')",1.1950316,1.2078719,0.0128403
29,-0.8805339,-0.92188585,"('unfair', 'fair')",-0.8805339,-0.9218858,-0.0413519
30,0.92484546,0.905302,"('intolerant', 'tolerant')",0.9248455,0.905302,-0.0195435
31,-1.8321,-1.7483666,"('evil', 'good')",-1.8321,-1.7483666,0.0837334
32,1.3940684,1.3318756,"('unkind', 'kind')",1.3940684,1.3318756,-0.0621928
33,-0.66112846,-0.58566844,"('wrong', 'right')",-0.6611285,-0.5856684,0.0754601
34,4.498091,4.7275834,"('mean', 'honorable')",4.4980912,4.7275834,0.2294922
35,-1.5099282,-1.5432806,"('corrupt', 'incorrupt')",-1.5099282,-1.5432806,-0.0333524
36,-1.1557227,-1.1905568,"('hostile', 'amicable')",-1.1557227,-1.1905568,-0.0348341
37,0.91198575,0.9605203,"('fake', 'genuine')",0.9119858,0.9605203,0.0485345
38,-0.11433056,-0.075687595,"('untruthful', 'truthful')",-0.1143306,-0.0756876,0.038643
39,0.08749245,0.03562567,"('exploitative', 'cooperative')",0.0874925,0.0356257,-0.0518668
40,-1.5699741,-1.7249385,"('stingy', 'generous')",-1.5699741,-1.7249385,-0.1549644
41,0.06340792,0.06794703,"('unforgiving', 'forgiving')",0.0634079,0.067947,0.0045391
42,-1.7244517,-1.743384,"('unreliable', 'reliable')",-1.7244517,-1.743384,-0.0189323
43,1.1970903,1.2251463,"('irresponsible', 'responsible')",1.1970903,1.2251463,0.028056
44,-1.0532736,-1.1379037,"('prejudiced', 'unprejudiced')",-1.0532736,-1.1379037,-0.0846301
45,0.49753737,0.5630723,"('incompetent', 'competent')",0.4975374,0.5630723,0.0655349
46,-0.003073668,-0.046328165,"('uncompetitive', 'competitive')",-0.0030737,-0.0463282,-0.0432545
47,5.0571647,5.2970014,"('stupid', 'smart')",5.0571647,5.2970014,0.2398367
48,0.5682364,0.46013105,"('unintelligent', 'intelligent')",0.5682364,0.460131,-0.1081054
49,0.31942827,0.5477945,"('unable', 'able')",0.3194283,0.5477945,0.2283662
50,-0.004823966,0.014924852,"('clumsy', 'skillful')",-0.004824,0.0149249,0.0197489
51,0.6991262,0.647824,"('uneducated', 'educated')",0.6991262,0.647824,-0.0513022
52,-0.6242022,-0.5691992,"('irrational', 'rational')",-0.6242022,-0.5691992,0.055003
53,-0.107448384,-0.10781418,"('uncreative', 'creative')",-0.1074484,-0.1078142,-0.0003658
54,1.046244,1.2708092,"('incapable', 'capable')",1.046244,1.2708092,0.2245652
55,1.0475103,0.99055773,"('incompetent', 'clever')",1.0475103,0.9905577,-0.0569526
56,0.9146627,0.93887013,"('impractical', 'practical')",0.9146627,0.9388701,0.0242074
57,-2.263282,-2.2547865,"('unimaginative', 'imaginative')",-2.2632821,-2.2547865,0.0084956
58,-0.010895595,-0.057495795,"('undiscriminating', 'discriminating')",-0.0108956,-0.0574958,-0.0466002
59,-0.2904081,-0.15478462,"('foolish', 'wise')",-0.2904081,-0.1547846,0.1356235
