,desire_male,desire_female,tuple,average_male,average_female,female-male
0,0.5320671,0.38713992,"('unsociable', 'sociable')",0.5320671,0.3871399,-0.1449272
1,0.63525194,0.6937922,"('unfriendly', 'friendly')",0.6352519,0.6937922,0.0585403
2,-0.14494297,0.039289758,"('unlikable', 'likable')",-0.144943,0.0392898,0.1842328
3,0.92796767,1.1329021,"('repellent', 'pleasant')",0.9279677,1.1329021,0.2049344
4,-7.1703963,-7.467483,"('disliked', 'liked')",-7.1703963,-7.467483,-0.2970867
5,-0.9519274,-0.8907951,"('distant', 'outgoing')",-0.9519274,-0.8907951,0.0611323
6,-0.43578613,-0.4524898,"('distant', 'open')",-0.4357861,-0.4524898,-0.0167037
7,1.5537252,1.5461953,"('insensitive', 'sensitive')",1.5537252,1.5461953,-0.0075299
8,0.6724632,0.6720818,"('unaffectionate', 'affectionate')",0.6724632,0.6720818,-0.0003814
9,0.9769631,1.0528122,"('unaffectionate', 'caring')",0.9769631,1.0528122,0.0758491
10,1.5462084,1.5471784,"('unsympathetic', 'sympathetic')",1.5462084,1.5471784,0.00097
11,1.8072568,1.8699015,"('unhelpful', 'helpful')",1.8072568,1.8699015,0.0626447
12,-1.531835,-1.5260419,"('unsupportive', 'supportive')",-1.531835,-1.5260419,0.0057931
13,0.26706162,0.3869988,"('impolite', 'polite')",0.2670616,0.3869988,0.1199372
14,0.67441106,0.57545704,"('antisocial', 'social')",0.6744111,0.575457,-0.0989541
15,0.4931473,0.37910753,"('boring', 'funny')",0.4931473,0.3791075,-0.1140398
16,-1.094057,-1.0643518,"('unpopular', 'popular')",-1.094057,-1.0643518,0.0297052
17,-0.050295383,-0.04375243,"('nasty', 'nice')",-0.0502954,-0.0437524,0.006543
18,-0.62598974,-0.46205354,"('disagreeable', 'welcoming')",-0.6259897,-0.4620535,0.1639362
19,-1.1409305,-1.0383898,"('inhospitable', 'hospitable')",-1.1409305,-1.0383898,0.1025407
20,0.76394355,0.6993086,"('rough', 'thoughtful')",0.7639436,0.6993086,-0.064635
21,0.2799694,0.45271125,"('immoral', 'moral')",0.2799694,0.4527113,0.1727419
22,0.2556789,0.15071516,"('untrustworthy', 'trustworthy')",0.2556789,0.1507152,-0.1049637
23,5.9880695,6.320042,"('insincere', 'sincere')",5.9880695,6.3200421,0.3319726
24,1.4117181,1.4613994,"('dishonest', 'honest')",1.4117181,1.4613994,0.0496813
25,0.58537966,0.7035371,"('egoistic', 'altruistic')",0.5853797,0.7035371,0.1181574
26,1.1788642,0.8770082,"('hardhearted', 'benevolent')",1.1788642,0.8770082,-0.301856
27,1.6608928,1.5451717,"('hardhearted', 'softhearted')",1.6608928,1.5451717,-0.1157211
28,1.418099,1.2529492,"('disloyal', 'loyal')",1.418099,1.2529492,-0.1651498
29,-0.51021326,-0.6325919,"('unfair', 'fair')",-0.5102133,-0.6325919,-0.1223786
30,1.079716,1.1666707,"('intolerant', 'tolerant')",1.079716,1.1666707,0.0869547
31,-1.8684155,-1.8818629,"('evil', 'good')",-1.8684155,-1.8818629,-0.0134474
32,1.268073,1.182643,"('unkind', 'kind')",1.268073,1.1826431,-0.0854299
33,-0.5533479,-0.581221,"('wrong', 'right')",-0.5533479,-0.581221,-0.0278731
34,3.7944195,4.2370257,"('mean', 'honorable')",3.7944195,4.2370257,0.4426062
35,-1.2659926,-1.6308475,"('corrupt', 'incorrupt')",-1.2659926,-1.6308475,-0.3648549
36,-1.3759332,-1.5013076,"('hostile', 'amicable')",-1.3759332,-1.5013076,-0.1253744
37,1.118041,1.0761356,"('fake', 'genuine')",1.118041,1.0761356,-0.0419054
38,-0.70241433,-0.5556754,"('untruthful', 'truthful')",-0.7024143,-0.5556754,0.1467389
39,0.46021524,0.48179206,"('exploitative', 'cooperative')",0.4602152,0.4817921,0.0215769
40,-1.0781956,-1.1510047,"('stingy', 'generous')",-1.0781956,-1.1510047,-0.0728091
41,0.71772504,0.5200604,"('unforgiving', 'forgiving')",0.717725,0.5200604,-0.1976646
42,-1.8041443,-1.897022,"('unreliable', 'reliable')",-1.8041443,-1.897022,-0.0928777
43,1.1528693,1.2754734,"('irresponsible', 'responsible')",1.1528693,1.2754734,0.1226041
44,-1.0830103,-1.1501625,"('prejudiced', 'unprejudiced')",-1.0830103,-1.1501625,-0.0671522
45,0.63922477,0.37219587,"('incompetent', 'competent')",0.6392248,0.3721959,-0.2670289
46,-0.055978853,-0.12665479,"('uncompetitive', 'competitive')",-0.0559789,-0.1266548,-0.0706759
47,4.577268,4.793659,"('stupid', 'smart')",4.5772681,4.7936592,0.2163911
48,0.4722782,0.56417614,"('unintelligent', 'intelligent')",0.4722782,0.5641761,0.0918979
49,-0.46413693,-0.34000707,"('unable', 'able')",-0.4641369,-0.3400071,0.1241298
50,-0.46971396,-0.45459452,"('clumsy', 'skillful')",-0.469714,-0.4545945,0.0151195
51,0.68955845,0.73529637,"('uneducated', 'educated')",0.6895584,0.7352964,0.045738
52,-0.58879983,-0.70143723,"('irrational', 'rational')",-0.5887998,-0.7014372,-0.1126374
53,-0.14690286,-0.23193987,"('uncreative', 'creative')",-0.1469029,-0.2319399,-0.085037
54,0.5699997,0.67198735,"('incapable', 'capable')",0.5699997,0.6719874,0.1019877
55,1.2473662,1.3009574,"('incompetent', 'clever')",1.2473662,1.3009574,0.0535912
56,0.47199014,0.46392286,"('impractical', 'practical')",0.4719901,0.4639229,-0.0080672
57,-1.4178528,-1.7878795,"('unimaginative', 'imaginative')",-1.4178528,-1.7878795,-0.3700267
58,0.43239754,0.3141583,"('undiscriminating', 'discriminating')",0.4323975,0.3141583,-0.1182392
59,-0.45371217,-0.40323472,"('foolish', 'wise')",-0.4537122,-0.4032347,0.0504775
60,0.55071735,0.86566097,"('inefficient', 'efficient')",0.5507174,0.865661,0.3149436
