,scrap_male,scrap_female,tuple,average_male,average_female,female-male
0,0.4505814,0.28221226,"('unsociable', 'sociable')",0.4505814,0.2822123,-0.1683691
1,1.3665947,1.485834,"('unfriendly', 'friendly')",1.3665947,1.485834,0.1192393
2,0.12798735,0.18462269,"('unlikable', 'likable')",0.1279874,0.1846227,0.0566353
3,0.8173665,1.1268667,"('repellent', 'pleasant')",0.8173665,1.1268667,0.3095002
4,-6.4864945,-6.7221875,"('disliked', 'liked')",-6.4864945,-6.7221875,-0.235693
5,-0.99564534,-0.7139002,"('distant', 'outgoing')",-0.9956453,-0.7139002,0.2817451
6,-0.6313661,-0.27827916,"('distant', 'open')",-0.6313661,-0.2782792,0.3530869
7,1.3344616,1.5166225,"('insensitive', 'sensitive')",1.3344616,1.5166225,0.1821609
8,1.041791,1.0672606,"('unaffectionate', 'affectionate')",1.041791,1.0672606,0.0254696
9,1.7398338,1.8774003,"('unaffectionate', 'caring')",1.7398338,1.8774003,0.1375665
10,1.0628645,1.2266313,"('unsympathetic', 'sympathetic')",1.0628645,1.2266313,0.1637668
11,2.01244,2.1870778,"('unhelpful', 'helpful')",2.01244,2.1870778,0.1746378
12,-1.2166417,-1.0537024,"('unsupportive', 'supportive')",-1.2166417,-1.0537024,0.1629393
13,0.19670486,0.052072335,"('impolite', 'polite')",0.1967049,0.0520723,-0.1446326
14,0.30370092,0.1207291,"('antisocial', 'social')",0.3037009,0.1207291,-0.1829718
15,0.3993727,0.27546465,"('boring', 'funny')",0.3993727,0.2754647,-0.123908
16,-0.55108666,-0.49088585,"('unpopular', 'popular')",-0.5510867,-0.4908859,0.0602008
17,-0.008485917,-0.0058523584,"('nasty', 'nice')",-0.0084859,-0.0058524,0.0026335
18,-0.84592134,-0.5216853,"('disagreeable', 'welcoming')",-0.8459213,-0.5216853,0.324236
19,-1.1337603,-0.6226345,"('inhospitable', 'hospitable')",-1.1337603,-0.6226345,0.5111258
20,0.41440135,0.2771313,"('rough', 'thoughtful')",0.4144014,0.2771313,-0.1372701
21,-0.07066187,0.1529099,"('immoral', 'moral')",-0.0706619,0.1529099,0.2235718
22,-0.8410492,-0.54519445,"('untrustworthy', 'trustworthy')",-0.8410492,-0.5451944,0.2958548
23,6.24617,6.731354,"('insincere', 'sincere')",6.24617,6.7313542,0.4851842
24,1.3407115,1.788093,"('dishonest', 'honest')",1.3407115,1.788093,0.4473815
25,0.9777856,0.9618402,"('egoistic', 'altruistic')",0.9777856,0.9618402,-0.0159454
26,1.2469413,0.7230903,"('hardhearted', 'benevolent')",1.2469413,0.7230903,-0.523851
27,1.7459294,1.7301075,"('hardhearted', 'softhearted')",1.7459294,1.7301075,-0.0158219
28,1.3112841,1.2466234,"('disloyal', 'loyal')",1.3112841,1.2466234,-0.0646607
29,-0.9401057,-0.9255162,"('unfair', 'fair')",-0.9401057,-0.9255162,0.0145895
30,0.67647755,0.7764215,"('intolerant', 'tolerant')",0.6764776,0.7764215,0.0999439
