,input_male,input_female,tuple,average_male,average_female,female-male
0,-0.19349702,-0.17595339,"('unsociable', 'sociable')",-0.193497,-0.1759534,0.0175436
1,0.8145435,0.75284266,"('unfriendly', 'friendly')",0.8145435,0.7528427,-0.0617008
2,-0.39234865,-0.33158174,"('unlikable', 'likable')",-0.3923486,-0.3315817,0.0607669
3,0.62733614,0.69357824,"('repellent', 'pleasant')",0.6273361,0.6935782,0.0662421
4,-7.356286,-7.5052814,"('disliked', 'liked')",-7.356286,-7.5052814,-0.1489954
5,-0.84579337,-0.8655138,"('distant', 'outgoing')",-0.8457934,-0.8655138,-0.0197204
6,-0.27607056,-0.37689418,"('distant', 'open')",-0.2760706,-0.3768942,-0.1008236
7,0.8019022,0.907882,"('insensitive', 'sensitive')",0.8019022,0.907882,0.1059798
8,0.96273285,0.805295,"('unaffectionate', 'affectionate')",0.9627329,0.805295,-0.1574379
9,1.4566454,1.4079355,"('unaffectionate', 'caring')",1.4566454,1.4079355,-0.0487099
10,1.1643748,1.2426252,"('unsympathetic', 'sympathetic')",1.1643748,1.2426252,0.0782504
11,1.5151172,1.576654,"('unhelpful', 'helpful')",1.5151172,1.576654,0.0615368
12,-1.8918754,-1.8930328,"('unsupportive', 'supportive')",-1.8918754,-1.8930328,-0.0011574
13,-0.3953082,-0.32833374,"('impolite', 'polite')",-0.3953082,-0.3283337,0.0669745
14,0.2567238,0.28484368,"('antisocial', 'social')",0.2567238,0.2848437,0.0281199
15,-0.1593587,-0.25087303,"('boring', 'funny')",-0.1593587,-0.250873,-0.0915143
16,-0.8016135,-0.7911914,"('unpopular', 'popular')",-0.8016135,-0.7911914,0.0104221
17,-0.4697293,-0.40525815,"('nasty', 'nice')",-0.4697293,-0.4052581,0.0644712
18,-0.4158641,-0.4913905,"('disagreeable', 'welcoming')",-0.4158641,-0.4913905,-0.0755264
19,-1.0593829,-1.0992224,"('inhospitable', 'hospitable')",-1.0593829,-1.0992224,-0.0398395
20,1.1823093,1.1126752,"('rough', 'thoughtful')",1.1823093,1.1126752,-0.0696341
21,-0.4506691,-0.34286308,"('immoral', 'moral')",-0.4506691,-0.3428631,0.107806
22,-0.70222825,-0.6686206,"('untrustworthy', 'trustworthy')",-0.7022282,-0.6686206,0.0336076
23,6.011851,6.1043925,"('insincere', 'sincere')",6.0118508,6.1043925,0.0925417
24,1.505393,1.4032128,"('dishonest', 'honest')",1.505393,1.4032128,-0.1021802
25,0.67520994,0.54535687,"('egoistic', 'altruistic')",0.6752099,0.5453569,-0.129853
26,1.0003629,0.90006936,"('hardhearted', 'benevolent')",1.0003629,0.9000694,-0.1002935
27,1.8066823,1.6187859,"('hardhearted', 'softhearted')",1.8066823,1.6187859,-0.1878964
28,0.9924278,0.9289348,"('disloyal', 'loyal')",0.9924278,0.9289348,-0.063493
29,-0.7665925,-0.86786956,"('unfair', 'fair')",-0.7665925,-0.8678696,-0.1012771
30,0.85532475,0.9267359,"('intolerant', 'tolerant')",0.8553247,0.9267359,0.0714112
31,-1.6621228,-1.6930709,"('evil', 'good')",-1.6621228,-1.6930709,-0.0309481
32,0.80889034,0.7570451,"('unkind', 'kind')",0.8088903,0.7570451,-0.0518452
33,-0.5256167,-0.61023444,"('wrong', 'right')",-0.5256167,-0.6102344,-0.0846177
34,4.38511,4.557283,"('mean', 'honorable')",4.3851099,4.5572829,0.172173
35,-0.7883329,-1.0857259,"('corrupt', 'incorrupt')",-0.7883329,-1.0857259,-0.297393
36,-0.8456396,-1.0155749,"('hostile', 'amicable')",-0.8456396,-1.0155749,-0.1699353
37,0.8393914,0.79280126,"('fake', 'genuine')",0.8393914,0.7928013,-0.0465901
38,-0.44695282,-0.4044357,"('untruthful', 'truthful')",-0.4469528,-0.4044357,0.0425171
39,0.34807134,0.36186486,"('exploitative', 'cooperative')",0.3480713,0.3618649,0.0137936
40,-1.4542482,-1.5968761,"('stingy', 'generous')",-1.4542482,-1.5968761,-0.1426279
41,0.042427413,-0.030070547,"('unforgiving', 'forgiving')",0.0424274,-0.0300705,-0.0724979
42,-2.3667657,-2.3726153,"('unreliable', 'reliable')",-2.3667657,-2.3726153,-0.0058496
43,0.79465306,0.885379,"('irresponsible', 'responsible')",0.7946531,0.885379,0.0907259
44,-0.79662955,-0.7887792,"('prejudiced', 'unprejudiced')",-0.7966295,-0.7887792,0.0078503
45,-0.06795027,-0.047737997,"('incompetent', 'competent')",-0.0679503,-0.047738,0.0202123
46,-0.6513679,-0.6084772,"('uncompetitive', 'competitive')",-0.6513679,-0.6084772,0.0428907
47,5.0253534,5.173757,"('stupid', 'smart')",5.0253534,5.1737571,0.1484037
48,0.2703779,0.25300768,"('unintelligent', 'intelligent')",0.2703779,0.2530077,-0.0173702
