,rectangle_male,rectangle_female,tuple,average_male,average_female,female-male
0,0.15852419,0.09504658,"('unsociable', 'sociable')",0.1585242,0.0950466,-0.0634776
1,0.19027048,-0.0034704618,"('unfriendly', 'friendly')",0.1902705,-0.0034705,-0.193741
2,0.620238,0.7123591,"('unlikable', 'likable')",0.620238,0.7123591,0.0921211
3,0.27196315,0.47136238,"('repellent', 'pleasant')",0.2719631,0.4713624,0.1993993
4,-3.9775534,-3.984596,"('disliked', 'liked')",-3.9775534,-3.984596,-0.0070426
5,-0.6234865,-0.75930077,"('distant', 'outgoing')",-0.6234865,-0.7593008,-0.1358143
6,-0.7316186,-0.84459865,"('distant', 'open')",-0.7316186,-0.8445987,-0.1129801
7,1.086872,1.2291492,"('insensitive', 'sensitive')",1.086872,1.2291492,0.1422772
8,-0.1487959,-0.28831878,"('unaffectionate', 'affectionate')",-0.1487959,-0.2883188,-0.1395229
9,0.4429664,0.3714381,"('unaffectionate', 'caring')",0.4429664,0.3714381,-0.0715283
10,0.28847188,0.42533535,"('unsympathetic', 'sympathetic')",0.2884719,0.4253353,0.1368634
11,1.5984043,1.7337432,"('unhelpful', 'helpful')",1.5984043,1.7337432,0.1353389
12,-0.9993835,-0.9193784,"('unsupportive', 'supportive')",-0.9993835,-0.9193784,0.0800051
13,0.08788651,0.107403815,"('impolite', 'polite')",0.0878865,0.1074038,0.0195173
14,0.78028035,0.8703253,"('antisocial', 'social')",0.7802804,0.8703253,0.0900449
15,0.06171074,-0.014841181,"('boring', 'funny')",0.0617107,-0.0148412,-0.0765519
16,-0.45103958,-0.41131395,"('unpopular', 'popular')",-0.4510396,-0.411314,0.0397256
17,-0.05367321,-0.04512672,"('nasty', 'nice')",-0.0536732,-0.0451267,0.0085465
18,-0.51432437,-0.547868,"('disagreeable', 'welcoming')",-0.5143244,-0.547868,-0.0335436
19,-1.1108286,-1.1634371,"('inhospitable', 'hospitable')",-1.1108286,-1.1634371,-0.0526085
20,0.8088123,0.8549242,"('rough', 'thoughtful')",0.8088123,0.8549242,0.0461119
21,0.2766304,0.42923737,"('immoral', 'moral')",0.2766304,0.4292374,0.152607
22,0.06989606,0.18578118,"('untrustworthy', 'trustworthy')",0.0698961,0.1857812,0.1158851
23,3.9009163,3.9558234,"('insincere', 'sincere')",3.9009163,3.9558234,0.0549071
24,0.9430592,0.9369787,"('dishonest', 'honest')",0.9430592,0.9369787,-0.0060805
25,0.03586822,-0.114636555,"('egoistic', 'altruistic')",0.0358682,-0.1146366,-0.1505048
26,0.064751774,-0.06922212,"('hardhearted', 'benevolent')",0.0647518,-0.0692221,-0.1339739
27,0.98345923,0.9446431,"('hardhearted', 'softhearted')",0.9834592,0.9446431,-0.0388161
28,0.08576694,0.026400678,"('disloyal', 'loyal')",0.0857669,0.0264007,-0.0593662
29,0.16528906,0.14661017,"('unfair', 'fair')",0.1652891,0.1466102,-0.0186789
30,1.2462187,1.1945686,"('intolerant', 'tolerant')",1.2462187,1.1945686,-0.0516501
31,-1.3979311,-1.5226924,"('evil', 'good')",-1.3979311,-1.5226924,-0.1247613
32,0.80894446,0.8090739,"('unkind', 'kind')",0.8089445,0.8090739,0.0001294
33,-0.17278899,-0.25675148,"('wrong', 'right')",-0.172789,-0.2567515,-0.0839625
34,2.9495234,2.9442444,"('mean', 'honorable')",2.9495234,2.9442444,-0.005279
35,-0.7133619,-0.84513324,"('corrupt', 'incorrupt')",-0.7133619,-0.8451332,-0.1317713
36,-0.74161077,-0.88598156,"('hostile', 'amicable')",-0.7416108,-0.8859816,-0.1443708
37,0.6140624,0.6268672,"('fake', 'genuine')",0.6140624,0.6268672,0.0128048
38,0.73641264,0.67731047,"('untruthful', 'truthful')",0.7364126,0.6773105,-0.0591021
39,1.0688077,1.1201624,"('exploitative', 'cooperative')",1.0688077,1.1201624,0.0513547
