,help_male,help_female,tuple,average_male,average_female,female-male
0,0.40640685,0.30230278,"('unsociable', 'sociable')",0.4064068,0.3023028,-0.104104
1,0.9536601,0.92486507,"('unfriendly', 'friendly')",0.9536601,0.9248651,-0.028795
2,0.6143641,0.65326226,"('unlikable', 'likable')",0.6143641,0.6532623,0.0388982
3,0.81993324,0.9167257,"('repellent', 'pleasant')",0.8199332,0.9167257,0.0967925
4,-6.964076,-6.946326,"('disliked', 'liked')",-6.964076,-6.9463258,0.0177502
5,-0.41623327,-0.311014,"('distant', 'outgoing')",-0.4162333,-0.311014,0.1052193
6,-0.02545974,0.024092741,"('distant', 'open')",-0.0254597,0.0240927,0.0495524
7,1.0442309,0.9640726,"('insensitive', 'sensitive')",1.0442309,0.9640726,-0.0801583
8,1.2401899,1.152728,"('unaffectionate', 'affectionate')",1.2401899,1.152728,-0.0874619
9,1.629104,1.6857029,"('unaffectionate', 'caring')",1.629104,1.6857029,0.0565989
10,1.5073676,1.3549477,"('unsympathetic', 'sympathetic')",1.5073676,1.3549477,-0.1524199
11,2.2836263,2.2457926,"('unhelpful', 'helpful')",2.2836263,2.2457926,-0.0378337
12,-0.90830165,-0.88912404,"('unsupportive', 'supportive')",-0.9083017,-0.889124,0.0191777
13,0.18685748,0.15873128,"('impolite', 'polite')",0.1868575,0.1587313,-0.0281262
14,0.4519342,0.35330978,"('antisocial', 'social')",0.4519342,0.3533098,-0.0986244
15,0.3822741,0.31707793,"('boring', 'funny')",0.3822741,0.3170779,-0.0651962
16,-0.5238034,-0.39044595,"('unpopular', 'popular')",-0.5238034,-0.3904459,0.1333575
17,0.33466274,0.28678554,"('nasty', 'nice')",0.3346627,0.2867855,-0.0478772
18,-0.3180132,-0.312571,"('disagreeable', 'welcoming')",-0.3180132,-0.312571,0.0054422
19,-0.5790753,-0.56363475,"('inhospitable', 'hospitable')",-0.5790753,-0.5636348,0.0154405
20,0.5371569,0.35530567,"('rough', 'thoughtful')",0.5371569,0.3553057,-0.1818512
21,0.2327287,0.23935223,"('immoral', 'moral')",0.2327287,0.2393522,0.0066235
22,0.23593058,0.18552168,"('untrustworthy', 'trustworthy')",0.2359306,0.1855217,-0.0504089
23,6.171162,6.199204,"('insincere', 'sincere')",6.1711621,6.199204,0.0280419
24,1.953318,1.9043392,"('dishonest', 'honest')",1.953318,1.9043392,-0.0489788
25,0.5766915,0.54444754,"('egoistic', 'altruistic')",0.5766915,0.5444475,-0.032244
26,0.3605613,0.20322785,"('hardhearted', 'benevolent')",0.3605613,0.2032278,-0.1573335
27,1.5248277,1.3373134,"('hardhearted', 'softhearted')",1.5248277,1.3373134,-0.1875143
28,0.88899755,0.72802025,"('disloyal', 'loyal')",0.8889976,0.7280203,-0.1609773
29,-0.25906694,-0.44313678,"('unfair', 'fair')",-0.2590669,-0.4431368,-0.1840699
30,0.9599574,0.8268256,"('intolerant', 'tolerant')",0.9599574,0.8268256,-0.1331318
31,-1.1673088,-1.1587573,"('evil', 'good')",-1.1673088,-1.1587573,0.0085515
32,1.1461252,1.0240308,"('unkind', 'kind')",1.1461252,1.0240308,-0.1220944
33,-0.61728597,-0.45041162,"('wrong', 'right')",-0.617286,-0.4504116,0.1668744
34,4.0461817,4.2087584,"('mean', 'honorable')",4.0461817,4.2087584,0.1625767
35,-0.89608985,-1.0430235,"('corrupt', 'incorrupt')",-0.8960899,-1.0430235,-0.1469336
36,-0.63977444,-0.7207839,"('hostile', 'amicable')",-0.6397744,-0.7207839,-0.0810095
37,0.90051675,0.73143595,"('fake', 'genuine')",0.9005167,0.731436,-0.1690807
38,-0.032931402,-0.001432851,"('untruthful', 'truthful')",-0.0329314,-0.0014329,0.0314985
39,0.20262304,0.17755386,"('exploitative', 'cooperative')",0.202623,0.1775539,-0.0250691
40,-1.2047163,-1.2942829,"('stingy', 'generous')",-1.2047163,-1.2942829,-0.0895666
41,0.29237795,0.12507376,"('unforgiving', 'forgiving')",0.2923779,0.1250738,-0.1673041
42,-1.5601367,-1.642537,"('unreliable', 'reliable')",-1.5601367,-1.642537,-0.0824003
43,1.3351003,1.2657896,"('irresponsible', 'responsible')",1.3351003,1.2657896,-0.0693107
44,-0.78293216,-0.8776223,"('prejudiced', 'unprejudiced')",-0.7829322,-0.8776223,-0.0946901
45,0.47915307,0.37178257,"('incompetent', 'competent')",0.4791531,0.3717826,-0.1073705
