,body_male,body_female,tuple,average_male,average_female,female-male
0,0.638285,0.52142674,"('unsociable', 'sociable')",0.638285,0.5214267,-0.1168583
1,0.8616692,0.87678343,"('unfriendly', 'friendly')",0.8616692,0.8767834,0.0151142
2,0.2913915,0.4600873,"('unlikable', 'likable')",0.2913915,0.4600873,0.1686958
3,0.5669074,0.7155281,"('repellent', 'pleasant')",0.5669074,0.7155281,0.1486207
4,-7.2749443,-7.1926,"('disliked', 'liked')",-7.2749443,-7.1925998,0.0823445
5,-0.77889067,-0.67767376,"('distant', 'outgoing')",-0.7788907,-0.6776738,0.1012169
6,-0.6031302,-0.5616954,"('distant', 'open')",-0.6031302,-0.5616954,0.0414348
7,1.692223,1.6861393,"('insensitive', 'sensitive')",1.692223,1.6861393,-0.0060837
8,0.6842891,0.6769932,"('unaffectionate', 'affectionate')",0.6842891,0.6769932,-0.0072959
9,1.508764,1.5331783,"('unaffectionate', 'caring')",1.508764,1.5331783,0.0244143
10,1.1062964,0.99897534,"('unsympathetic', 'sympathetic')",1.1062964,0.9989753,-0.1073211
11,2.3113637,2.3841112,"('unhelpful', 'helpful')",2.3113637,2.3841112,0.0727475
12,-1.198456,-1.1260151,"('unsupportive', 'supportive')",-1.198456,-1.1260151,0.0724409
13,0.08620258,0.078608215,"('impolite', 'polite')",0.0862026,0.0786082,-0.0075944
14,0.6068281,0.68799895,"('antisocial', 'social')",0.6068281,0.687999,0.0811709
15,0.15902446,0.12570551,"('boring', 'funny')",0.1590245,0.1257055,-0.033319
16,-0.65353966,-0.4583171,"('unpopular', 'popular')",-0.6535397,-0.4583171,0.1952226
17,0.22798276,0.2615432,"('nasty', 'nice')",0.2279828,0.2615432,0.0335604
18,-0.785058,-0.7322414,"('disagreeable', 'welcoming')",-0.785058,-0.7322414,0.0528166
19,-0.30815864,-0.33874795,"('inhospitable', 'hospitable')",-0.3081586,-0.3387479,-0.0305893
20,0.89685774,0.78920716,"('rough', 'thoughtful')",0.8968577,0.7892072,-0.1076505
21,0.23247622,0.30547878,"('immoral', 'moral')",0.2324762,0.3054788,0.0730026
22,0.068082355,0.090406686,"('untrustworthy', 'trustworthy')",0.0680824,0.0904067,0.0223243
23,6.7156386,6.7100744,"('insincere', 'sincere')",6.7156386,6.7100744,-0.0055642
24,1.828462,1.7975662,"('dishonest', 'honest')",1.828462,1.7975662,-0.0308958
25,0.029916279,-0.0037686303,"('egoistic', 'altruistic')",0.0299163,-0.0037686,-0.0336849
26,1.1530826,0.99289674,"('hardhearted', 'benevolent')",1.1530826,0.9928967,-0.1601859
27,1.7041521,1.5528637,"('hardhearted', 'softhearted')",1.7041521,1.5528637,-0.1512884
28,1.3099201,1.1069714,"('disloyal', 'loyal')",1.3099201,1.1069714,-0.2029487
29,-0.067055084,-0.14957926,"('unfair', 'fair')",-0.0670551,-0.1495793,-0.0825242
30,1.2943566,1.2532183,"('intolerant', 'tolerant')",1.2943566,1.2532183,-0.0411383
31,-1.577441,-1.5027165,"('evil', 'good')",-1.577441,-1.5027165,0.0747245
32,1.4723083,1.3740182,"('unkind', 'kind')",1.4723083,1.3740182,-0.0982901
33,-0.76953065,-0.79956275,"('wrong', 'right')",-0.7695307,-0.7995628,-0.0300321
34,4.782843,4.903872,"('mean', 'honorable')",4.7828431,4.903872,0.1210289
35,-1.2872658,-1.5430638,"('corrupt', 'incorrupt')",-1.2872658,-1.5430638,-0.255798
36,-0.4553061,-0.7256417,"('hostile', 'amicable')",-0.4553061,-0.7256417,-0.2703356
37,0.6236008,0.5442122,"('fake', 'genuine')",0.6236008,0.5442122,-0.0793886
38,0.07997416,0.10855392,"('untruthful', 'truthful')",0.0799742,0.1085539,0.0285797
39,0.5479449,0.540859,"('exploitative', 'cooperative')",0.5479449,0.540859,-0.0070859
40,-1.2520541,-1.3405793,"('stingy', 'generous')",-1.2520541,-1.3405793,-0.0885252
41,0.37451133,0.25000316,"('unforgiving', 'forgiving')",0.3745113,0.2500032,-0.1245081
42,-1.8426799,-1.7955897,"('unreliable', 'reliable')",-1.8426799,-1.7955897,0.0470902
43,1.676849,1.6877849,"('irresponsible', 'responsible')",1.676849,1.6877849,0.0109359
44,-1.2714269,-1.2763184,"('prejudiced', 'unprejudiced')",-1.2714269,-1.2763184,-0.0048915
45,0.98310935,0.87486553,"('incompetent', 'competent')",0.9831094,0.8748655,-0.1082439
46,-0.28771615,-0.40618622,"('uncompetitive', 'competitive')",-0.2877162,-0.4061862,-0.11847
47,5.1861644,5.3632283,"('stupid', 'smart')",5.1861644,5.3632283,0.1770639
48,1.141254,1.071486,"('unintelligent', 'intelligent')",1.1412539,1.071486,-0.0697679
49,-0.19209409,-0.10042628,"('unable', 'able')",-0.1920941,-0.1004263,0.0916678
50,-0.14194359,-0.14517266,"('clumsy', 'skillful')",-0.1419436,-0.1451727,-0.0032291
51,0.45850915,0.46194234,"('uneducated', 'educated')",0.4585091,0.4619423,0.0034332
52,-0.40703833,-0.5281904,"('irrational', 'rational')",-0.4070383,-0.5281904,-0.1211521
53,-0.1831271,-0.16768812,"('uncreative', 'creative')",-0.1831271,-0.1676881,0.015439
54,0.80888814,0.8754546,"('incapable', 'capable')",0.8088881,0.8754546,0.0665665
