,sportsman_male,sportsman_female,tuple,average_male,average_female,female-male
0,0.16157168,0.08052195,"('unsociable', 'sociable')",0.1615717,0.0805219,-0.0810498
1,1.0549605,0.87042105,"('unfriendly', 'friendly')",1.0549605,0.8704211,-0.1845394
2,0.5057814,0.65847707,"('unlikable', 'likable')",0.5057814,0.6584771,0.1526957
3,0.9261546,1.0319834,"('repellent', 'pleasant')",0.9261546,1.0319834,0.1058288
4,-6.8607297,-6.969318,"('disliked', 'liked')",-6.8607297,-6.9693179,-0.1085882
5,-0.52071506,-0.49582627,"('distant', 'outgoing')",-0.5207151,-0.4958263,0.0248888
6,-0.24836813,-0.25864285,"('distant', 'open')",-0.2483681,-0.2586429,-0.0102748
7,0.6250445,0.65289253,"('insensitive', 'sensitive')",0.6250445,0.6528925,0.027848
8,0.8845987,0.7527782,"('unaffectionate', 'affectionate')",0.8845987,0.7527782,-0.1318205
9,1.2704264,1.2998378,"('unaffectionate', 'caring')",1.2704264,1.2998378,0.0294114
10,1.5353999,1.6724132,"('unsympathetic', 'sympathetic')",1.5353999,1.6724132,0.1370133
11,2.057668,2.1455986,"('unhelpful', 'helpful')",2.057668,2.1455986,0.0879306
12,-1.5514671,-1.5154889,"('unsupportive', 'supportive')",-1.5514671,-1.5154889,0.0359782
13,0.4133323,0.4808045,"('impolite', 'polite')",0.4133323,0.4808045,0.0674722
14,-0.14361496,-0.16210037,"('antisocial', 'social')",-0.143615,-0.1621004,-0.0184854
15,0.45250273,0.31301844,"('boring', 'funny')",0.4525027,0.3130184,-0.1394843
16,-0.34486705,-0.4543518,"('unpopular', 'popular')",-0.3448671,-0.4543518,-0.1094847
17,-0.07993981,-0.058140736,"('nasty', 'nice')",-0.0799398,-0.0581407,0.0217991
18,-0.78156984,-0.8440872,"('disagreeable', 'welcoming')",-0.7815698,-0.8440872,-0.0625174
19,-0.6047895,-0.59077895,"('inhospitable', 'hospitable')",-0.6047895,-0.5907789,0.0140106
20,0.7687022,0.5253281,"('rough', 'thoughtful')",0.7687022,0.5253281,-0.2433741
21,0.16750836,0.45958874,"('immoral', 'moral')",0.1675084,0.4595887,0.2920803
22,-0.16975561,-0.13575062,"('untrustworthy', 'trustworthy')",-0.1697556,-0.1357506,0.034005
23,6.0237265,6.047916,"('insincere', 'sincere')",6.0237265,6.0479159,0.0241894
24,1.6289963,1.6976767,"('dishonest', 'honest')",1.6289963,1.6976767,0.0686804
25,0.31186134,0.2245298,"('egoistic', 'altruistic')",0.3118613,0.2245298,-0.0873315
26,0.2190471,0.055381514,"('hardhearted', 'benevolent')",0.2190471,0.0553815,-0.1636656
27,1.5192415,1.3142902,"('hardhearted', 'softhearted')",1.5192415,1.3142902,-0.2049513
28,1.1923404,1.1816351,"('disloyal', 'loyal')",1.1923404,1.1816351,-0.0107053
29,-0.66601926,-0.89598674,"('unfair', 'fair')",-0.6660193,-0.8959867,-0.2299674
30,0.78121364,0.9390144,"('intolerant', 'tolerant')",0.7812136,0.9390144,0.1578008
31,-1.5218043,-1.76983,"('evil', 'good')",-1.5218043,-1.76983,-0.2480257
32,1.4593883,1.4090887,"('unkind', 'kind')",1.4593883,1.4090887,-0.0502996
33,-0.6548419,-0.61556447,"('wrong', 'right')",-0.6548419,-0.6155645,0.0392774
34,4.3646736,4.5521264,"('mean', 'honorable')",4.3646736,4.5521264,0.1874528
35,-1.283598,-1.5471656,"('corrupt', 'incorrupt')",-1.2835979,-1.5471656,-0.2635677
36,-0.9265469,-1.2076783,"('hostile', 'amicable')",-0.9265469,-1.2076783,-0.2811314
37,1.1064701,0.9727758,"('fake', 'genuine')",1.1064701,0.9727758,-0.1336943
38,-0.068099275,0.044206172,"('untruthful', 'truthful')",-0.0680993,0.0442062,0.1123055
39,-0.09626681,-0.0583869,"('exploitative', 'cooperative')",-0.0962668,-0.0583869,0.0378799
40,-1.5382711,-1.7725456,"('stingy', 'generous')",-1.5382711,-1.7725456,-0.2342745
41,0.056278065,0.11284703,"('unforgiving', 'forgiving')",0.0562781,0.112847,0.0565689
42,-1.6600916,-1.645417,"('unreliable', 'reliable')",-1.6600916,-1.645417,0.0146746
43,1.0907834,1.2643727,"('irresponsible', 'responsible')",1.0907834,1.2643727,0.1735893
