,warning_male,warning_female,tuple,average_male,average_female,female-male
0,-0.26525182,-0.19525826,"('unsociable', 'sociable')",-0.2652518,-0.1952583,0.0699935
1,1.1717811,1.0675279,"('unfriendly', 'friendly')",1.1717811,1.0675279,-0.1042532
2,-0.28146324,-0.2460509,"('unlikable', 'likable')",-0.2814632,-0.2460509,0.0354123
3,0.5208571,0.60792434,"('repellent', 'pleasant')",0.5208571,0.6079243,0.0870672
4,-7.662086,-7.8226113,"('disliked', 'liked')",-7.662086,-7.8226113,-0.1605253
5,-0.5430591,-0.6286881,"('distant', 'outgoing')",-0.5430591,-0.6286881,-0.085629
6,-0.04579833,-0.2178214,"('distant', 'open')",-0.0457983,-0.2178214,-0.1720231
7,0.8971779,0.98019594,"('insensitive', 'sensitive')",0.8971779,0.9801959,0.083018
8,1.1291261,0.9791296,"('unaffectionate', 'affectionate')",1.1291261,0.9791296,-0.1499965
9,1.4396211,1.4170283,"('unaffectionate', 'caring')",1.4396211,1.4170283,-0.0225928
10,0.9457027,1.0831054,"('unsympathetic', 'sympathetic')",0.9457027,1.0831054,0.1374027
11,1.5232136,1.6439525,"('unhelpful', 'helpful')",1.5232136,1.6439525,0.1207389
12,-1.995671,-1.9906213,"('unsupportive', 'supportive')",-1.995671,-1.9906213,0.0050497
13,-0.15278864,-0.036831424,"('impolite', 'polite')",-0.1527886,-0.0368314,0.1159572
14,0.19819838,0.24712178,"('antisocial', 'social')",0.1981984,0.2471218,0.0489234
15,0.0773636,-0.035509005,"('boring', 'funny')",0.0773636,-0.035509,-0.1128726
16,-0.7455845,-0.78122115,"('unpopular', 'popular')",-0.7455845,-0.7812212,-0.0356367
17,-0.37553525,-0.39387405,"('nasty', 'nice')",-0.3755352,-0.393874,-0.0183388
18,-0.3862931,-0.48043245,"('disagreeable', 'welcoming')",-0.3862931,-0.4804325,-0.0941394
19,-0.96203464,-1.0466688,"('inhospitable', 'hospitable')",-0.9620346,-1.0466688,-0.0846342
20,0.9700716,0.9297889,"('rough', 'thoughtful')",0.9700716,0.9297889,-0.0402827
21,-0.5774166,-0.4152642,"('immoral', 'moral')",-0.5774166,-0.4152642,0.1621524
22,-0.4728498,-0.45114857,"('untrustworthy', 'trustworthy')",-0.4728498,-0.4511486,0.0217012
23,6.3014846,6.4141374,"('insincere', 'sincere')",6.3014846,6.4141374,0.1126528
24,1.4098516,1.3175516,"('dishonest', 'honest')",1.4098516,1.3175516,-0.0923
25,0.6849519,0.5733306,"('egoistic', 'altruistic')",0.6849519,0.5733306,-0.1116213
26,1.1206843,1.025764,"('hardhearted', 'benevolent')",1.1206843,1.025764,-0.0949203
27,1.6697112,1.4736483,"('hardhearted', 'softhearted')",1.6697112,1.4736483,-0.1960629
28,1.0303292,1.0077685,"('disloyal', 'loyal')",1.0303292,1.0077685,-0.0225607
29,-0.45719415,-0.63207316,"('unfair', 'fair')",-0.4571941,-0.6320732,-0.1748791
30,0.74686676,0.8644412,"('intolerant', 'tolerant')",0.7468668,0.8644412,0.1175744
31,-1.6188463,-1.7523862,"('evil', 'good')",-1.6188463,-1.7523862,-0.1335399
