,shack_male,shack_female,tuple,average_male,average_female,female-male
0,-0.14757693,-0.34358823,"('unsociable', 'sociable')",-0.1475769,-0.3435882,-0.1960113
1,1.4750347,1.4155967,"('unfriendly', 'friendly')",1.4750347,1.4155967,-0.059438
2,0.3205137,0.46945748,"('unlikable', 'likable')",0.3205137,0.4694575,0.1489438
3,0.24907866,0.5173482,"('repellent', 'pleasant')",0.2490787,0.5173482,0.2682695
4,-7.61377,-7.589209,"('disliked', 'liked')",-7.61377,-7.5892091,0.0245609
5,-0.25700167,-0.27128392,"('distant', 'outgoing')",-0.2570017,-0.2712839,-0.0142822
6,0.00032779202,0.06926027,"('distant', 'open')",0.0003278,0.0692603,0.0689325
7,1.0662054,1.1855662,"('insensitive', 'sensitive')",1.0662054,1.1855662,0.1193608
8,1.0225501,1.04509,"('unaffectionate', 'affectionate')",1.0225501,1.04509,0.0225399
9,1.7929351,1.7932074,"('unaffectionate', 'caring')",1.7929351,1.7932074,0.0002723
10,0.6406705,0.7983463,"('unsympathetic', 'sympathetic')",0.6406705,0.7983463,0.1576758
11,2.2123284,2.2518866,"('unhelpful', 'helpful')",2.2123284,2.2518866,0.0395582
12,-1.6134369,-1.6175649,"('unsupportive', 'supportive')",-1.6134369,-1.6175649,-0.004128
13,0.21456344,0.076870084,"('impolite', 'polite')",0.2145634,0.0768701,-0.1376933
14,0.011525099,-0.035376113,"('antisocial', 'social')",0.0115251,-0.0353761,-0.0469012
15,0.45430088,0.47911584,"('boring', 'funny')",0.4543009,0.4791158,0.0248149
16,-0.32854185,-0.27594405,"('unpopular', 'popular')",-0.3285418,-0.2759441,0.0525977
17,-0.3928088,-0.3379719,"('nasty', 'nice')",-0.3928088,-0.3379719,0.0548369
18,-0.5325655,-0.4951472,"('disagreeable', 'welcoming')",-0.5325655,-0.4951472,0.0374183
19,-0.35269552,-0.2570467,"('inhospitable', 'hospitable')",-0.3526955,-0.2570467,0.0956488
20,0.4028052,0.3883735,"('rough', 'thoughtful')",0.4028052,0.3883735,-0.0144317
21,-0.22747597,-0.12662764,"('immoral', 'moral')",-0.227476,-0.1266276,0.1008484
22,-0.5169119,-0.4889012,"('untrustworthy', 'trustworthy')",-0.5169119,-0.4889012,0.0280107
23,7.2692046,7.299873,"('insincere', 'sincere')",7.2692046,7.2998729,0.0306683
24,2.1487453,2.2002888,"('dishonest', 'honest')",2.1487453,2.2002888,0.0515435
25,0.65015274,0.54600936,"('egoistic', 'altruistic')",0.6501527,0.5460094,-0.1041433
26,0.1347507,0.10924369,"('hardhearted', 'benevolent')",0.1347507,0.1092437,-0.025507
27,1.2887325,1.2728117,"('hardhearted', 'softhearted')",1.2887325,1.2728117,-0.0159208
28,1.3075157,1.3421468,"('disloyal', 'loyal')",1.3075157,1.3421468,0.0346311
29,-0.32946974,-0.3531616,"('unfair', 'fair')",-0.3294697,-0.3531616,-0.0236919
30,1.13872,1.0907638,"('intolerant', 'tolerant')",1.13872,1.0907638,-0.0479562
31,-1.3410485,-1.264421,"('evil', 'good')",-1.3410485,-1.264421,0.0766275
32,1.2576536,1.148918,"('unkind', 'kind')",1.2576536,1.148918,-0.1087356
33,-0.26609176,-0.3781187,"('wrong', 'right')",-0.2660918,-0.3781187,-0.1120269
34,4.9751678,5.1318398,"('mean', 'honorable')",4.9751678,5.1318398,0.156672
35,-0.33197087,-0.4339373,"('corrupt', 'incorrupt')",-0.3319709,-0.4339373,-0.1019664
36,-0.3756985,-0.458723,"('hostile', 'amicable')",-0.3756985,-0.458723,-0.0830245
37,0.9485412,1.0229625,"('fake', 'genuine')",0.9485412,1.0229625,0.0744213
38,0.5513345,0.4104509,"('untruthful', 'truthful')",0.5513345,0.4104509,-0.1408836
39,0.45127717,0.42856675,"('exploitative', 'cooperative')",0.4512772,0.4285668,-0.0227104
40,-2.218913,-2.1855829,"('stingy', 'generous')",-2.2189131,-2.1855829,0.0333302
41,-0.09038896,-0.21016517,"('unforgiving', 'forgiving')",-0.090389,-0.2101652,-0.1197762
42,-2.5467653,-2.341524,"('unreliable', 'reliable')",-2.5467653,-2.3415239,0.2052414
43,1.1761028,1.178496,"('irresponsible', 'responsible')",1.1761028,1.178496,0.0023932
44,-1.1548665,-1.2342969,"('prejudiced', 'unprejudiced')",-1.1548665,-1.2342969,-0.0794304
45,0.12508549,0.29295442,"('incompetent', 'competent')",0.1250855,0.2929544,0.1678689
46,-0.80418444,-0.7231183,"('uncompetitive', 'competitive')",-0.8041844,-0.7231183,0.0810661
47,5.5762844,5.7338185,"('stupid', 'smart')",5.5762844,5.7338185,0.1575341
48,0.8992321,0.90953726,"('unintelligent', 'intelligent')",0.8992321,0.9095373,0.0103052
49,0.111669786,0.32359794,"('unable', 'able')",0.1116698,0.3235979,0.2119281
50,-0.107068315,0.093383275,"('clumsy', 'skillful')",-0.1070683,0.0933833,0.2004516
51,0.4833344,0.5336832,"('uneducated', 'educated')",0.4833344,0.5336832,0.0503488
52,-0.21449989,-0.1834501,"('irrational', 'rational')",-0.2144999,-0.1834501,0.0310498
53,0.1288237,0.21140878,"('uncreative', 'creative')",0.1288237,0.2114088,0.0825851
54,1.3845694,1.5188551,"('incapable', 'capable')",1.3845694,1.5188551,0.1342857
55,0.715469,0.8502332,"('incompetent', 'clever')",0.715469,0.8502332,0.1347642
56,1.0349009,1.0352844,"('impractical', 'practical')",1.0349009,1.0352844,0.0003835
57,-3.3351405,-3.1501417,"('unimaginative', 'imaginative')",-3.3351405,-3.1501417,0.1849988
