,angiosperm_male,angiosperm_female,tuple,average_male,average_female,female-male
0,-0.96074337,-1.1219813,"('unsociable', 'sociable')",-0.9607434,-1.1219813,-0.1612379
1,1.289316,1.0012529,"('unfriendly', 'friendly')",1.2893161,1.0012529,-0.2880632
2,0.010876365,-0.012541043,"('unlikable', 'likable')",0.0108764,-0.012541,-0.0234174
3,-1.9514892,-1.943377,"('repellent', 'pleasant')",-1.9514892,-1.943377,0.0081122
4,-0.5958798,-0.508096,"('disliked', 'liked')",-0.5958798,-0.508096,0.0877838
5,1.179459,1.1369962,"('distant', 'outgoing')",1.179459,1.1369962,-0.0424628
6,1.4169849,1.3228534,"('distant', 'open')",1.4169849,1.3228534,-0.0941315
7,-1.1507055,-1.2197487,"('insensitive', 'sensitive')",-1.1507055,-1.2197487,-0.0690432
8,1.0992428,0.87712294,"('unaffectionate', 'affectionate')",1.0992428,0.8771229,-0.2221199
9,0.40281978,0.19694915,"('unaffectionate', 'caring')",0.4028198,0.1969492,-0.2058706
10,-2.700172,-2.7992904,"('unsympathetic', 'sympathetic')",-2.7001719,-2.7992904,-0.0991185
11,-1.2113984,-1.2951179,"('unhelpful', 'helpful')",-1.2113984,-1.2951179,-0.0837195
12,-1.4667544,-1.5359133,"('unsupportive', 'supportive')",-1.4667544,-1.5359133,-0.0691589
13,-1.9948648,-2.041541,"('impolite', 'polite')",-1.9948648,-2.0415411,-0.0466763
14,-1.1935105,-1.2076628,"('antisocial', 'social')",-1.1935105,-1.2076628,-0.0141523
15,1.6262676,1.5939864,"('boring', 'funny')",1.6262676,1.5939864,-0.0322812
16,-0.090166,-0.07538296,"('unpopular', 'popular')",-0.090166,-0.075383,0.014783
17,0.022055982,0.12970805,"('nasty', 'nice')",0.022056,0.1297081,0.1076521
18,0.15928887,0.09806664,"('disagreeable', 'welcoming')",0.1592889,0.0980666,-0.0612223
19,-0.52311325,-0.46439627,"('inhospitable', 'hospitable')",-0.5231133,-0.4643963,0.058717
20,-0.21658878,-0.207054,"('rough', 'thoughtful')",-0.2165888,-0.207054,0.0095348
21,-1.9565455,-1.9261895,"('immoral', 'moral')",-1.9565455,-1.9261895,0.030356
22,-0.9718733,-1.0510879,"('untrustworthy', 'trustworthy')",-0.9718733,-1.0510879,-0.0792146
23,-0.5906518,-0.774738,"('insincere', 'sincere')",-0.5906518,-0.774738,-0.1840862
24,-1.3238194,-1.4906068,"('dishonest', 'honest')",-1.3238194,-1.4906068,-0.1667874
25,1.2984867,1.2550277,"('egoistic', 'altruistic')",1.2984867,1.2550277,-0.043459
26,1.7280978,1.5546808,"('hardhearted', 'benevolent')",1.7280978,1.5546808,-0.173417
27,1.282577,1.1124749,"('hardhearted', 'softhearted')",1.282577,1.1124749,-0.1701021
28,-0.5161458,-0.708385,"('disloyal', 'loyal')",-0.5161458,-0.708385,-0.1922392
29,-0.32479912,-0.36321297,"('unfair', 'fair')",-0.3247991,-0.363213,-0.0384139
30,-0.86494225,-0.9387768,"('intolerant', 'tolerant')",-0.8649423,-0.9387768,-0.0738345
31,0.72661614,0.7419591,"('evil', 'good')",0.7266161,0.7419591,0.015343
32,0.3159296,0.17042695,"('unkind', 'kind')",0.3159296,0.1704269,-0.1455027
33,0.9420817,0.8715749,"('wrong', 'right')",0.9420817,0.8715749,-0.0705068
34,1.0719221,1.1516775,"('mean', 'honorable')",1.0719221,1.1516775,0.0797554
35,2.0836155,2.0909176,"('corrupt', 'incorrupt')",2.0836155,2.0909176,0.0073021
36,1.7524536,1.7000011,"('hostile', 'amicable')",1.7524536,1.7000011,-0.0524525
37,-0.04639201,-0.13186063,"('fake', 'genuine')",-0.046392,-0.1318606,-0.0854686
38,-0.5530284,-0.60640854,"('untruthful', 'truthful')",-0.5530284,-0.6064085,-0.0533801
