,lymphocyte_male,lymphocyte_female,tuple,average_male,average_female,female-male
0,-1.3971921,-1.4599556,"('unsociable', 'sociable')",-1.3971921,-1.4599556,-0.0627635
1,0.41604784,0.1331518,"('unfriendly', 'friendly')",0.4160478,0.1331518,-0.282896
2,0.20261608,0.17686625,"('unlikable', 'likable')",0.2026161,0.1768662,-0.0257499
3,-2.2856069,-2.0771532,"('repellent', 'pleasant')",-2.2856069,-2.0771532,0.2084537
4,-0.17571841,-0.14394535,"('disliked', 'liked')",-0.1757184,-0.1439454,0.031773
5,1.1042973,1.0733901,"('distant', 'outgoing')",1.1042973,1.0733901,-0.0309072
6,1.5834172,1.4941151,"('distant', 'open')",1.5834172,1.4941151,-0.0893021
7,-1.8215847,-1.748308,"('insensitive', 'sensitive')",-1.8215847,-1.7483079,0.0732768
8,1.0754128,0.7938868,"('unaffectionate', 'affectionate')",1.0754128,0.7938868,-0.281526
9,0.7047089,0.4888285,"('unaffectionate', 'caring')",0.7047089,0.4888285,-0.2158804
10,-3.3697293,-3.3611798,"('unsympathetic', 'sympathetic')",-3.3697293,-3.3611798,0.0085495
11,-1.0775663,-1.0548995,"('unhelpful', 'helpful')",-1.0775663,-1.0548995,0.0226668
12,0.13726139,0.13941573,"('unsupportive', 'supportive')",0.1372614,0.1394157,0.0021543
13,-2.0649343,-2.1058528,"('impolite', 'polite')",-2.0649343,-2.1058528,-0.0409185
14,-1.485709,-1.4092796,"('antisocial', 'social')",-1.485709,-1.4092796,0.0764294
15,1.0347991,0.8165992,"('boring', 'funny')",1.0347991,0.8165992,-0.2181999
16,0.45024285,0.44326493,"('unpopular', 'popular')",0.4502428,0.4432649,-0.0069779
17,-0.595441,-0.43034828,"('nasty', 'nice')",-0.595441,-0.4303483,0.1650927
18,-0.0891317,-0.09186741,"('disagreeable', 'welcoming')",-0.0891317,-0.0918674,-0.0027357
19,-0.31637615,-0.2435562,"('inhospitable', 'hospitable')",-0.3163761,-0.2435562,0.0728199
20,-0.8443365,-0.77915305,"('rough', 'thoughtful')",-0.8443365,-0.779153,0.0651835
21,-1.8253042,-1.6815609,"('immoral', 'moral')",-1.8253042,-1.6815609,0.1437433
22,-1.1080148,-1.1486794,"('untrustworthy', 'trustworthy')",-1.1080148,-1.1486794,-0.0406646
23,-0.94409907,-0.97024965,"('insincere', 'sincere')",-0.9440991,-0.9702497,-0.0261506
24,-1.4342124,-1.4869263,"('dishonest', 'honest')",-1.4342124,-1.4869263,-0.0527139
25,0.59676236,0.46329618,"('egoistic', 'altruistic')",0.5967624,0.4632962,-0.1334662
26,1.8898516,1.4932822,"('hardhearted', 'benevolent')",1.8898516,1.4932822,-0.3965694
27,0.5595293,0.37377962,"('hardhearted', 'softhearted')",0.5595293,0.3737796,-0.1857497
28,-1.0887467,-1.2490221,"('disloyal', 'loyal')",-1.0887467,-1.2490221,-0.1602754
29,-0.20482367,-0.17699306,"('unfair', 'fair')",-0.2048237,-0.1769931,0.0278306
30,-1.852074,-1.7842662,"('intolerant', 'tolerant')",-1.852074,-1.7842662,0.0678078
31,1.5642188,1.5475756,"('evil', 'good')",1.5642188,1.5475756,-0.0166432
32,0.13549323,-0.054326303,"('unkind', 'kind')",0.1354932,-0.0543263,-0.1898195
33,1.2285447,1.1133981,"('wrong', 'right')",1.2285447,1.1133981,-0.1151466
34,0.84785795,1.0288607,"('mean', 'honorable')",0.847858,1.0288607,0.1810027
35,2.4036663,2.2996285,"('corrupt', 'incorrupt')",2.4036663,2.2996285,-0.1040378
36,1.2003826,1.0941753,"('hostile', 'amicable')",1.2003826,1.0941753,-0.1062073
37,-0.8014219,-0.7844536,"('fake', 'genuine')",-0.8014219,-0.7844536,0.0169683
38,-0.008340139,-0.07596642,"('untruthful', 'truthful')",-0.0083401,-0.0759664,-0.0676263
39,-0.56802225,-0.4358017,"('exploitative', 'cooperative')",-0.5680223,-0.4358017,0.1322206
40,-0.17604175,-0.216246,"('stingy', 'generous')",-0.1760418,-0.216246,-0.0402042
41,-0.11480483,-0.24745977,"('unforgiving', 'forgiving')",-0.1148048,-0.2474598,-0.132655
42,-0.622047,-0.46918646,"('unreliable', 'reliable')",-0.622047,-0.4691865,0.1528605
43,-1.639863,-1.6418257,"('irresponsible', 'responsible')",-1.639863,-1.6418257,-0.0019627
44,0.011797752,0.2658237,"('prejudiced', 'unprejudiced')",0.0117978,0.2658237,0.2540259
45,-2.0779696,-2.0620613,"('incompetent', 'competent')",-2.0779696,-2.0620613,0.0159083
46,-3.1081398,-3.0039415,"('uncompetitive', 'competitive')",-3.1081398,-3.0039415,0.1041983
47,0.5697609,0.52270997,"('stupid', 'smart')",0.5697609,0.52271,-0.0470509
48,-0.7671859,-0.785175,"('unintelligent', 'intelligent')",-0.7671859,-0.785175,-0.0179891
49,-0.2695976,-0.121353075,"('unable', 'able')",-0.2695976,-0.1213531,0.1482445
50,0.8178188,0.70482284,"('clumsy', 'skillful')",0.8178188,0.7048228,-0.112996
51,-2.1077433,-2.1249187,"('uneducated', 'educated')",-2.1077433,-2.1249187,-0.0171754
52,0.75699174,0.5706837,"('irrational', 'rational')",0.7569917,0.5706837,-0.186308
53,-1.6012886,-1.6682341,"('uncreative', 'creative')",-1.6012886,-1.6682341,-0.0669455
54,-0.43890753,-0.5035038,"('incapable', 'capable')",-0.4389075,-0.5035038,-0.0645963
55,-2.5843081,-2.4745283,"('incompetent', 'clever')",-2.5843081,-2.4745283,0.1097798
56,-1.4040136,-1.2330084,"('impractical', 'practical')",-1.4040136,-1.2330084,0.1710052
57,-1.9560944,-2.0796688,"('unimaginative', 'imaginative')",-1.9560944,-2.0796688,-0.1235744
