,anniversary_male,anniversary_female,tuple,average_male,average_female,female-male
0,-0.3527789,-0.27579015,"('unsociable', 'sociable')",-0.3527789,-0.2757902,0.0769887
1,1.6944885,1.6098691,"('unfriendly', 'friendly')",1.6944885,1.6098691,-0.0846194
2,-0.018666524,-0.02929961,"('unlikable', 'likable')",-0.0186665,-0.0292996,-0.0106331
3,0.27830064,0.24238627,"('repellent', 'pleasant')",0.2783006,0.2423863,-0.0359143
4,-7.3029485,-7.560054,"('disliked', 'liked')",-7.3029485,-7.5600538,-0.2571053
5,-0.09462786,-0.22847804,"('distant', 'outgoing')",-0.0946279,-0.228478,-0.1338501
6,0.500299,0.279046,"('distant', 'open')",0.500299,0.279046,-0.221253
7,0.643761,0.7215822,"('insensitive', 'sensitive')",0.643761,0.7215822,0.0778212
8,1.7223846,1.7280658,"('unaffectionate', 'affectionate')",1.7223846,1.7280658,0.0056812
9,1.6026223,1.7332089,"('unaffectionate', 'caring')",1.6026223,1.7332089,0.1305866
10,0.46062216,0.48165226,"('unsympathetic', 'sympathetic')",0.4606222,0.4816523,0.0210301
11,0.9483778,1.0597949,"('unhelpful', 'helpful')",0.9483778,1.0597949,0.1114171
12,-1.7764359,-1.7415574,"('unsupportive', 'supportive')",-1.7764359,-1.7415574,0.0348785
13,-0.5900866,-0.46192726,"('impolite', 'polite')",-0.5900866,-0.4619273,0.1281593
14,-0.2944831,-0.27991587,"('antisocial', 'social')",-0.2944831,-0.2799159,0.0145672
15,0.37541673,0.3503191,"('boring', 'funny')",0.3754167,0.3503191,-0.0250976
16,-0.43032995,-0.49940145,"('unpopular', 'popular')",-0.4303299,-0.4994015,-0.0690716
17,-0.04496602,-0.021403477,"('nasty', 'nice')",-0.044966,-0.0214035,0.0235625
18,-0.06029693,-0.16402993,"('disagreeable', 'welcoming')",-0.0602969,-0.1640299,-0.103733
19,-0.23000926,-0.2202014,"('inhospitable', 'hospitable')",-0.2300093,-0.2202014,0.0098079
20,0.87944597,0.81130767,"('rough', 'thoughtful')",0.879446,0.8113077,-0.0681383
21,-1.0122132,-0.8983926,"('immoral', 'moral')",-1.0122132,-0.8983926,0.1138206
22,-0.6602209,-0.7506164,"('untrustworthy', 'trustworthy')",-0.6602209,-0.7506164,-0.0903955
23,6.2646713,6.4375467,"('insincere', 'sincere')",6.2646713,6.4375467,0.1728754
24,1.2915369,1.1837201,"('dishonest', 'honest')",1.2915369,1.1837201,-0.1078168
25,0.8521646,0.71974516,"('egoistic', 'altruistic')",0.8521646,0.7197452,-0.1324194
26,1.0399171,1.0807226,"('hardhearted', 'benevolent')",1.0399171,1.0807226,0.0408055
27,1.9768625,1.7081306,"('hardhearted', 'softhearted')",1.9768625,1.7081306,-0.2687319
28,0.95497066,0.9802913,"('disloyal', 'loyal')",0.9549707,0.9802913,0.0253206
29,-0.33376485,-0.59587973,"('unfair', 'fair')",-0.3337649,-0.5958797,-0.2621148
30,0.68893516,0.7957629,"('intolerant', 'tolerant')",0.6889352,0.7957629,0.1068277
31,-0.7469667,-0.98339164,"('evil', 'good')",-0.7469667,-0.9833916,-0.2364249
32,0.78020775,0.7002628,"('unkind', 'kind')",0.7802078,0.7002628,-0.079945
33,-0.3298698,-0.36095837,"('wrong', 'right')",-0.3298698,-0.3609584,-0.0310886
34,4.9581285,5.1681523,"('mean', 'honorable')",4.9581285,5.1681523,0.2100238
35,0.0467882,-0.12275391,"('corrupt', 'incorrupt')",0.0467882,-0.1227539,-0.1695421
36,-0.087910786,-0.25063032,"('hostile', 'amicable')",-0.0879108,-0.2506303,-0.1627195
37,0.96749556,0.9145552,"('fake', 'genuine')",0.9674956,0.9145552,-0.0529404
38,-0.452662,-0.40262765,"('untruthful', 'truthful')",-0.452662,-0.4026276,0.0500344
39,0.3876556,0.50353795,"('exploitative', 'cooperative')",0.3876556,0.503538,0.1158824
40,-1.2464364,-1.5585424,"('stingy', 'generous')",-1.2464364,-1.5585424,-0.312106
41,-0.16121753,-0.27114972,"('unforgiving', 'forgiving')",-0.1612175,-0.2711497,-0.1099322
42,-2.5346744,-2.7241597,"('unreliable', 'reliable')",-2.5346744,-2.7241597,-0.1894853
43,0.72658813,0.799659,"('irresponsible', 'responsible')",0.7265881,0.799659,0.0730709
44,-0.85844785,-0.93935215,"('prejudiced', 'unprejudiced')",-0.8584478,-0.9393522,-0.0809044
45,-0.22508022,-0.25380406,"('incompetent', 'competent')",-0.2250802,-0.2538041,-0.0287239
46,-1.061768,-1.1007205,"('uncompetitive', 'competitive')",-1.0617681,-1.1007205,-0.0389524
47,5.162177,5.3044376,"('stupid', 'smart')",5.1621771,5.3044376,0.1422605
48,0.29823458,0.43831715,"('unintelligent', 'intelligent')",0.2982346,0.4383171,0.1400825
49,0.09902847,0.21609442,"('unable', 'able')",0.0990285,0.2160944,0.1170659
50,-0.3329413,-0.419572,"('clumsy', 'skillful')",-0.3329413,-0.419572,-0.0866307
51,0.108392574,0.04145638,"('uneducated', 'educated')",0.1083926,0.0414564,-0.0669362
52,-0.09959113,-0.357257,"('irrational', 'rational')",-0.0995911,-0.357257,-0.2576659
53,0.07773842,0.03066598,"('uncreative', 'creative')",0.0777384,0.030666,-0.0470724
54,1.2400343,1.3897818,"('incapable', 'capable')",1.2400343,1.3897818,0.1497475
55,0.45763326,0.5708589,"('incompetent', 'clever')",0.4576333,0.5708589,0.1132256
56,0.052547038,0.21238059,"('impractical', 'practical')",0.052547,0.2123806,0.1598336
57,-2.9435835,-3.0011606,"('unimaginative', 'imaginative')",-2.9435835,-3.0011606,-0.0575771
58,0.2386004,0.1559,"('undiscriminating', 'discriminating')",0.2386004,0.1559,-0.0827004
59,-0.060131364,-0.13490632,"('foolish', 'wise')",-0.0601314,-0.1349063,-0.0747749
60,-0.23091832,0.03059392,"('inefficient', 'efficient')",-0.2309183,0.0305939,0.2615122
61,0.1373567,0.015665378,"('illogical', 'logical')",0.1373567,0.0156654,-0.1216913
62,-0.035090953,0.120302275,"('incompetent', 'brilliant')",-0.035091,0.1203023,0.1553933
63,-0.22824915,-0.09986558,"('unperceptive', 'insightful')",-0.2282491,-0.0998656,0.1283835
64,-6.729834,-6.873443,"('shy', 'confident')",-6.7298341,-6.8734431,-0.143609
65,-0.10685308,-0.04869043,"('insecure', 'secure')",-0.1068531,-0.0486904,0.0581627
66,0.2617528,0.16273004,"('inactive', 'active')",0.2617528,0.16273,-0.0990228
67,-0.3774529,-0.17953357,"('doubtful', 'determined')",-0.3774529,-0.1795336,0.1979193
68,-0.69875246,-0.77342737,"('dependent', 'independent')",-0.6987525,-0.7734274,-0.0746749
69,-1.8204715,-1.9320631,"('lazy', 'industrious')",-1.8204715,-1.9320631,-0.1115916
70,0.8970018,0.8600066,"('lethargic', 'energetic')",0.8970018,0.8600066,-0.0369952
71,1.0394351,1.004218,"('diffident', 'self-confident')",1.0394351,1.004218,-0.0352171
72,0.6210481,0.7243077,"('unambitious', 'ambitious')",0.6210481,0.7243077,0.1032596
73,-2.8745196,-2.927544,"('helpless', 'self-reliant')",-2.8745196,-2.9275441,-0.0530245
74,0.2601234,0.22579223,"('undedicated', 'dedicated')",0.2601234,0.2257922,-0.0343312
75,-0.39660254,-0.426589,"('meek', 'impulsive')",-0.3966025,-0.426589,-0.0299865
76,0.7576553,0.8210038,"('anxious', 'daring')",0.7576553,0.8210038,0.0633485
77,-1.5972406,-1.3134226,"('unmotivated', 'motivated')",-1.5972406,-1.3134226,0.283818
78,-0.73507375,-0.673778,"('nonresilient', 'resilient')",-0.7350737,-0.673778,0.0612957
79,0.05638043,0.08030895,"('wavering', 'unwavering')",0.0563804,0.080309,0.0239286
80,-0.67783403,-0.6188018,"('dominated', 'dominating')",-0.677834,-0.6188018,0.0590322
81,-0.71171844,-0.5855488,"('submissive', 'aggressive')",-0.7117184,-0.5855488,0.1261696
82,6.2918754,6.3574004,"('poor', 'rich')",6.2918754,6.3574004,0.065525
83,-0.4215748,-0.34573522,"('powerless', 'powerful')",-0.4215748,-0.3457352,0.0758396
84,0.77824116,0.8075141,"('inferior', 'superior')",0.7782412,0.8075141,0.0292729
85,0.27206358,0.19994514,"('insignificant', 'prestigious')",0.2720636,0.1999451,-0.0721185
86,0.09260559,0.1334908,"('uninfluential', 'influential')",0.0926056,0.1334908,0.0408852
87,-0.62615657,-0.5371821,"('unsuccessful', 'successful')",-0.6261566,-0.5371821,0.0889745
88,0.39604142,0.49238205,"('low', 'eminent')",0.3960414,0.492382,0.0963406
