,bust_male,bust_female,tuple,average_male,average_female,female-male
0,0.16796973,0.09233216,"('unsociable', 'sociable')",0.1679697,0.0923322,-0.0756375
1,1.4013084,1.4544191,"('unfriendly', 'friendly')",1.4013084,1.4544191,0.0531107
2,0.17843804,0.40151253,"('unlikable', 'likable')",0.178438,0.4015125,0.2230745
3,0.8497457,0.9212732,"('repellent', 'pleasant')",0.8497457,0.9212732,0.0715275
4,-6.638505,-6.853012,"('disliked', 'liked')",-6.638505,-6.8530121,-0.2145071
5,-0.1496689,-0.13457534,"('distant', 'outgoing')",-0.1496689,-0.1345753,0.0150936
6,0.3878869,0.32548335,"('distant', 'open')",0.3878869,0.3254834,-0.0624035
7,1.2150669,1.2822016,"('insensitive', 'sensitive')",1.2150669,1.2822016,0.0671347
8,1.1649572,1.1672312,"('unaffectionate', 'affectionate')",1.1649572,1.1672312,0.002274
9,1.2459387,1.3245904,"('unaffectionate', 'caring')",1.2459387,1.3245904,0.0786517
10,0.82046235,0.9205024,"('unsympathetic', 'sympathetic')",0.8204623,0.9205024,0.1000401
11,1.3985664,1.5345814,"('unhelpful', 'helpful')",1.3985664,1.5345814,0.136015
12,-1.4708887,-1.3595035,"('unsupportive', 'supportive')",-1.4708887,-1.3595035,0.1113852
13,-0.23340267,-0.053312063,"('impolite', 'polite')",-0.2334027,-0.0533121,0.1800906
14,0.16493899,0.11478357,"('antisocial', 'social')",0.164939,0.1147836,-0.0501554
15,0.6878782,0.6611845,"('boring', 'funny')",0.6878782,0.6611845,-0.0266937
16,-0.6184693,-0.6698702,"('unpopular', 'popular')",-0.6184693,-0.6698702,-0.0514009
17,0.02270881,0.00980876,"('nasty', 'nice')",0.0227088,0.0098088,-0.0129
18,-0.31008318,-0.1734262,"('disagreeable', 'welcoming')",-0.3100832,-0.1734262,0.136657
19,-0.3896013,-0.27441034,"('inhospitable', 'hospitable')",-0.3896013,-0.2744103,0.115191
20,0.5188,0.3788462,"('rough', 'thoughtful')",0.5188,0.3788462,-0.1399538
21,-0.17171262,0.1238016,"('immoral', 'moral')",-0.1717126,0.1238016,0.2955142
22,0.08925187,0.10092699,"('untrustworthy', 'trustworthy')",0.0892519,0.100927,0.0116751
23,5.738289,6.028513,"('insincere', 'sincere')",5.7382889,6.028513,0.2902241
24,1.2507591,1.3630729,"('dishonest', 'honest')",1.2507591,1.3630729,0.1123138
25,0.84620374,0.88373405,"('egoistic', 'altruistic')",0.8462037,0.883734,0.0375303
26,1.4791924,1.2673589,"('hardhearted', 'benevolent')",1.4791924,1.2673589,-0.2118335
27,1.8509431,1.6734066,"('hardhearted', 'softhearted')",1.8509431,1.6734066,-0.1775365
28,1.1139859,0.9915692,"('disloyal', 'loyal')",1.1139859,0.9915692,-0.1224167
29,-0.40454626,-0.5767455,"('unfair', 'fair')",-0.4045463,-0.5767455,-0.1721992
30,0.98767334,1.0710657,"('intolerant', 'tolerant')",0.9876733,1.0710657,0.0833924
31,-0.8428317,-0.962024,"('evil', 'good')",-0.8428317,-0.962024,-0.1191923
32,1.2686468,1.2603538,"('unkind', 'kind')",1.2686468,1.2603538,-0.008293
33,-0.2829452,-0.26948372,"('wrong', 'right')",-0.2829452,-0.2694837,0.0134615
34,4.000986,4.328261,"('mean', 'honorable')",4.0009861,4.3282609,0.3272748
35,-0.8075553,-1.1730303,"('corrupt', 'incorrupt')",-0.8075553,-1.1730303,-0.365475
36,-0.30109292,-0.5605552,"('hostile', 'amicable')",-0.3010929,-0.5605552,-0.2594623
37,0.9777838,1.0081812,"('fake', 'genuine')",0.9777838,1.0081812,0.0303974
38,-0.57479304,-0.37754637,"('untruthful', 'truthful')",-0.574793,-0.3775464,0.1972466
39,0.24070868,0.29378435,"('exploitative', 'cooperative')",0.2407087,0.2937844,0.0530757
40,-0.96394134,-1.0664362,"('stingy', 'generous')",-0.9639413,-1.0664362,-0.1024949
41,0.7095661,0.59793997,"('unforgiving', 'forgiving')",0.7095661,0.59794,-0.1116261
42,-1.9827985,-2.028812,"('unreliable', 'reliable')",-1.9827985,-2.0288119,-0.0460134
43,0.80418515,0.9957023,"('irresponsible', 'responsible')",0.8041852,0.9957023,0.1915171
44,-1.0304883,-1.1473887,"('prejudiced', 'unprejudiced')",-1.0304883,-1.1473887,-0.1169004
45,0.44159675,0.22700557,"('incompetent', 'competent')",0.4415967,0.2270056,-0.2145911
46,-0.5441766,-0.56454235,"('uncompetitive', 'competitive')",-0.5441766,-0.5645424,-0.0203658
47,4.488455,4.729715,"('stupid', 'smart')",4.4884548,4.7297149,0.2412601
48,0.04344752,0.20880206,"('unintelligent', 'intelligent')",0.0434475,0.2088021,0.1653546
49,-0.033565637,0.10235708,"('unable', 'able')",-0.0335656,0.1023571,0.1359227
50,-0.4242313,-0.43398988,"('clumsy', 'skillful')",-0.4242313,-0.4339899,-0.0097586
51,0.49251485,0.58076894,"('uneducated', 'educated')",0.4925148,0.5807689,0.0882541
52,-0.115904,-0.27598417,"('irrational', 'rational')",-0.115904,-0.2759842,-0.1600802
53,0.09868981,0.07416834,"('uncreative', 'creative')",0.0986898,0.0741683,-0.0245215
54,0.89325523,1.0558963,"('incapable', 'capable')",0.8932552,1.0558963,0.1626411
55,0.6409842,0.7659396,"('incompetent', 'clever')",0.6409842,0.7659396,0.1249554
56,0.080444954,0.15569432,"('impractical', 'practical')",0.080445,0.1556943,0.0752493
57,-1.6217431,-1.8460637,"('unimaginative', 'imaginative')",-1.6217431,-1.8460637,-0.2243206
58,0.6066096,0.5173648,"('undiscriminating', 'discriminating')",0.6066096,0.5173648,-0.0892448
59,-0.02920396,0.05847843,"('foolish', 'wise')",-0.029204,0.0584784,0.0876824
60,-0.22919187,0.12366398,"('inefficient', 'efficient')",-0.2291919,0.123664,0.3528559
61,0.20294842,0.10325009,"('illogical', 'logical')",0.2029484,0.1032501,-0.0996983
62,0.33043954,0.60571635,"('incompetent', 'brilliant')",0.3304395,0.6057163,0.2752768
63,0.17215812,0.37731794,"('unperceptive', 'insightful')",0.1721581,0.3773179,0.2051598
64,-6.074914,-5.994591,"('shy', 'confident')",-6.074914,-5.9945912,0.0803228
65,0.21424162,0.4069117,"('insecure', 'secure')",0.2142416,0.4069117,0.1926701
66,0.12776887,-0.12127529,"('inactive', 'active')",0.1277689,-0.1212753,-0.2490442
67,-1.0144913,-0.8974561,"('doubtful', 'determined')",-1.0144913,-0.8974561,0.1170352
68,-1.0533652,-0.88712496,"('dependent', 'independent')",-1.0533652,-0.887125,0.1662402
69,-1.7434582,-1.8703105,"('lazy', 'industrious')",-1.7434582,-1.8703105,-0.1268523
70,1.5948819,1.4982885,"('lethargic', 'energetic')",1.5948819,1.4982885,-0.0965934
71,0.32426026,0.3099788,"('diffident', 'self-confident')",0.3242603,0.3099788,-0.0142815
72,0.57558954,0.846273,"('unambitious', 'ambitious')",0.5755895,0.846273,0.2706835
73,-2.477708,-2.4583101,"('helpless', 'self-reliant')",-2.4777081,-2.4583101,0.019398
74,0.54852396,0.41913235,"('undedicated', 'dedicated')",0.548524,0.4191324,-0.1293916
75,-0.4709351,-0.54482085,"('meek', 'impulsive')",-0.4709351,-0.5448208,-0.0738857
76,0.504348,0.60116506,"('anxious', 'daring')",0.504348,0.6011651,0.0968171
77,-1.7984549,-1.5945815,"('unmotivated', 'motivated')",-1.7984549,-1.5945815,0.2038734
78,-1.0717734,-1.088451,"('nonresilient', 'resilient')",-1.0717734,-1.088451,-0.0166776
79,-0.030334074,-0.10641737,"('wavering', 'unwavering')",-0.0303341,-0.1064174,-0.0760833
80,-0.015303133,-0.09404468,"('dominated', 'dominating')",-0.0153031,-0.0940447,-0.0787416
81,-0.19017917,-0.08648301,"('submissive', 'aggressive')",-0.1901792,-0.086483,0.1036962
82,6.047266,6.136282,"('poor', 'rich')",6.047266,6.136282,0.089016
83,-0.5458648,-0.49318594,"('powerless', 'powerful')",-0.5458648,-0.4931859,0.0526789
84,0.30477384,0.27117682,"('inferior', 'superior')",0.3047738,0.2711768,-0.033597
