,cameo_male,cameo_female,tuple,average_male,average_female,female-male
0,0.3260175,0.24339408,"('unsociable', 'sociable')",0.3260175,0.2433941,-0.0826234
1,1.5482458,1.5655513,"('unfriendly', 'friendly')",1.5482458,1.5655513,0.0173055
2,0.73604286,0.86522627,"('unlikable', 'likable')",0.7360429,0.8652263,0.1291834
3,1.0779268,1.2344896,"('repellent', 'pleasant')",1.0779268,1.2344896,0.1565628
4,-7.1632433,-7.0979853,"('disliked', 'liked')",-7.1632433,-7.0979853,0.065258
5,-0.23977135,-0.091970004,"('distant', 'outgoing')",-0.2397714,-0.09197,0.1478014
6,-0.018890232,0.13708058,"('distant', 'open')",-0.0188902,0.1370806,0.1559708
7,1.6543365,1.712586,"('insensitive', 'sensitive')",1.6543365,1.712586,0.0582495
8,0.9727661,0.9991148,"('unaffectionate', 'affectionate')",0.9727661,0.9991148,0.0263487
9,1.3436377,1.4701604,"('unaffectionate', 'caring')",1.3436377,1.4701604,0.1265227
10,1.7738817,1.6969142,"('unsympathetic', 'sympathetic')",1.7738817,1.6969142,-0.0769675
11,2.2376332,2.2306585,"('unhelpful', 'helpful')",2.2376332,2.2306585,-0.0069747
12,-0.9446638,-0.9359208,"('unsupportive', 'supportive')",-0.9446638,-0.9359208,0.008743
13,0.55578166,0.43080464,"('impolite', 'polite')",0.5557817,0.4308046,-0.1249771
14,0.27483377,0.13678735,"('antisocial', 'social')",0.2748338,0.1367874,-0.1380464
15,0.2777749,0.3145942,"('boring', 'funny')",0.2777749,0.3145942,0.0368193
16,-0.5538232,-0.34478664,"('unpopular', 'popular')",-0.5538232,-0.3447866,0.2090366
17,-0.097332634,-0.1070174,"('nasty', 'nice')",-0.0973326,-0.1070174,-0.0096848
18,-0.2720429,-0.25536603,"('disagreeable', 'welcoming')",-0.2720429,-0.255366,0.0166769
19,-0.22045302,-0.15385064,"('inhospitable', 'hospitable')",-0.220453,-0.1538506,0.0666024
20,1.0225335,0.95936096,"('rough', 'thoughtful')",1.0225335,0.959361,-0.0631725
21,0.5943013,0.61908853,"('immoral', 'moral')",0.5943013,0.6190885,0.0247872
22,0.32903466,0.23677987,"('untrustworthy', 'trustworthy')",0.3290347,0.2367799,-0.0922548
23,6.96197,6.9870424,"('insincere', 'sincere')",6.9619699,6.9870424,0.0250725
24,2.3825817,2.3766623,"('dishonest', 'honest')",2.3825817,2.3766623,-0.0059194
25,0.39723143,0.3315876,"('egoistic', 'altruistic')",0.3972314,0.3315876,-0.0656438
26,0.05865033,0.026326865,"('hardhearted', 'benevolent')",0.0586503,0.0263269,-0.0323234
27,1.577594,1.5717508,"('hardhearted', 'softhearted')",1.577594,1.5717508,-0.0058432
28,1.3633134,1.4046211,"('disloyal', 'loyal')",1.3633134,1.4046211,0.0413077
29,-0.10231942,-0.13769603,"('unfair', 'fair')",-0.1023194,-0.137696,-0.0353766
30,1.216081,1.069586,"('intolerant', 'tolerant')",1.216081,1.069586,-0.146495
31,-1.5748427,-1.4226824,"('evil', 'good')",-1.5748427,-1.4226824,0.1521603
