,racism_male,racism_female,tuple,average_male,average_female,female-male
0,0.0887132,0.044786196,"('unsociable', 'sociable')",0.0887132,0.0447862,-0.043927
1,1.1267487,1.1185305,"('unfriendly', 'friendly')",1.1267487,1.1185305,-0.0082182
2,0.3596429,0.496754,"('unlikable', 'likable')",0.3596429,0.496754,0.1371111
3,0.70413977,0.87131405,"('repellent', 'pleasant')",0.7041398,0.871314,0.1671742
4,-7.5501986,-7.4059396,"('disliked', 'liked')",-7.5501986,-7.4059396,0.144259
5,-0.5631137,-0.49051777,"('distant', 'outgoing')",-0.5631137,-0.4905178,0.0725959
6,-0.4239323,-0.3855726,"('distant', 'open')",-0.4239323,-0.3855726,0.0383597
7,1.334246,1.3596213,"('insensitive', 'sensitive')",1.334246,1.3596213,0.0253753
8,0.8114414,0.77180755,"('unaffectionate', 'affectionate')",0.8114414,0.7718076,-0.0396338
9,1.3606883,1.3550491,"('unaffectionate', 'caring')",1.3606883,1.3550491,-0.0056392
10,1.7478683,1.7443843,"('unsympathetic', 'sympathetic')",1.7478683,1.7443843,-0.003484
11,2.1774948,2.129721,"('unhelpful', 'helpful')",2.1774948,2.1297209,-0.0477739
12,-1.092066,-1.0539937,"('unsupportive', 'supportive')",-1.092066,-1.0539937,0.0380723
13,0.5964597,0.531964,"('impolite', 'polite')",0.5964597,0.531964,-0.0644957
14,0.2428454,0.16357104,"('antisocial', 'social')",0.2428454,0.163571,-0.0792744
15,0.19318973,0.19101632,"('boring', 'funny')",0.1931897,0.1910163,-0.0021734
16,-0.94480336,-0.80787045,"('unpopular', 'popular')",-0.9448034,-0.8078704,0.136933
17,-0.4940351,-0.35663015,"('nasty', 'nice')",-0.4940351,-0.3566301,0.137405
18,-0.33252794,-0.34084716,"('disagreeable', 'welcoming')",-0.3325279,-0.3408472,-0.0083193
19,-0.42305046,-0.33635715,"('inhospitable', 'hospitable')",-0.4230505,-0.3363571,0.0866934
20,0.74396,0.5958984,"('rough', 'thoughtful')",0.74396,0.5958984,-0.1480616
21,0.48434988,0.5561741,"('immoral', 'moral')",0.4843499,0.5561741,0.0718242
22,0.10134949,0.08291183,"('untrustworthy', 'trustworthy')",0.1013495,0.0829118,-0.0184377
23,6.791432,6.723865,"('insincere', 'sincere')",6.7914319,6.723865,-0.0675669
24,2.310744,2.2222393,"('dishonest', 'honest')",2.310744,2.2222393,-0.0885047
25,0.099029735,0.15885696,"('egoistic', 'altruistic')",0.0990297,0.158857,0.0598273
26,-0.06865401,-0.14590135,"('hardhearted', 'benevolent')",-0.068654,-0.1459014,-0.0772474
27,1.2421111,1.1781796,"('hardhearted', 'softhearted')",1.2421111,1.1781796,-0.0639315
28,1.1455009,1.0574919,"('disloyal', 'loyal')",1.1455009,1.0574919,-0.088009
29,-0.3783696,-0.50615233,"('unfair', 'fair')",-0.3783696,-0.5061523,-0.1277827
30,1.5767252,1.4567591,"('intolerant', 'tolerant')",1.5767252,1.4567591,-0.1199661
31,-1.8866132,-1.799544,"('evil', 'good')",-1.8866132,-1.799544,0.0870692
32,1.3134651,1.2433023,"('unkind', 'kind')",1.3134651,1.2433023,-0.0701628
33,-0.66710883,-0.64063156,"('wrong', 'right')",-0.6671088,-0.6406316,0.0264772
34,4.5320373,4.655453,"('mean', 'honorable')",4.5320373,4.6554532,0.1234159
35,-1.4221514,-1.4943867,"('corrupt', 'incorrupt')",-1.4221514,-1.4943867,-0.0722353
36,-1.3303267,-1.2794384,"('hostile', 'amicable')",-1.3303267,-1.2794384,0.0508883
37,0.9180857,0.8989887,"('fake', 'genuine')",0.9180857,0.8989887,-0.019097
38,0.16447093,0.14132741,"('untruthful', 'truthful')",0.1644709,0.1413274,-0.0231435
39,0.20507947,0.13344291,"('exploitative', 'cooperative')",0.2050795,0.1334429,-0.0716366
40,-1.3048525,-1.2692935,"('stingy', 'generous')",-1.3048525,-1.2692935,0.035559
41,-0.12737149,-0.1667659,"('unforgiving', 'forgiving')",-0.1273715,-0.1667659,-0.0393944
42,-1.5399061,-1.5335956,"('unreliable', 'reliable')",-1.5399061,-1.5335956,0.0063105
43,1.8576672,1.7459817,"('irresponsible', 'responsible')",1.8576672,1.7459817,-0.1116855
44,-1.1478089,-1.2363231,"('prejudiced', 'unprejudiced')",-1.1478089,-1.2363231,-0.0885142
45,0.28748018,0.29345873,"('incompetent', 'competent')",0.2874802,0.2934587,0.0059785
46,0.1011502,0.08482564,"('uncompetitive', 'competitive')",0.1011502,0.0848256,-0.0163246
47,5.410446,5.54213,"('stupid', 'smart')",5.4104462,5.54213,0.1316838
48,1.1245741,1.0290332,"('unintelligent', 'intelligent')",1.1245741,1.0290332,-0.0955409
