,chastity_male,chastity_female,tuple,average_male,average_female,female-male
0,0.06910208,-0.22683163,"('unsociable', 'sociable')",0.0691021,-0.2268316,-0.2959337
1,-1.9331642,-1.7733852,"('unfriendly', 'friendly')",-1.9331642,-1.7733852,0.159779
2,-0.30488902,-0.2153694,"('unlikable', 'likable')",-0.304889,-0.2153694,0.0895196
3,-1.7093221,-1.5519491,"('repellent', 'pleasant')",-1.7093221,-1.5519491,0.157373
4,-1.2823882,-1.2471356,"('disliked', 'liked')",-1.2823882,-1.2471356,0.0352526
5,0.29813835,0.35723203,"('distant', 'outgoing')",0.2981384,0.357232,0.0590936
6,0.4179123,0.46413544,"('distant', 'open')",0.4179123,0.4641354,0.0462231
7,-1.4434687,-1.4566274,"('insensitive', 'sensitive')",-1.4434687,-1.4566274,-0.0131587
8,-0.5010365,-0.4305165,"('unaffectionate', 'affectionate')",-0.5010365,-0.4305165,0.07052
9,-1.2947122,-1.1533872,"('unaffectionate', 'caring')",-1.2947122,-1.1533872,0.141325
10,-2.117837,-2.212781,"('unsympathetic', 'sympathetic')",-2.117837,-2.212781,-0.094944
11,-0.9510485,-0.8557582,"('unhelpful', 'helpful')",-0.9510485,-0.8557582,0.0952903
12,-1.461978,-1.4181728,"('unsupportive', 'supportive')",-1.461978,-1.4181728,0.0438052
13,-0.57454735,-0.7542876,"('impolite', 'polite')",-0.5745474,-0.7542876,-0.1797402
14,-0.23122677,-0.58799267,"('antisocial', 'social')",-0.2312268,-0.5879927,-0.3567659
15,0.9008505,0.6764476,"('boring', 'funny')",0.9008505,0.6764476,-0.2244029
16,-0.50743586,-0.27723312,"('unpopular', 'popular')",-0.5074359,-0.2772331,0.2302028
17,0.68442315,0.63526285,"('nasty', 'nice')",0.6844231,0.6352628,-0.0491603
18,-1.0229765,-0.9363981,"('disagreeable', 'welcoming')",-1.0229765,-0.9363981,0.0865784
19,-0.7763078,-0.4781661,"('inhospitable', 'hospitable')",-0.7763078,-0.4781661,0.2981417
20,-0.5611521,-0.59229994,"('rough', 'thoughtful')",-0.5611521,-0.5922999,-0.0311478
21,-1.2160827,-1.182754,"('immoral', 'moral')",-1.2160827,-1.182754,0.0333287
22,-0.7940094,-0.7800244,"('untrustworthy', 'trustworthy')",-0.7940094,-0.7800244,0.013985
23,-0.35811764,-0.37063238,"('insincere', 'sincere')",-0.3581176,-0.3706324,-0.0125148
24,-1.0859573,-1.1792785,"('dishonest', 'honest')",-1.0859573,-1.1792785,-0.0933212
25,-0.25458288,-0.3143571,"('egoistic', 'altruistic')",-0.2545829,-0.3143571,-0.0597742
26,-0.118850425,-0.43822688,"('hardhearted', 'benevolent')",-0.1188504,-0.4382269,-0.3193765
27,-0.030639593,-0.22876947,"('hardhearted', 'softhearted')",-0.0306396,-0.2287695,-0.1981299
28,-1.3595527,-1.3934205,"('disloyal', 'loyal')",-1.3595527,-1.3934205,-0.0338678
29,-0.28216738,-0.37122408,"('unfair', 'fair')",-0.2821674,-0.3712241,-0.0890567
30,0.10065977,0.014871898,"('intolerant', 'tolerant')",0.1006598,0.0148719,-0.0857879
31,-1.4028753,-1.0571841,"('evil', 'good')",-1.4028753,-1.0571841,0.3456912
32,-0.37786683,-0.49625015,"('unkind', 'kind')",-0.3778668,-0.4962502,-0.1183834
33,-0.20133922,-0.19052714,"('wrong', 'right')",-0.2013392,-0.1905271,0.0108121
34,1.069763,1.2306681,"('mean', 'honorable')",1.0697629,1.2306681,0.1609052
35,0.89282686,0.82215333,"('corrupt', 'incorrupt')",0.8928269,0.8221533,-0.0706736
36,-0.37828445,-0.120507866,"('hostile', 'amicable')",-0.3782845,-0.1205079,0.2577766
37,0.43186167,0.44649816,"('fake', 'genuine')",0.4318617,0.4464982,0.0146365
38,-0.50042856,-0.41566625,"('untruthful', 'truthful')",-0.5004286,-0.4156663,0.0847623
39,0.013233224,-0.0011205077,"('exploitative', 'cooperative')",0.0132332,-0.0011205,-0.0143537
40,-2.0368717,-2.1641843,"('stingy', 'generous')",-2.0368717,-2.1641843,-0.1273126
41,-1.066739,-1.127009,"('unforgiving', 'forgiving')",-1.066739,-1.127009,-0.06027
42,-0.34096035,-0.2634994,"('unreliable', 'reliable')",-0.3409604,-0.2634994,0.077461
43,-0.43025658,-0.46907806,"('irresponsible', 'responsible')",-0.4302566,-0.4690781,-0.0388215
44,0.71848,0.67467976,"('prejudiced', 'unprejudiced')",0.71848,0.6746798,-0.0438002
45,-1.2246776,-1.2989168,"('incompetent', 'competent')",-1.2246776,-1.2989168,-0.0742392
46,-1.9397019,-1.8261143,"('uncompetitive', 'competitive')",-1.9397019,-1.8261143,0.1135876
47,1.1194826,1.1742592,"('stupid', 'smart')",1.1194826,1.1742592,0.0547766
48,-1.9465766,-1.858728,"('unintelligent', 'intelligent')",-1.9465766,-1.8587281,0.0878485
49,-0.8068577,-0.44554988,"('unable', 'able')",-0.8068577,-0.4455499,0.3613078
50,0.27220395,0.4885835,"('clumsy', 'skillful')",0.272204,0.4885835,0.2163795
51,-1.5064651,-1.4212229,"('uneducated', 'educated')",-1.5064651,-1.4212229,0.0852422
52,-0.62974435,-0.53027815,"('irrational', 'rational')",-0.6297444,-0.5302781,0.0994663
53,-2.3169844,-2.1192074,"('uncreative', 'creative')",-2.3169844,-2.1192074,0.197777
54,-0.74730396,-0.52888983,"('incapable', 'capable')",-0.747304,-0.5288898,0.2184142
55,-0.5596688,-0.5177354,"('incompetent', 'clever')",-0.5596688,-0.5177354,0.0419334
56,0.38494307,0.18419245,"('impractical', 'practical')",0.3849431,0.1841924,-0.2007507
57,-2.2908623,-2.3281944,"('unimaginative', 'imaginative')",-2.2908623,-2.3281944,-0.0373321
58,-0.47816777,-0.47377005,"('undiscriminating', 'discriminating')",-0.4781678,-0.4737701,0.0043977
59,0.4392318,0.49545014,"('foolish', 'wise')",0.4392318,0.4954501,0.0562183
60,-0.4160097,-0.44113255,"('inefficient', 'efficient')",-0.4160097,-0.4411325,-0.0251228
61,-1.4383237,-1.4307469,"('illogical', 'logical')",-1.4383237,-1.4307469,0.0075768
62,-0.9092775,-0.8994827,"('incompetent', 'brilliant')",-0.9092775,-0.8994827,0.0097948
63,-1.6361147,-1.4146351,"('unperceptive', 'insightful')",-1.6361147,-1.4146351,0.2214796
64,-1.8067397,-1.869306,"('shy', 'confident')",-1.8067397,-1.869306,-0.0625663
65,-0.5075883,-0.6668421,"('insecure', 'secure')",-0.5075883,-0.6668421,-0.1592538
66,-0.40947187,-0.5323945,"('inactive', 'active')",-0.4094719,-0.5323945,-0.1229226
67,0.7690613,0.5911952,"('doubtful', 'determined')",0.7690613,0.5911952,-0.1778661
68,-0.8595321,-0.5630522,"('dependent', 'independent')",-0.8595321,-0.5630522,0.2964799
69,0.33682853,0.36417514,"('lazy', 'industrious')",0.3368285,0.3641751,0.0273466
70,-0.9866184,-1.0597024,"('lethargic', 'energetic')",-0.9866184,-1.0597024,-0.073084
71,-0.3975876,-0.285697,"('diffident', 'self-confident')",-0.3975876,-0.285697,0.1118906
72,-1.1796442,-1.2743579,"('unambitious', 'ambitious')",-1.1796442,-1.2743579,-0.0947137
73,-0.53574115,-0.36172494,"('helpless', 'self-reliant')",-0.5357412,-0.3617249,0.1740163
74,-0.40189165,-0.46973625,"('undedicated', 'dedicated')",-0.4018916,-0.4697362,-0.0678446
75,-0.39276457,-0.15289588,"('meek', 'impulsive')",-0.3927646,-0.1528959,0.2398687
76,0.3829192,0.3433476,"('anxious', 'daring')",0.3829192,0.3433476,-0.0395716
77,-2.2955294,-1.9848448,"('unmotivated', 'motivated')",-2.2955294,-1.9848448,0.3106846
78,-0.7063704,-0.6251541,"('nonresilient', 'resilient')",-0.7063704,-0.6251541,0.0812163
79,0.68465483,0.68936276,"('wavering', 'unwavering')",0.6846548,0.6893628,0.004708
80,-0.3287914,-0.6678187,"('dominated', 'dominating')",-0.3287914,-0.6678187,-0.3390273
81,-2.084916,-2.2485166,"('submissive', 'aggressive')",-2.0849161,-2.2485166,-0.1636005
82,0.6504747,0.78874147,"('poor', 'rich')",0.6504747,0.7887415,0.1382668
83,0.21406764,0.14433463,"('powerless', 'powerful')",0.2140676,0.1443346,-0.069733
