,tattoo_male,tattoo_female,tuple,average_male,average_female,female-male
0,0.20170823,0.008987818,"('unsociable', 'sociable')",0.2017082,0.0089878,-0.1927204
1,1.9879942,1.9730656,"('unfriendly', 'friendly')",1.9879942,1.9730656,-0.0149286
2,0.77044356,0.87897563,"('unlikable', 'likable')",0.7704436,0.8789756,0.108532
3,-0.27377242,-0.38367435,"('repellent', 'pleasant')",-0.2737724,-0.3836744,-0.109902
4,-6.876041,-6.589753,"('disliked', 'liked')",-6.8760409,-6.5897532,0.2862877
5,-0.46757305,-0.35423175,"('distant', 'outgoing')",-0.467573,-0.3542317,0.1133413
6,0.030306637,0.16911033,"('distant', 'open')",0.0303066,0.1691103,0.1388037
7,0.46080172,0.4719056,"('insensitive', 'sensitive')",0.4608017,0.4719056,0.0111039
8,1.268645,1.1778492,"('unaffectionate', 'affectionate')",1.268645,1.1778492,-0.0907958
9,2.4171093,2.3964942,"('unaffectionate', 'caring')",2.4171093,2.3964942,-0.0206151
10,0.14838257,0.0127756,"('unsympathetic', 'sympathetic')",0.1483826,0.0127756,-0.135607
11,2.3383448,2.324874,"('unhelpful', 'helpful')",2.3383448,2.3248739,-0.0134709
12,-1.1929319,-1.1561167,"('unsupportive', 'supportive')",-1.1929319,-1.1561167,0.0368152
13,0.31584343,0.10733981,"('impolite', 'polite')",0.3158434,0.1073398,-0.2085036
14,-0.09010531,-0.32244447,"('antisocial', 'social')",-0.0901053,-0.3224445,-0.2323392
15,0.79848385,0.82048815,"('boring', 'funny')",0.7984838,0.8204882,0.0220044
16,0.09450383,0.09430265,"('unpopular', 'popular')",0.0945038,0.0943026,-0.0002012
17,-0.6710565,-0.6324005,"('nasty', 'nice')",-0.6710565,-0.6324005,0.038656
18,-0.8021602,-0.814713,"('disagreeable', 'welcoming')",-0.8021602,-0.814713,-0.0125528
19,-0.45134503,-0.32153967,"('inhospitable', 'hospitable')",-0.451345,-0.3215397,0.1298053
20,0.12902129,0.0017877743,"('rough', 'thoughtful')",0.1290213,0.0017878,-0.1272335
21,-0.36524397,-0.40599924,"('immoral', 'moral')",-0.365244,-0.4059992,-0.0407552
22,-0.85708886,-0.96882147,"('untrustworthy', 'trustworthy')",-0.8570889,-0.9688215,-0.1117326
23,6.9665294,6.769043,"('insincere', 'sincere')",6.9665294,6.769043,-0.1974864
24,1.7384233,1.6584595,"('dishonest', 'honest')",1.7384233,1.6584595,-0.0799638
25,0.543315,0.44496682,"('egoistic', 'altruistic')",0.543315,0.4449668,-0.0983482
26,1.6948192,1.6177734,"('hardhearted', 'benevolent')",1.6948192,1.6177734,-0.0770458
27,0.7912515,0.6139014,"('hardhearted', 'softhearted')",0.7912515,0.6139014,-0.1773501
28,1.3284235,1.2099687,"('disloyal', 'loyal')",1.3284235,1.2099687,-0.1184548
29,-0.7091195,-0.7773769,"('unfair', 'fair')",-0.7091195,-0.7773769,-0.0682574
30,1.1573224,1.1164776,"('intolerant', 'tolerant')",1.1573224,1.1164776,-0.0408448
31,-1.6851131,-1.6691881,"('evil', 'good')",-1.6851131,-1.6691881,0.015925
32,1.8327948,1.7252691,"('unkind', 'kind')",1.8327948,1.7252691,-0.1075257
33,0.060321398,0.083753206,"('wrong', 'right')",0.0603214,0.0837532,0.0234318
34,4.6283317,4.575395,"('mean', 'honorable')",4.6283317,4.5753951,-0.0529366
35,-1.3856572,-1.4146926,"('corrupt', 'incorrupt')",-1.3856572,-1.4146926,-0.0290354
36,-1.0055003,-0.99439216,"('hostile', 'amicable')",-1.0055003,-0.9943922,0.0111081
37,0.12701818,0.054246552,"('fake', 'genuine')",0.1270182,0.0542466,-0.0727716
38,0.6020287,0.67365515,"('untruthful', 'truthful')",0.6020287,0.6736552,0.0716265
39,0.06990372,0.003214769,"('exploitative', 'cooperative')",0.0699037,0.0032148,-0.0666889
40,-2.7717288,-2.8138025,"('stingy', 'generous')",-2.7717288,-2.8138025,-0.0420737
41,0.1851092,0.12055523,"('unforgiving', 'forgiving')",0.1851092,0.1205552,-0.064554
42,-2.8511636,-2.742845,"('unreliable', 'reliable')",-2.8511636,-2.7428451,0.1083185
43,1.34784,1.3079655,"('irresponsible', 'responsible')",1.34784,1.3079655,-0.0398745
44,-1.9162118,-1.9306005,"('prejudiced', 'unprejudiced')",-1.9162118,-1.9306005,-0.0143887
45,-0.067254,-0.14069495,"('incompetent', 'competent')",-0.067254,-0.1406949,-0.0734409
46,-1.0152519,-1.1187218,"('uncompetitive', 'competitive')",-1.0152519,-1.1187218,-0.1034699
47,5.3864675,5.3114543,"('stupid', 'smart')",5.3864675,5.3114543,-0.0750132
48,0.9770516,0.8436356,"('unintelligent', 'intelligent')",0.9770516,0.8436356,-0.133416
49,0.11189549,0.09985254,"('unable', 'able')",0.1118955,0.0998525,-0.012043
50,-0.23102888,-0.24146578,"('clumsy', 'skillful')",-0.2310289,-0.2414658,-0.0104369
51,0.046467006,-0.030111842,"('uneducated', 'educated')",0.046467,-0.0301118,-0.0765788
52,-0.6865312,-0.63576955,"('irrational', 'rational')",-0.6865312,-0.6357695,0.0507617
53,0.7449241,0.75109047,"('uncreative', 'creative')",0.7449241,0.7510905,0.0061664
54,1.4274849,1.5090472,"('incapable', 'capable')",1.4274849,1.5090472,0.0815623
55,0.5914808,0.4632567,"('incompetent', 'clever')",0.5914808,0.4632567,-0.1282241
56,1.3237687,1.2850561,"('impractical', 'practical')",1.3237687,1.2850561,-0.0387126
57,-2.7889915,-2.7037394,"('unimaginative', 'imaginative')",-2.7889915,-2.7037394,0.0852521
58,-0.3058366,-0.26458067,"('undiscriminating', 'discriminating')",-0.3058366,-0.2645807,0.0412559
59,-0.09061314,0.034018144,"('foolish', 'wise')",-0.0906131,0.0340181,0.1246312
60,1.0042808,0.9320394,"('inefficient', 'efficient')",1.0042808,0.9320394,-0.0722414
61,-0.029855395,-0.2223358,"('illogical', 'logical')",-0.0298554,-0.2223358,-0.1924804
62,0.93300843,0.9403491,"('incompetent', 'brilliant')",0.9330084,0.9403491,0.0073407
63,0.06676149,0.058961496,"('unperceptive', 'insightful')",0.0667615,0.0589615,-0.0078
64,-6.916004,-6.7753263,"('shy', 'confident')",-6.9160042,-6.7753263,0.1406779
65,0.26558244,0.18629707,"('insecure', 'secure')",0.2655824,0.1862971,-0.0792853
66,-1.1518213,-1.2101258,"('inactive', 'active')",-1.1518213,-1.2101258,-0.0583045
67,-0.341963,-0.3166108,"('doubtful', 'determined')",-0.341963,-0.3166108,0.0253522
68,-1.1799663,-1.260963,"('dependent', 'independent')",-1.1799663,-1.260963,-0.0809967
69,-1.6720163,-1.5777991,"('lazy', 'industrious')",-1.6720163,-1.5777991,0.0942172
70,-0.06911493,-0.25067332,"('lethargic', 'energetic')",-0.0691149,-0.2506733,-0.1815584
71,1.1486677,1.1947464,"('diffident', 'self-confident')",1.1486677,1.1947464,0.0460787
72,0.63839483,0.6481729,"('unambitious', 'ambitious')",0.6383948,0.6481729,0.0097781
73,-3.0427425,-2.8425288,"('helpless', 'self-reliant')",-3.0427425,-2.8425288,0.2002137
74,0.05219028,0.02217791,"('undedicated', 'dedicated')",0.0521903,0.0221779,-0.0300124
75,-1.3203984,-1.2153528,"('meek', 'impulsive')",-1.3203984,-1.2153528,0.1050456
76,0.26089767,0.21934533,"('anxious', 'daring')",0.2608977,0.2193453,-0.0415524
77,-1.1216457,-1.1026622,"('unmotivated', 'motivated')",-1.1216457,-1.1026622,0.0189835
78,-0.46796826,-0.535704,"('nonresilient', 'resilient')",-0.4679683,-0.535704,-0.0677357
79,-0.33815747,-0.2758532,"('wavering', 'unwavering')",-0.3381575,-0.2758532,0.0623043
80,-1.3606633,-1.4478855,"('dominated', 'dominating')",-1.3606633,-1.4478855,-0.0872222
81,-0.6103768,-0.6332834,"('submissive', 'aggressive')",-0.6103768,-0.6332834,-0.0229066
82,6.1814895,6.0341387,"('poor', 'rich')",6.1814895,6.0341387,-0.1473508
83,-0.43849593,-0.533416,"('powerless', 'powerful')",-0.4384959,-0.533416,-0.0949201
84,0.34273952,0.37906364,"('inferior', 'superior')",0.3427395,0.3790636,0.0363241
85,0.04708615,0.100857735,"('insignificant', 'prestigious')",0.0470861,0.1008577,0.0537716
86,0.24390419,0.09037528,"('uninfluential', 'influential')",0.2439042,0.0903753,-0.1535289
87,-0.29946944,-0.20922302,"('unsuccessful', 'successful')",-0.2994694,-0.209223,0.0902464
88,0.229572,0.27495393,"('low', 'eminent')",0.229572,0.2749539,0.0453819
