,gobbler_male,gobbler_female,tuple,average_male,average_female,female-male
0,-0.5145003,-0.8420263,"('unsociable', 'sociable')",-0.5145003,-0.8420263,-0.327526
1,-0.7108988,-0.7846134,"('unfriendly', 'friendly')",-0.7108988,-0.7846134,-0.0737146
2,-0.5233352,-0.48795724,"('unlikable', 'likable')",-0.5233352,-0.4879572,0.035378
3,-1.2712827,-1.2472019,"('repellent', 'pleasant')",-1.2712827,-1.2472019,0.0240808
4,-1.6982799,-1.6376711,"('disliked', 'liked')",-1.6982799,-1.6376711,0.0606088
5,-0.42854503,-0.33037746,"('distant', 'outgoing')",-0.428545,-0.3303775,0.0981675
6,-0.9255017,-0.77583647,"('distant', 'open')",-0.9255017,-0.7758365,0.1496652
7,-0.44911915,-0.46441272,"('insensitive', 'sensitive')",-0.4491192,-0.4644127,-0.0152935
8,-0.8773631,-0.80620635,"('unaffectionate', 'affectionate')",-0.8773631,-0.8062063,0.0711568
9,-1.0842826,-1.0559975,"('unaffectionate', 'caring')",-1.0842826,-1.0559975,0.0282851
10,-1.4914961,-1.666748,"('unsympathetic', 'sympathetic')",-1.4914961,-1.666748,-0.1752519
11,0.5493074,0.41500273,"('unhelpful', 'helpful')",0.5493074,0.4150027,-0.1343047
12,-1.7670193,-1.7765627,"('unsupportive', 'supportive')",-1.7670193,-1.7765627,-0.0095434
13,-0.016245026,-0.32502228,"('impolite', 'polite')",-0.016245,-0.3250223,-0.3087773
14,-0.24286258,-0.38382778,"('antisocial', 'social')",-0.2428626,-0.3838278,-0.1409652
15,0.4489847,0.37053055,"('boring', 'funny')",0.4489847,0.3705305,-0.0784542
16,-0.0065409616,0.0081530325,"('unpopular', 'popular')",-0.006541,0.008153,0.014694
17,-0.35840052,-0.3569241,"('nasty', 'nice')",-0.3584005,-0.3569241,0.0014764
18,-0.9160076,-0.91138077,"('disagreeable', 'welcoming')",-0.9160076,-0.9113808,0.0046268
19,-0.7366258,-0.6914929,"('inhospitable', 'hospitable')",-0.7366258,-0.6914929,0.0451329
20,-0.0036922805,-0.057327237,"('rough', 'thoughtful')",-0.0036923,-0.0573272,-0.0536349
21,-0.38389963,-0.55090946,"('immoral', 'moral')",-0.3838996,-0.5509095,-0.1670099
22,-0.58177227,-0.66754264,"('untrustworthy', 'trustworthy')",-0.5817723,-0.6675426,-0.0857703
23,1.27938,1.0004865,"('insincere', 'sincere')",1.27938,1.0004865,-0.2788935
24,-0.34800833,-0.49129844,"('dishonest', 'honest')",-0.3480083,-0.4912984,-0.1432901
25,-0.35677987,-0.32680947,"('egoistic', 'altruistic')",-0.3567799,-0.3268095,0.0299704
26,-0.33011708,-0.34926933,"('hardhearted', 'benevolent')",-0.3301171,-0.3492693,-0.0191522
27,-0.109471954,-0.07453328,"('hardhearted', 'softhearted')",-0.109472,-0.0745333,0.0349387
