,corporal_male,corporal_female,tuple,average_male,average_female,female-male
0,-0.046171106,-0.09737108,"('unsociable', 'sociable')",-0.0461711,-0.0973711,-0.0512
1,1.4512857,1.4389455,"('unfriendly', 'friendly')",1.4512857,1.4389455,-0.0123402
2,0.50718856,0.6054855,"('unlikable', 'likable')",0.5071886,0.6054855,0.0982969
3,0.25071698,0.3499691,"('repellent', 'pleasant')",0.250717,0.3499691,0.0992521
4,-7.311859,-7.3636336,"('disliked', 'liked')",-7.3118591,-7.3636336,-0.0517745
5,0.042469736,0.2103036,"('distant', 'outgoing')",0.0424697,0.2103036,0.1678339
6,0.38060778,0.49752215,"('distant', 'open')",0.3806078,0.4975221,0.1169143
7,0.43995216,0.6258089,"('insensitive', 'sensitive')",0.4399522,0.6258089,0.1858567
8,1.6997907,1.6398951,"('unaffectionate', 'affectionate')",1.6997907,1.6398951,-0.0598956
9,2.405976,2.4376476,"('unaffectionate', 'caring')",2.4059761,2.4376476,0.0316715
10,0.8654609,1.0175257,"('unsympathetic', 'sympathetic')",0.8654609,1.0175257,0.1520648
11,1.9517812,2.0474837,"('unhelpful', 'helpful')",1.9517812,2.0474837,0.0957025
12,-1.4411651,-1.3329804,"('unsupportive', 'supportive')",-1.4411651,-1.3329804,0.1081847
13,0.16502666,0.19857423,"('impolite', 'polite')",0.1650267,0.1985742,0.0335475
14,-0.6744912,-0.6516584,"('antisocial', 'social')",-0.6744912,-0.6516584,0.0228328
15,0.76794875,0.70769864,"('boring', 'funny')",0.7679487,0.7076986,-0.0602501
16,-0.10292325,-0.09723392,"('unpopular', 'popular')",-0.1029233,-0.0972339,0.0056894
17,-0.2635214,-0.2769656,"('nasty', 'nice')",-0.2635214,-0.2769656,-0.0134442
18,-0.54210854,-0.525007,"('disagreeable', 'welcoming')",-0.5421085,-0.525007,0.0171015
19,-0.29220775,-0.12905233,"('inhospitable', 'hospitable')",-0.2922077,-0.1290523,0.1631554
