,curd_male,curd_female,tuple,average_male,average_female,female-male
0,-0.2198072,-0.5421969,"('unsociable', 'sociable')",-0.2198072,-0.5421969,-0.3223897
1,-0.45809433,-0.43035007,"('unfriendly', 'friendly')",-0.4580943,-0.4303501,0.0277442
2,0.010045748,-0.037290648,"('unlikable', 'likable')",0.0100457,-0.0372906,-0.0473363
3,-0.5427671,-0.5622937,"('repellent', 'pleasant')",-0.5427671,-0.5622937,-0.0195266
4,-3.7968874,-3.6940787,"('disliked', 'liked')",-3.7968874,-3.6940787,0.1028087
5,-0.6558471,-0.36292884,"('distant', 'outgoing')",-0.6558471,-0.3629288,0.2929183
6,-0.69583833,-0.39594045,"('distant', 'open')",-0.6958383,-0.3959405,0.2998978
7,0.060805183,0.012288247,"('insensitive', 'sensitive')",0.0608052,0.0122882,-0.048517
8,-0.7689678,-0.7635476,"('unaffectionate', 'affectionate')",-0.7689678,-0.7635476,0.0054202
9,-0.13426721,-0.08218104,"('unaffectionate', 'caring')",-0.1342672,-0.082181,0.0520862
10,-0.14759398,-0.30320278,"('unsympathetic', 'sympathetic')",-0.147594,-0.3032028,-0.1556088
11,1.3934329,1.34327,"('unhelpful', 'helpful')",1.3934329,1.3432699,-0.050163
12,-1.7537811,-1.7089033,"('unsupportive', 'supportive')",-1.7537811,-1.7089033,0.0448778
13,0.13761255,-0.10914718,"('impolite', 'polite')",0.1376126,-0.1091472,-0.2467598
14,-0.36475194,-0.71013,"('antisocial', 'social')",-0.3647519,-0.71013,-0.3453781
15,0.4753139,0.4862453,"('boring', 'funny')",0.4753139,0.4862453,0.0109314
16,-0.48075742,-0.525862,"('unpopular', 'popular')",-0.4807574,-0.525862,-0.0451046
17,-0.5836424,-0.51725805,"('nasty', 'nice')",-0.5836424,-0.517258,0.0663844
18,-0.8750331,-0.97927433,"('disagreeable', 'welcoming')",-0.8750331,-0.9792743,-0.1042412
19,-0.5431687,-0.3762701,"('inhospitable', 'hospitable')",-0.5431687,-0.3762701,0.1668986
20,0.20215549,0.083189145,"('rough', 'thoughtful')",0.2021555,0.0831891,-0.1189664
21,-0.03298357,-0.2016753,"('immoral', 'moral')",-0.0329836,-0.2016753,-0.1686917
22,0.15069275,-0.0039886534,"('untrustworthy', 'trustworthy')",0.1506927,-0.0039887,-0.1546814
23,3.4712386,3.2990081,"('insincere', 'sincere')",3.4712386,3.2990081,-0.1722305
24,0.411192,0.302799,"('dishonest', 'honest')",0.411192,0.302799,-0.108393
25,-0.25270018,-0.29507023,"('egoistic', 'altruistic')",-0.2527002,-0.2950702,-0.04237
26,0.25929052,0.12565523,"('hardhearted', 'benevolent')",0.2592905,0.1256552,-0.1336353
27,0.73369145,0.75775474,"('hardhearted', 'softhearted')",0.7336915,0.7577547,0.0240632
28,0.55456626,0.44380164,"('disloyal', 'loyal')",0.5545663,0.4438016,-0.1107647
29,0.022260703,-0.0006219186,"('unfair', 'fair')",0.0222607,-0.0006219,-0.0228826
30,0.40986806,0.19362481,"('intolerant', 'tolerant')",0.4098681,0.1936248,-0.2162433
31,-1.8020724,-1.6126666,"('evil', 'good')",-1.8020724,-1.6126666,0.1894058
32,0.4717866,0.2725789,"('unkind', 'kind')",0.4717866,0.2725789,-0.1992077
33,0.17931084,0.26535833,"('wrong', 'right')",0.1793108,0.2653583,0.0860475
34,2.2837322,2.3457694,"('mean', 'honorable')",2.2837322,2.3457694,0.0620372
35,-0.16345942,-0.0623317,"('corrupt', 'incorrupt')",-0.1634594,-0.0623317,0.1011277
36,-1.2355167,-1.0820786,"('hostile', 'amicable')",-1.2355167,-1.0820786,0.1534381
37,-0.11079979,-0.12020314,"('fake', 'genuine')",-0.1107998,-0.1202031,-0.0094033
38,0.3036558,0.40069517,"('untruthful', 'truthful')",0.3036558,0.4006952,0.0970394
39,0.78097945,0.6779885,"('exploitative', 'cooperative')",0.7809795,0.6779885,-0.102991
40,-1.785693,-1.8483402,"('stingy', 'generous')",-1.785693,-1.8483402,-0.0626472
41,0.52128774,0.4351563,"('unforgiving', 'forgiving')",0.5212877,0.4351563,-0.0861314
42,-1.589533,-1.5365032,"('unreliable', 'reliable')",-1.589533,-1.5365032,0.0530298
43,0.31542808,0.17189738,"('irresponsible', 'responsible')",0.3154281,0.1718974,-0.1435307
44,-0.6852008,-0.70779604,"('prejudiced', 'unprejudiced')",-0.6852008,-0.707796,-0.0225952
45,0.1218698,0.060605817,"('incompetent', 'competent')",0.1218698,0.0606058,-0.061264
46,-0.72972757,-0.9039347,"('uncompetitive', 'competitive')",-0.7297276,-0.9039347,-0.1742071
47,2.370257,2.3427186,"('stupid', 'smart')",2.3702569,2.3427186,-0.0275383
48,0.23296335,0.14395437,"('unintelligent', 'intelligent')",0.2329634,0.1439544,-0.089009
49,0.47730264,0.59827465,"('unable', 'able')",0.4773026,0.5982746,0.120972
50,-0.5382343,-0.4831316,"('clumsy', 'skillful')",-0.5382343,-0.4831316,0.0551027
51,-0.3028731,-0.42250344,"('uneducated', 'educated')",-0.3028731,-0.4225034,-0.1196303
