,shout_male,shout_female,tuple,average_male,average_female,female-male
0,0.5062594,0.46237913,"('unsociable', 'sociable')",0.5062594,0.4623791,-0.0438803
1,1.0506581,1.0992421,"('unfriendly', 'friendly')",1.0506581,1.0992421,0.048584
2,0.7188679,0.7980563,"('unlikable', 'likable')",0.7188679,0.7980563,0.0791884
3,1.365638,1.4541974,"('repellent', 'pleasant')",1.365638,1.4541974,0.0885594
4,-6.8719783,-6.789707,"('disliked', 'liked')",-6.8719783,-6.7897072,0.0822711
5,-0.38103464,-0.31279126,"('distant', 'outgoing')",-0.3810346,-0.3127913,0.0682433
6,-0.25165096,-0.19439891,"('distant', 'open')",-0.251651,-0.1943989,0.0572521
7,1.6311607,1.6157037,"('insensitive', 'sensitive')",1.6311607,1.6157037,-0.015457
8,0.62733144,0.6092061,"('unaffectionate', 'affectionate')",0.6273314,0.6092061,-0.0181253
9,1.1039531,1.1312637,"('unaffectionate', 'caring')",1.1039531,1.1312637,0.0273106
10,1.9535688,1.9627761,"('unsympathetic', 'sympathetic')",1.9535688,1.9627761,0.0092073
11,2.279999,2.2813385,"('unhelpful', 'helpful')",2.279999,2.2813385,0.0013395
12,-0.82971954,-0.8031424,"('unsupportive', 'supportive')",-0.8297195,-0.8031424,0.0265771
13,0.60335547,0.54626447,"('impolite', 'polite')",0.6033555,0.5462645,-0.057091
14,0.63245535,0.5204813,"('antisocial', 'social')",0.6324553,0.5204813,-0.111974
15,0.22930071,0.2593681,"('boring', 'funny')",0.2293007,0.2593681,0.0300674
16,-0.7088828,-0.6808966,"('unpopular', 'popular')",-0.7088828,-0.6808966,0.0279862
17,-0.12577336,-0.15663072,"('nasty', 'nice')",-0.1257734,-0.1566307,-0.0308573
18,-0.2417545,-0.2922994,"('disagreeable', 'welcoming')",-0.2417545,-0.2922994,-0.0505449
19,-0.3683985,-0.26153594,"('inhospitable', 'hospitable')",-0.3683985,-0.2615359,0.1068626
20,0.7585781,0.651144,"('rough', 'thoughtful')",0.7585781,0.651144,-0.1074341
21,0.86203206,0.91126686,"('immoral', 'moral')",0.8620321,0.9112669,0.0492348
22,0.34846646,0.2733486,"('untrustworthy', 'trustworthy')",0.3484665,0.2733486,-0.0751179
23,6.881702,6.8708644,"('insincere', 'sincere')",6.8817019,6.8708644,-0.0108375
24,2.507296,2.5014033,"('dishonest', 'honest')",2.5072961,2.5014033,-0.0058928
25,0.06020146,0.005242206,"('egoistic', 'altruistic')",0.0602015,0.0052422,-0.0549593
26,-0.09106358,-0.08223064,"('hardhearted', 'benevolent')",-0.0910636,-0.0822306,0.008833
27,1.382379,1.2685269,"('hardhearted', 'softhearted')",1.3823791,1.2685269,-0.1138522
28,1.288356,1.3226414,"('disloyal', 'loyal')",1.2883559,1.3226414,0.0342855
29,-0.21597296,-0.29868045,"('unfair', 'fair')",-0.215973,-0.2986805,-0.0827075
