,founder_male,founder_female,tuple,average_male,average_female,female-male
0,0.9070241,0.77414525,"('unsociable', 'sociable')",0.9070241,0.7741452,-0.1328789
1,0.58431834,0.576457,"('unfriendly', 'friendly')",0.5843183,0.576457,-0.0078613
2,0.1524749,0.22172378,"('unlikable', 'likable')",0.1524749,0.2217238,0.0692489
3,0.68400127,0.84899294,"('repellent', 'pleasant')",0.6840013,0.8489929,0.1649916
4,-7.293142,-7.4606524,"('disliked', 'liked')",-7.2931418,-7.4606524,-0.1675106
5,-1.5439379,-1.4796262,"('distant', 'outgoing')",-1.5439379,-1.4796262,0.0643117
6,-1.393509,-1.3038994,"('distant', 'open')",-1.393509,-1.3038994,0.0896096
7,1.6509796,1.6852509,"('insensitive', 'sensitive')",1.6509796,1.6852509,0.0342713
8,0.4533289,0.45309532,"('unaffectionate', 'affectionate')",0.4533289,0.4530953,-0.0002336
9,1.2705512,1.3235924,"('unaffectionate', 'caring')",1.2705512,1.3235924,0.0530412
10,1.5900373,1.5707755,"('unsympathetic', 'sympathetic')",1.5900373,1.5707755,-0.0192618
11,2.4158347,2.3284752,"('unhelpful', 'helpful')",2.4158347,2.3284752,-0.0873595
12,-1.1823113,-1.2420475,"('unsupportive', 'supportive')",-1.1823113,-1.2420475,-0.0597362
13,1.0022635,0.8641721,"('impolite', 'polite')",1.0022635,0.8641721,-0.1380914
14,1.102408,1.0016073,"('antisocial', 'social')",1.1024081,1.0016073,-0.1008008
15,0.26608643,0.2014348,"('boring', 'funny')",0.2660864,0.2014348,-0.0646516
16,-0.7545614,-0.7157395,"('unpopular', 'popular')",-0.7545614,-0.7157395,0.0388219
17,-0.24066225,-0.2476864,"('nasty', 'nice')",-0.2406622,-0.2476864,-0.0070242
18,-0.4465384,-0.5085784,"('disagreeable', 'welcoming')",-0.4465384,-0.5085784,-0.06204
19,-1.004029,-1.0145464,"('inhospitable', 'hospitable')",-1.004029,-1.0145464,-0.0105174
20,1.0167732,0.97283584,"('rough', 'thoughtful')",1.0167732,0.9728358,-0.0439374
21,0.78753304,0.77306306,"('immoral', 'moral')",0.787533,0.7730631,-0.0144699
22,0.48182607,0.28808188,"('untrustworthy', 'trustworthy')",0.4818261,0.2880819,-0.1937442
23,6.926487,6.940881,"('insincere', 'sincere')",6.926487,6.9408808,0.0143938
24,1.7565762,1.6249313,"('dishonest', 'honest')",1.7565762,1.6249313,-0.1316449
25,0.08850865,0.1389502,"('egoistic', 'altruistic')",0.0885087,0.1389502,0.0504415
26,0.27857497,0.18997686,"('hardhearted', 'benevolent')",0.278575,0.1899769,-0.0885981
27,1.2356569,1.1837862,"('hardhearted', 'softhearted')",1.2356569,1.1837862,-0.0518707
28,1.0820601,1.0464492,"('disloyal', 'loyal')",1.0820601,1.0464492,-0.0356109
29,-0.49579898,-0.6293174,"('unfair', 'fair')",-0.495799,-0.6293174,-0.1335184
30,1.6402125,1.6290563,"('intolerant', 'tolerant')",1.6402125,1.6290563,-0.0111562
31,-2.3791513,-2.3172596,"('evil', 'good')",-2.3791513,-2.3172596,0.0618917
32,1.8017043,1.6103072,"('unkind', 'kind')",1.8017043,1.6103072,-0.1913971
33,-0.80868965,-0.860223,"('wrong', 'right')",-0.8086897,-0.860223,-0.0515333
34,4.6730328,4.8342657,"('mean', 'honorable')",4.6730328,4.8342657,0.1612329
35,-1.6313859,-1.8333638,"('corrupt', 'incorrupt')",-1.6313859,-1.8333638,-0.2019779
36,-1.3373784,-1.5132983,"('hostile', 'amicable')",-1.3373784,-1.5132983,-0.1759199
37,0.93569654,0.9270986,"('fake', 'genuine')",0.9356965,0.9270986,-0.0085979
38,0.3214802,0.18013611,"('untruthful', 'truthful')",0.3214802,0.1801361,-0.1413441
39,0.47482303,0.3750487,"('exploitative', 'cooperative')",0.474823,0.3750487,-0.0997743
40,-1.7560688,-1.7785531,"('stingy', 'generous')",-1.7560688,-1.7785531,-0.0224843
41,0.58115965,0.33723295,"('unforgiving', 'forgiving')",0.5811597,0.3372329,-0.2439268
42,-2.0389624,-2.0521998,"('unreliable', 'reliable')",-2.0389624,-2.0521998,-0.0132374
43,1.7765408,1.8232255,"('irresponsible', 'responsible')",1.7765408,1.8232255,0.0466847
44,-1.0611794,-1.11894,"('prejudiced', 'unprejudiced')",-1.0611794,-1.11894,-0.0577606
45,0.53503025,0.47790596,"('incompetent', 'competent')",0.5350302,0.477906,-0.0571242
46,-0.03992621,-0.06489944,"('uncompetitive', 'competitive')",-0.0399262,-0.0648994,-0.0249732
47,5.357051,5.559217,"('stupid', 'smart')",5.3570509,5.559217,0.2021661
48,1.1664395,1.1591719,"('unintelligent', 'intelligent')",1.1664395,1.1591719,-0.0072676
49,-0.42555064,-0.25807047,"('unable', 'able')",-0.4255506,-0.2580705,0.1674801
50,-0.61538327,-0.62530863,"('clumsy', 'skillful')",-0.6153833,-0.6253086,-0.0099253
51,1.0788146,0.95779485,"('uneducated', 'educated')",1.0788146,0.9577948,-0.1210198
52,-1.682705,-1.775437,"('irrational', 'rational')",-1.682705,-1.775437,-0.092732
53,-0.36028618,-0.2661254,"('uncreative', 'creative')",-0.3602862,-0.2661254,0.0941608
54,0.75811267,0.81361264,"('incapable', 'capable')",0.7581127,0.8136126,0.0554999
55,1.7477994,1.7458304,"('incompetent', 'clever')",1.7477994,1.7458304,-0.001969
56,1.2192477,1.1800995,"('impractical', 'practical')",1.2192477,1.1800995,-0.0391482
57,-2.856886,-2.8395987,"('unimaginative', 'imaginative')",-2.8568859,-2.8395987,0.0172872
58,-0.25942147,-0.20938453,"('undiscriminating', 'discriminating')",-0.2594215,-0.2093845,0.050037
59,-0.9776887,-0.9289306,"('foolish', 'wise')",-0.9776887,-0.9289306,0.0487581
60,1.7150055,1.8146001,"('inefficient', 'efficient')",1.7150055,1.8146001,0.0995946
61,0.41520187,0.23011039,"('illogical', 'logical')",0.4152019,0.2301104,-0.1850915
62,1.45986,1.5420853,"('incompetent', 'brilliant')",1.45986,1.5420853,0.0822253
63,0.7079034,0.71636623,"('unperceptive', 'insightful')",0.7079034,0.7163662,0.0084628
64,-5.518884,-5.644681,"('shy', 'confident')",-5.5188842,-5.644681,-0.1257968
65,1.1795589,1.091713,"('insecure', 'secure')",1.1795589,1.091713,-0.0878459
66,-0.6607702,-0.70809186,"('inactive', 'active')",-0.6607702,-0.7080919,-0.0473217
67,-0.3013264,-0.23160289,"('doubtful', 'determined')",-0.3013264,-0.2316029,0.0697235
68,-0.6082396,-0.56957483,"('dependent', 'independent')",-0.6082396,-0.5695748,0.0386648
69,-2.3236806,-2.3182888,"('lazy', 'industrious')",-2.3236806,-2.3182888,0.0053918
70,1.8040427,1.7162819,"('lethargic', 'energetic')",1.8040427,1.7162819,-0.0877608
71,0.13265824,0.2099991,"('diffident', 'self-confident')",0.1326582,0.2099991,0.0773409
72,0.72776294,0.8634539,"('unambitious', 'ambitious')",0.7277629,0.8634539,0.135691
73,-2.9529023,-2.8798437,"('helpless', 'self-reliant')",-2.9529023,-2.8798437,0.0730586
74,0.05343652,0.05656127,"('undedicated', 'dedicated')",0.0534365,0.0565613,0.0031248
75,-1.248718,-1.143508,"('meek', 'impulsive')",-1.248718,-1.143508,0.10521
76,0.94195735,0.9533144,"('anxious', 'daring')",0.9419574,0.9533144,0.011357
77,-0.5272965,-0.4762816,"('unmotivated', 'motivated')",-0.5272965,-0.4762816,0.0510149
78,-0.83364016,-0.7637561,"('nonresilient', 'resilient')",-0.8336402,-0.7637561,0.0698841
79,-1.2084333,-1.2357634,"('wavering', 'unwavering')",-1.2084333,-1.2357634,-0.0273301
80,0.4419917,0.29102707,"('dominated', 'dominating')",0.4419917,0.2910271,-0.1509646
81,0.76803875,0.80126506,"('submissive', 'aggressive')",0.7680387,0.8012651,0.0332264
82,5.938489,6.179957,"('poor', 'rich')",5.938489,6.1799569,0.2414679
83,-0.38464847,-0.37141693,"('powerless', 'powerful')",-0.3846485,-0.3714169,0.0132316
84,-0.06447141,0.023830011,"('inferior', 'superior')",-0.0644714,0.02383,0.0883014
85,-1.859453,-1.9279566,"('insignificant', 'prestigious')",-1.859453,-1.9279566,-0.0685036
86,0.79304355,0.7292802,"('uninfluential', 'influential')",0.7930436,0.7292802,-0.0637634
87,-0.1635509,-0.07038045,"('unsuccessful', 'successful')",-0.1635509,-0.0703804,0.0931705
88,0.032407295,-0.018463936,"('low', 'eminent')",0.0324073,-0.0184639,-0.0508712
