,planter_male,planter_female,tuple,average_male,average_female,female-male
0,0.61005825,0.48049313,"('unsociable', 'sociable')",0.6100582,0.4804931,-0.1295651
1,-0.31444705,-0.4416971,"('unfriendly', 'friendly')",-0.314447,-0.4416971,-0.1272501
2,0.80615944,0.8795886,"('unlikable', 'likable')",0.8061594,0.8795886,0.0734292
3,0.21152204,0.26795855,"('repellent', 'pleasant')",0.211522,0.2679586,0.0564366
4,-3.563007,-3.6556501,"('disliked', 'liked')",-3.5630071,-3.6556501,-0.092643
5,-2.0201054,-1.9622226,"('distant', 'outgoing')",-2.0201054,-1.9622226,0.0578828
6,-2.0825424,-2.0028226,"('distant', 'open')",-2.0825424,-2.0028226,0.0797198
7,0.6836703,0.75974935,"('insensitive', 'sensitive')",0.6836703,0.7597494,0.0760791
8,0.046919007,-0.013971351,"('unaffectionate', 'affectionate')",0.046919,-0.0139714,-0.0608904
9,0.36391944,0.31383157,"('unaffectionate', 'caring')",0.3639194,0.3138316,-0.0500878
10,0.39888066,0.47184226,"('unsympathetic', 'sympathetic')",0.3988807,0.4718423,0.0729616
11,1.3761781,1.415243,"('unhelpful', 'helpful')",1.3761781,1.415243,0.0390649
12,-0.89344794,-0.83980995,"('unsupportive', 'supportive')",-0.8934479,-0.83981,0.0536379
13,1.0844665,1.0677869,"('impolite', 'polite')",1.0844665,1.0677869,-0.0166796
14,1.3430979,1.3116715,"('antisocial', 'social')",1.3430979,1.3116715,-0.0314264
15,0.18610501,0.025044536,"('boring', 'funny')",0.186105,0.0250445,-0.1610605
16,-0.22835094,-0.39219835,"('unpopular', 'popular')",-0.2283509,-0.3921984,-0.1638475
17,-0.4283312,-0.3719748,"('nasty', 'nice')",-0.4283312,-0.3719748,0.0563564
18,-1.1532423,-1.149031,"('disagreeable', 'welcoming')",-1.1532423,-1.149031,0.0042113
19,-1.670692,-1.7058678,"('inhospitable', 'hospitable')",-1.670692,-1.7058678,-0.0351758
20,0.051915012,0.15869054,"('rough', 'thoughtful')",0.051915,0.1586905,0.1067755
21,0.80788803,0.882429,"('immoral', 'moral')",0.807888,0.882429,0.074541
22,-0.17024925,-0.10602482,"('untrustworthy', 'trustworthy')",-0.1702493,-0.1060248,0.0642245
23,3.2526152,3.225465,"('insincere', 'sincere')",3.2526152,3.2254651,-0.0271501
24,0.5094031,0.54724765,"('dishonest', 'honest')",0.5094031,0.5472476,0.0378445
25,0.45982918,0.3383765,"('egoistic', 'altruistic')",0.4598292,0.3383765,-0.1214527
26,0.85931057,0.6872999,"('hardhearted', 'benevolent')",0.8593106,0.6872999,-0.1720107
27,-0.32773444,-0.32035205,"('hardhearted', 'softhearted')",-0.3277344,-0.320352,0.0073824
28,0.8628909,0.80304205,"('disloyal', 'loyal')",0.8628909,0.8030421,-0.0598488
29,-0.97285485,-0.9371167,"('unfair', 'fair')",-0.9728549,-0.9371167,0.0357382
30,1.2121983,1.2387161,"('intolerant', 'tolerant')",1.2121983,1.2387161,0.0265178
31,-1.90294,-1.9220426,"('evil', 'good')",-1.90294,-1.9220426,-0.0191026
32,1.2956548,1.2161467,"('unkind', 'kind')",1.2956548,1.2161467,-0.0795081
33,-0.06254713,-0.14624393,"('wrong', 'right')",-0.0625471,-0.1462439,-0.0836968
34,2.3125103,2.5015385,"('mean', 'honorable')",2.3125103,2.5015385,0.1890282
35,-1.5454346,-1.67851,"('corrupt', 'incorrupt')",-1.5454346,-1.67851,-0.1330754
36,-1.592342,-1.698459,"('hostile', 'amicable')",-1.592342,-1.698459,-0.106117
37,-0.055961527,-0.01822272,"('fake', 'genuine')",-0.0559615,-0.0182227,0.0377388
38,0.53901786,0.54471236,"('untruthful', 'truthful')",0.5390179,0.5447124,0.0056945
39,0.32934508,0.4936194,"('exploitative', 'cooperative')",0.3293451,0.4936194,0.1642743
40,-1.7357728,-1.7194126,"('stingy', 'generous')",-1.7357728,-1.7194126,0.0163602
41,0.45219088,0.5249065,"('unforgiving', 'forgiving')",0.4521909,0.5249065,0.0727156
42,-1.0598482,-0.97872126,"('unreliable', 'reliable')",-1.0598482,-0.9787213,0.0811269
43,0.6009007,0.6774086,"('irresponsible', 'responsible')",0.6009007,0.6774086,0.0765079
44,-1.203533,-1.175143,"('prejudiced', 'unprejudiced')",-1.2035331,-1.175143,0.0283901
