,spectacles_male,spectacles_female,tuple,average_male,average_female,female-male
0,0.9311314,0.8882599,"('unsociable', 'sociable')",0.9311314,0.8882599,-0.0428715
1,0.17713729,-0.106418155,"('unfriendly', 'friendly')",0.1771373,-0.1064182,-0.2835555
2,-0.0045499466,0.0405605,"('unlikable', 'likable')",-0.0045499,0.0405605,0.0451104
3,-0.27083805,-0.10832644,"('repellent', 'pleasant')",-0.2708381,-0.1083264,0.1625117
4,-3.122644,-3.1737661,"('disliked', 'liked')",-3.1226439,-3.1737661,-0.0511222
5,-1.0036772,-1.0597316,"('distant', 'outgoing')",-1.0036772,-1.0597316,-0.0560544
6,-1.2195101,-1.3452461,"('distant', 'open')",-1.2195101,-1.3452461,-0.125736
7,0.6564772,0.73661244,"('insensitive', 'sensitive')",0.6564772,0.7366124,0.0801352
8,-0.40564433,-0.54694396,"('unaffectionate', 'affectionate')",-0.4056443,-0.546944,-0.1412997
9,0.10507412,0.0076783784,"('unaffectionate', 'caring')",0.1050741,0.0076784,-0.0973957
10,0.5572491,0.5512772,"('unsympathetic', 'sympathetic')",0.5572491,0.5512772,-0.0059719
11,0.72857,0.78872305,"('unhelpful', 'helpful')",0.72857,0.7887231,0.0601531
12,-0.530825,-0.48427054,"('unsupportive', 'supportive')",-0.530825,-0.4842705,0.0465545
13,0.5864762,0.60445356,"('impolite', 'polite')",0.5864762,0.6044536,0.0179774
14,1.6708126,1.7039282,"('antisocial', 'social')",1.6708126,1.7039282,0.0331156
15,0.3075466,0.26203877,"('boring', 'funny')",0.3075466,0.2620388,-0.0455078
16,-0.65541613,-0.71609014,"('unpopular', 'popular')",-0.6554161,-0.7160901,-0.060674
17,-0.5825141,-0.497728,"('nasty', 'nice')",-0.5825141,-0.497728,0.0847861
18,-1.5718029,-1.5813632,"('disagreeable', 'welcoming')",-1.5718029,-1.5813632,-0.0095603
19,-1.4466506,-1.4183981,"('inhospitable', 'hospitable')",-1.4466506,-1.4183981,0.0282525
20,0.65307176,0.79936194,"('rough', 'thoughtful')",0.6530718,0.7993619,0.1462901
21,0.0007463936,0.20141658,"('immoral', 'moral')",0.0007464,0.2014166,0.2006702
22,0.12256107,0.073055945,"('untrustworthy', 'trustworthy')",0.1225611,0.0730559,-0.0495052
23,2.9179397,2.9881403,"('insincere', 'sincere')",2.9179397,2.9881403,0.0702006
24,0.4326544,0.4466349,"('dishonest', 'honest')",0.4326544,0.4466349,0.0139805
25,-0.4497595,-0.50308967,"('egoistic', 'altruistic')",-0.4497595,-0.5030897,-0.0533302
26,1.40319,1.1197006,"('hardhearted', 'benevolent')",1.40319,1.1197006,-0.2834894
27,-0.023384618,-0.08017054,"('hardhearted', 'softhearted')",-0.0233846,-0.0801705,-0.0567859
28,0.68763506,0.51593846,"('disloyal', 'loyal')",0.6876351,0.5159385,-0.1716966
29,-1.012491,-1.1496135,"('unfair', 'fair')",-1.012491,-1.1496135,-0.1371225
30,0.6114779,0.7577822,"('intolerant', 'tolerant')",0.6114779,0.7577822,0.1463043
31,-1.7697977,-1.8551925,"('evil', 'good')",-1.7697977,-1.8551925,-0.0853948
32,0.8607659,0.7536942,"('unkind', 'kind')",0.8607659,0.7536942,-0.1070717
33,-0.31189284,-0.4299509,"('wrong', 'right')",-0.3118928,-0.4299509,-0.1180581
34,1.4912738,1.7602924,"('mean', 'honorable')",1.4912738,1.7602924,0.2690186
35,-0.90771055,-1.1058599,"('corrupt', 'incorrupt')",-0.9077106,-1.1058599,-0.1981493
36,-1.2795334,-1.4692417,"('hostile', 'amicable')",-1.2795334,-1.4692417,-0.1897083
37,0.16252413,0.28155786,"('fake', 'genuine')",0.1625241,0.2815579,0.1190338
38,0.1348575,0.10206072,"('untruthful', 'truthful')",0.1348575,0.1020607,-0.0327968
39,0.35645273,0.5179534,"('exploitative', 'cooperative')",0.3564527,0.5179534,0.1615007
40,-1.1105751,-1.1700083,"('stingy', 'generous')",-1.1105751,-1.1700083,-0.0594332
41,0.6937556,0.6616047,"('unforgiving', 'forgiving')",0.6937556,0.6616047,-0.0321509
42,-0.89056545,-0.8310132,"('unreliable', 'reliable')",-0.8905655,-0.8310132,0.0595523
43,0.6789465,0.80751544,"('irresponsible', 'responsible')",0.6789465,0.8075154,0.1285689
44,-1.5617436,-1.3427385,"('prejudiced', 'unprejudiced')",-1.5617436,-1.3427385,0.2190051
45,1.2112216,1.2009964,"('incompetent', 'competent')",1.2112216,1.2009964,-0.0102252
46,0.4423755,0.46112597,"('uncompetitive', 'competitive')",0.4423755,0.461126,0.0187505
47,2.9150465,3.0380044,"('stupid', 'smart')",2.9150465,3.0380044,0.1229579
48,0.24557713,0.2939258,"('unintelligent', 'intelligent')",0.2455771,0.2939258,0.0483487
49,-0.48757124,-0.26851565,"('unable', 'able')",-0.4875712,-0.2685156,0.2190556
50,-0.1488326,-0.26299223,"('clumsy', 'skillful')",-0.1488326,-0.2629922,-0.1141596
51,0.15337077,0.08275461,"('uneducated', 'educated')",0.1533708,0.0827546,-0.0706162
52,-0.98544973,-1.1595608,"('irrational', 'rational')",-0.9854497,-1.1595608,-0.1741111
53,-0.27187783,-0.45277694,"('uncreative', 'creative')",-0.2718778,-0.4527769,-0.1808991
54,0.03767122,-0.057503678,"('incapable', 'capable')",0.0376712,-0.0575037,-0.0951749
55,0.794971,0.950849,"('incompetent', 'clever')",0.794971,0.950849,0.155878
56,1.7504145,1.8890475,"('impractical', 'practical')",1.7504145,1.8890475,0.138633
57,-0.09975805,-0.28105485,"('unimaginative', 'imaginative')",-0.0997581,-0.2810549,-0.1812968
58,1.3085986,1.2550662,"('undiscriminating', 'discriminating')",1.3085986,1.2550662,-0.0535324
59,-1.0177207,-1.1175997,"('foolish', 'wise')",-1.0177207,-1.1175997,-0.099879
60,1.4892989,1.8147651,"('inefficient', 'efficient')",1.4892989,1.8147651,0.3254662
61,0.714183,0.5207447,"('illogical', 'logical')",0.714183,0.5207447,-0.1934383
62,0.519549,0.7307698,"('incompetent', 'brilliant')",0.519549,0.7307698,0.2112208
63,0.4206589,0.51449424,"('unperceptive', 'insightful')",0.4206589,0.5144942,0.0938353
64,-2.0658402,-2.0168138,"('shy', 'confident')",-2.0658402,-2.0168138,0.0490264
