,harmony_male,harmony_female,tuple,average_male,average_female,female-male
0,0.4563781,0.29554474,"('unsociable', 'sociable')",0.4563781,0.2955447,-0.1608334
1,1.5293528,1.4654611,"('unfriendly', 'friendly')",1.5293528,1.4654611,-0.0638917
2,0.29058924,0.4045103,"('unlikable', 'likable')",0.2905892,0.4045103,0.1139211
3,1.0318476,1.2519091,"('repellent', 'pleasant')",1.0318476,1.2519091,0.2200615
4,-7.2772117,-7.3010545,"('disliked', 'liked')",-7.2772117,-7.3010545,-0.0238428
5,-0.40200728,-0.23409061,"('distant', 'outgoing')",-0.4020073,-0.2340906,0.1679167
6,-0.145547,0.010916043,"('distant', 'open')",-0.145547,0.010916,0.156463
7,1.4993752,1.4870679,"('insensitive', 'sensitive')",1.4993752,1.4870679,-0.0123073
8,1.1866786,1.2084005,"('unaffectionate', 'affectionate')",1.1866786,1.2084005,0.0217219
9,1.98768,2.1589487,"('unaffectionate', 'caring')",1.98768,2.1589487,0.1712687
10,1.4688866,1.490208,"('unsympathetic', 'sympathetic')",1.4688866,1.490208,0.0213214
11,2.2602868,2.2798452,"('unhelpful', 'helpful')",2.2602868,2.2798452,0.0195584
12,-1.0188164,-0.9567218,"('unsupportive', 'supportive')",-1.0188164,-0.9567218,0.0620946
13,0.5042012,0.36747614,"('impolite', 'polite')",0.5042012,0.3674761,-0.1367251
14,0.3469701,0.1425621,"('antisocial', 'social')",0.3469701,0.1425621,-0.204408
15,0.5735254,0.45807064,"('boring', 'funny')",0.5735254,0.4580706,-0.1154548
16,-0.5486858,-0.35883257,"('unpopular', 'popular')",-0.5486858,-0.3588326,0.1898532
17,0.14596923,0.21274596,"('nasty', 'nice')",0.1459692,0.212746,0.0667768
18,-0.4435659,-0.5055613,"('disagreeable', 'welcoming')",-0.4435659,-0.5055613,-0.0619954
19,-0.3897645,-0.22122529,"('inhospitable', 'hospitable')",-0.3897645,-0.2212253,0.1685392
20,0.7465485,0.54646814,"('rough', 'thoughtful')",0.7465485,0.5464681,-0.2000804
21,0.24282527,0.3296138,"('immoral', 'moral')",0.2428253,0.3296138,0.0867885
22,-0.5630595,-0.49615884,"('untrustworthy', 'trustworthy')",-0.5630595,-0.4961588,0.0669007
23,7.1083074,7.2006593,"('insincere', 'sincere')",7.1083074,7.2006593,0.0923519
24,2.0035675,2.0366075,"('dishonest', 'honest')",2.0035675,2.0366075,0.03304
25,0.8502759,0.75466275,"('egoistic', 'altruistic')",0.8502759,0.7546628,-0.0956131
26,1.0643659,0.59967667,"('hardhearted', 'benevolent')",1.0643659,0.5996767,-0.4646892
27,2.1340022,1.9675053,"('hardhearted', 'softhearted')",2.1340022,1.9675053,-0.1664969
28,1.3852767,1.2596238,"('disloyal', 'loyal')",1.3852767,1.2596238,-0.1256529
29,-0.78866273,-0.8177012,"('unfair', 'fair')",-0.7886627,-0.8177012,-0.0290385
30,1.1999112,1.1871576,"('intolerant', 'tolerant')",1.1999112,1.1871576,-0.0127536
31,-2.0074472,-1.9438273,"('evil', 'good')",-2.0074472,-1.9438273,0.0636199
32,1.6015983,1.4286803,"('unkind', 'kind')",1.6015983,1.4286803,-0.172918
33,-0.24760169,-0.16259395,"('wrong', 'right')",-0.2476017,-0.1625939,0.0850078
34,4.855774,5.2115707,"('mean', 'honorable')",4.8557739,5.2115707,0.3557968
35,-1.1678895,-1.2174231,"('corrupt', 'incorrupt')",-1.1678895,-1.2174231,-0.0495336
36,-1.1028669,-1.1020293,"('hostile', 'amicable')",-1.1028669,-1.1020293,0.0008376
37,1.3301941,1.2769979,"('fake', 'genuine')",1.3301941,1.2769979,-0.0531962
38,0.070203036,0.103134185,"('untruthful', 'truthful')",0.070203,0.1031342,0.0329312
39,0.5072453,0.42429727,"('exploitative', 'cooperative')",0.5072453,0.4242973,-0.082948
40,-1.0498765,-1.1369866,"('stingy', 'generous')",-1.0498765,-1.1369866,-0.0871101
41,0.2445271,0.00047723576,"('unforgiving', 'forgiving')",0.2445271,0.0004772,-0.2440499
