,tart_male,tart_female,tuple,average_male,average_female,female-male
0,1.5522647,1.2297115,"('unsociable', 'sociable')",1.5522647,1.2297115,-0.3225532
1,-0.6357021,-0.8456497,"('unfriendly', 'friendly')",-0.6357021,-0.8456497,-0.2099476
2,0.13921483,0.17958146,"('unlikable', 'likable')",0.1392148,0.1795815,0.0403667
3,-0.31277907,-0.09981261,"('repellent', 'pleasant')",-0.3127791,-0.0998126,0.2129665
4,-2.8512337,-2.7687626,"('disliked', 'liked')",-2.8512337,-2.7687626,0.0824711
5,-1.2080168,-1.1746132,"('distant', 'outgoing')",-1.2080168,-1.1746132,0.0334036
6,-1.2736338,-1.2637013,"('distant', 'open')",-1.2736338,-1.2637013,0.0099325
7,0.50394326,0.48033935,"('insensitive', 'sensitive')",0.5039433,0.4803393,-0.023604
8,-0.6537096,-0.7673673,"('unaffectionate', 'affectionate')",-0.6537096,-0.7673673,-0.1136577
9,-0.20724122,-0.30808935,"('unaffectionate', 'caring')",-0.2072412,-0.3080893,-0.1008481
10,1.0431421,0.9619528,"('unsympathetic', 'sympathetic')",1.0431421,0.9619528,-0.0811893
11,0.70980334,0.7975359,"('unhelpful', 'helpful')",0.7098033,0.7975359,0.0877326
12,-1.0343134,-1.0101256,"('unsupportive', 'supportive')",-1.0343134,-1.0101256,0.0241878
13,0.42843997,0.27416652,"('impolite', 'polite')",0.42844,0.2741665,-0.1542735
14,0.8935042,0.8093374,"('antisocial', 'social')",0.8935042,0.8093374,-0.0841668
15,0.42826617,0.25989455,"('boring', 'funny')",0.4282662,0.2598945,-0.1683717
16,-0.53215,-0.55549943,"('unpopular', 'popular')",-0.53215,-0.5554994,-0.0233494
17,-0.20333761,-0.15544629,"('nasty', 'nice')",-0.2033376,-0.1554463,0.0478913
18,-1.2771685,-1.2154437,"('disagreeable', 'welcoming')",-1.2771685,-1.2154437,0.0617248
19,-1.6350675,-1.5954832,"('inhospitable', 'hospitable')",-1.6350675,-1.5954832,0.0395843
20,0.0912198,0.19355492,"('rough', 'thoughtful')",0.0912198,0.1935549,0.1023351
21,0.4040624,0.4705333,"('immoral', 'moral')",0.4040624,0.4705333,0.0664709
22,0.49813783,0.3711107,"('untrustworthy', 'trustworthy')",0.4981378,0.3711107,-0.1270271
23,2.0826695,2.0748844,"('insincere', 'sincere')",2.0826695,2.0748844,-0.0077851
24,0.23933151,0.09778088,"('dishonest', 'honest')",0.2393315,0.0977809,-0.1415506
25,-0.38407218,-0.4967238,"('egoistic', 'altruistic')",-0.3840722,-0.4967238,-0.1126516
26,0.7741762,0.51516974,"('hardhearted', 'benevolent')",0.7741762,0.5151697,-0.2590065
27,0.77580744,0.6371359,"('hardhearted', 'softhearted')",0.7758074,0.6371359,-0.1386715
28,0.1419336,0.07702998,"('disloyal', 'loyal')",0.1419336,0.07703,-0.0649036
29,-0.5275774,-0.71878797,"('unfair', 'fair')",-0.5275774,-0.718788,-0.1912106
30,0.7045464,0.78885573,"('intolerant', 'tolerant')",0.7045464,0.7888557,0.0843093
31,-2.117812,-2.0742233,"('evil', 'good')",-2.1178119,-2.0742233,0.0435886
32,0.81685674,0.6011596,"('unkind', 'kind')",0.8168567,0.6011596,-0.2156971
33,-0.43886387,-0.56116587,"('wrong', 'right')",-0.4388639,-0.5611659,-0.122302
34,1.2345302,1.4403535,"('mean', 'honorable')",1.2345302,1.4403535,0.2058233
35,-1.0828742,-1.228834,"('corrupt', 'incorrupt')",-1.0828742,-1.228834,-0.1459598
36,-1.3296416,-1.3289152,"('hostile', 'amicable')",-1.3296416,-1.3289152,0.0007264
37,0.66126454,0.71994823,"('fake', 'genuine')",0.6612645,0.7199482,0.0586837
38,-0.36095512,-0.3217556,"('untruthful', 'truthful')",-0.3609551,-0.3217556,0.0391995
