,cameo_male,cameo_female,tuple,average_male,average_female,female-male
0,0.4039424,0.27583688,"('unsociable', 'sociable')",0.4039424,0.2758369,-0.1281055
1,1.0371339,1.0793022,"('unfriendly', 'friendly')",1.0371339,1.0793022,0.0421683
2,-0.042435728,0.10016776,"('unlikable', 'likable')",-0.0424357,0.1001678,0.1426035
3,0.8170668,0.92291915,"('repellent', 'pleasant')",0.8170668,0.9229192,0.1058524
4,-6.9842896,-7.244946,"('disliked', 'liked')",-6.9842896,-7.244946,-0.2606564
5,-0.5496018,-0.53505814,"('distant', 'outgoing')",-0.5496018,-0.5350581,0.0145437
6,-0.06893845,-0.13971041,"('distant', 'open')",-0.0689384,-0.1397104,-0.070772
7,1.3472166,1.4049208,"('insensitive', 'sensitive')",1.3472166,1.4049208,0.0577042
8,0.85308456,0.86532265,"('unaffectionate', 'affectionate')",0.8530846,0.8653226,0.012238
9,1.0991911,1.1787878,"('unaffectionate', 'caring')",1.0991911,1.1787878,0.0795967
10,1.2391825,1.2514316,"('unsympathetic', 'sympathetic')",1.2391825,1.2514316,0.0122491
11,1.5337697,1.5917912,"('unhelpful', 'helpful')",1.5337697,1.5917912,0.0580215
12,-1.4512035,-1.4567614,"('unsupportive', 'supportive')",-1.4512035,-1.4567614,-0.0055579
13,0.010863736,0.14653908,"('impolite', 'polite')",0.0108637,0.1465391,0.1356754
14,0.38554806,0.3255158,"('antisocial', 'social')",0.3855481,0.3255158,-0.0600323
15,0.61027545,0.55212295,"('boring', 'funny')",0.6102754,0.552123,-0.0581524
16,-0.7414818,-0.7488266,"('unpopular', 'popular')",-0.7414818,-0.7488266,-0.0073448
17,0.08149588,0.04104831,"('nasty', 'nice')",0.0814959,0.0410483,-0.0404476
18,-0.46724874,-0.37633717,"('disagreeable', 'welcoming')",-0.4672487,-0.3763372,0.0909115
19,-0.7644863,-0.73248696,"('inhospitable', 'hospitable')",-0.7644863,-0.732487,0.0319993
20,0.62675494,0.5652375,"('rough', 'thoughtful')",0.6267549,0.5652375,-0.0615174
21,0.031547066,0.22204933,"('immoral', 'moral')",0.0315471,0.2220493,0.1905022
22,0.06649604,-0.004918257,"('untrustworthy', 'trustworthy')",0.066496,-0.0049183,-0.0714143
23,5.8191614,6.0764246,"('insincere', 'sincere')",5.8191614,6.0764246,0.2572632
24,1.3633193,1.3804554,"('dishonest', 'honest')",1.3633193,1.3804554,0.0171361
25,0.7120549,0.76185447,"('egoistic', 'altruistic')",0.7120549,0.7618545,0.0497996
26,1.3330722,1.1167767,"('hardhearted', 'benevolent')",1.3330722,1.1167767,-0.2162955
27,1.7943726,1.6583309,"('hardhearted', 'softhearted')",1.7943726,1.6583309,-0.1360417
28,1.3037621,1.154627,"('disloyal', 'loyal')",1.3037621,1.154627,-0.1491351
29,-0.27055347,-0.46152842,"('unfair', 'fair')",-0.2705535,-0.4615284,-0.1909749
30,0.8507979,0.9283596,"('intolerant', 'tolerant')",0.8507979,0.9283596,0.0775617
31,-1.2558918,-1.3562106,"('evil', 'good')",-1.2558918,-1.3562106,-0.1003188
32,1.1513333,1.0795816,"('unkind', 'kind')",1.1513333,1.0795816,-0.0717517
33,-0.39058805,-0.4281465,"('wrong', 'right')",-0.390588,-0.4281465,-0.0375585
34,3.8996382,4.1972637,"('mean', 'honorable')",3.8996382,4.1972637,0.2976255
35,-0.91690797,-1.2418377,"('corrupt', 'incorrupt')",-0.916908,-1.2418377,-0.3249297
36,-0.7383461,-0.9093143,"('hostile', 'amicable')",-0.7383461,-0.9093143,-0.1709682
37,1.1775821,1.1722982,"('fake', 'genuine')",1.1775821,1.1722982,-0.0052839
38,-0.5497056,-0.4576788,"('untruthful', 'truthful')",-0.5497056,-0.4576788,0.0920268
39,0.41760886,0.45726353,"('exploitative', 'cooperative')",0.4176089,0.4572635,0.0396546
40,-0.85240847,-0.9519341,"('stingy', 'generous')",-0.8524085,-0.9519341,-0.0995256
