,twine_male,twine_female,tuple,average_male,average_female,female-male
0,0.36964333,0.17899671,"('unsociable', 'sociable')",0.3696433,0.1789967,-0.1906466
1,0.10036154,-0.15259859,"('unfriendly', 'friendly')",0.1003615,-0.1525986,-0.2529601
2,-0.016919158,0.086531706,"('unlikable', 'likable')",-0.0169192,0.0865317,0.1034509
3,-0.7772656,-0.60769373,"('repellent', 'pleasant')",-0.7772656,-0.6076937,0.1695719
4,-2.9438388,-3.2094212,"('disliked', 'liked')",-2.9438388,-3.2094212,-0.2655824
5,-0.5676612,-0.63719165,"('distant', 'outgoing')",-0.5676612,-0.6371917,-0.0695305
6,-0.85589415,-0.85568535,"('distant', 'open')",-0.8558941,-0.8556854,0.0002087
7,-0.17733485,-0.13509132,"('insensitive', 'sensitive')",-0.1773348,-0.1350913,0.0422435
8,0.32799855,0.26689997,"('unaffectionate', 'affectionate')",0.3279985,0.2669,-0.0610985
9,0.16678682,0.08336089,"('unaffectionate', 'caring')",0.1667868,0.0833609,-0.0834259
10,-0.17508695,-0.3119278,"('unsympathetic', 'sympathetic')",-0.1750869,-0.3119278,-0.1368409
11,0.5380931,0.48545834,"('unhelpful', 'helpful')",0.5380931,0.4854583,-0.0526348
12,-0.7805783,-0.87355494,"('unsupportive', 'supportive')",-0.7805783,-0.8735549,-0.0929766
13,-0.3968089,-0.47108132,"('impolite', 'polite')",-0.3968089,-0.4710813,-0.0742724
14,0.6355674,0.5103384,"('antisocial', 'social')",0.6355674,0.5103384,-0.125229
15,0.9150643,0.7269194,"('boring', 'funny')",0.9150643,0.7269194,-0.1881449
16,-0.7020451,-0.7079186,"('unpopular', 'popular')",-0.7020451,-0.7079186,-0.0058735
17,-0.37165195,-0.33207694,"('nasty', 'nice')",-0.3716519,-0.3320769,0.039575
18,-1.4397608,-1.2480062,"('disagreeable', 'welcoming')",-1.4397608,-1.2480062,0.1917546
19,-0.44038257,-0.43088108,"('inhospitable', 'hospitable')",-0.4403826,-0.4308811,0.0095015
20,-0.36002174,-0.2288462,"('rough', 'thoughtful')",-0.3600217,-0.2288462,0.1311755
21,-0.7192811,-0.61233836,"('immoral', 'moral')",-0.7192811,-0.6123384,0.1069427
22,-0.29730216,-0.47121555,"('untrustworthy', 'trustworthy')",-0.2973022,-0.4712155,-0.1739133
23,2.216381,2.2715843,"('insincere', 'sincere')",2.2163811,2.2715843,0.0552032
24,-0.30910772,-0.2772989,"('dishonest', 'honest')",-0.3091077,-0.2772989,0.0318088
25,0.33256438,0.40242064,"('egoistic', 'altruistic')",0.3325644,0.4024206,0.0698562
